height,mpluto_bbl,cnstrct_yr,globalid,bin,shape_len,shape_area,office_area,retail_area,residential_area,OBJECTID,street_width_min,street_width_max,posted_speed,betweeness,station_complex_id,ridership_evening,ridership_late_night,ridership_midday,ridership_morning,ridership_night,distance_from_station(ft),idw_aadt_2019,idw_aadt_2020,idw_aadt_2021,idw_atvc_2018,idw_atvc_2019,idw_atvc_2020,idw_aadt_mean,idw_atvc_mean,office_within_450ft,retail_within_450ft,residential_within_450ft,distance_to_park,distance_to_school,food_100,food_400,food_800,food_1000
68.78,1003860011,1900,{A3BDA3B8-E998-41A9-89AC-BF68EF0E08F5},1004614,0.0,636520502.758,2000,0,31130,95808,34.0,34.0,20,0.023091293047433396,625,657.3366392544405,172.03501525053,693.3123224456098,368.7026670577725,456.63111655465457,2111.87907581058,7686.997652503813,7112.226936318706,7995.928446868844,107.92299949356575,128.62432950737383,344.8608039833398,7598.3843452304545,193.8027109947598,4000,12700,180929,47.745995011583325,118.18697485424721,7,55,317,426
439.0,1013987501,1987,{E70380B2-72AA-4278-8452-ECF71A42A4A7},1042137,0.0,636520502.758,0,24691,191647,96142,30.0,30.0,25,0.005780346820809248,223,464.18848459393655,32.42863110896195,391.0787287584442,172.85607691959916,159.3045939457075,288.0758989328797,13242.908978805424,11045.096346938397,12356.13319471724,155.61075318856103,184.32827601014242,217.21817635182165,12214.712840153685,185.7190685168417,16929,95197,844039,858.3876322405335,298.81107817463226,2,41,190,299
228.0,1000160185,2004,{32E4C2A2-A96B-43F4-9B4C-1F73DB1952E2},1086547,0.0,636520502.758,1400,0,272385,115740,30.0,38.0,25,0.001992281780545668,327,523.7400568541614,26.509325706524756,399.2228025597589,140.77744001307946,158.49079559585132,1675.66608860358,10809.559921757434,10910.92318673942,12219.268373768005,100.86088782812243,174.91511319357613,338.2298444962324,11313.250494088286,204.66861517264365,1400,1453,682219,42.805104929544896,390.2144804152409,1,21,84,142
14.22,1019550009,1900,{A5DF6E86-A93E-4B04-B3E4-DDB7C0A375B7},1081618,0.0,636520502.758,0,3176,0,101309,60.0,60.0,25,0.010305913399770826,153,522.5985474711888,65.53165014266571,614.3056596527136,428.00515497089145,199.26140211977042,807.5387347172905,12209.643331822474,13543.565565067487,15180.42201002537,104.19094440673447,145.02162205916676,283.76512711004597,13644.543635638445,177.6592311919824,0,7182,7920,244.39026542028498,771.5224175904272,1,13,57,88
44.64,1014130012,1871,{2FD78CF5-4E5D-4965-A820-42695F1764E7},1043236,0.0,636520502.758,1029,0,3087,99782,30.0,30.0,25,0.031180363575437714,398,741.4622986812504,33.94487670194331,681.6465133133431,315.19746278932655,230.9592510402301,340.6669646181255,11265.38443627478,10740.854217981263,11965.091261992417,133.73944583526267,163.9262090472806,246.42406106328556,11323.776638749487,181.3632386486096,20158,28935,194154,345.9586770094274,1124.7410700597668,7,35,139,198
204.21,1015250001,1963,{AF2CE58D-1553-4EBE-9838-6DAABB4C5C1D},1048509,0.0,636520502.758,0,8000,285303,99632,54.0,55.0,25,0.0007432795143907172,398,741.4622986812504,33.94487670194331,681.6465133133431,315.19746278932655,230.9592510402301,832.1710379477195,15434.313553595219,13819.856759562188,15542.008036398061,129.1473433610831,161.17167818576962,250.57477988308125,14932.059449851824,180.297933809978,179437,40172,945442,1059.1225569627975,1003.0606818702848,11,68,175,219
66.0,1010450006,2017,{983E5B76-8AF6-4A69-A183-533DD0DB17E3},1080913,0.0,636520502.758,0,0,31843,123622,,,  ,0.003737434003895036,162,489.67365606683927,80.55384319204768,498.98516739803097,220.54823219145294,326.71210732445576,1196.0094275837844,10291.706496994315,9864.885437206485,11005.85661370194,144.6006655581675,182.5945851035161,212.33542991767234,10387.482849300914,179.84356019311863,0,19489,164735,1234.045883588092,592.7064221963013,6,94,261,411
38.16,1010350011,1932,{870A142F-E8EC-4F1C-8DA4-41CEB7C19549},1024988,0.0,636520502.758,2360,2500,0,101224,70.0,70.0,25,0.1101394547682931,611,3818.076943560289,722.9959488583185,3366.4946883229554,2796.4478244049888,2444.5683829718114,1275.7474482343282,10101.32449741426,9669.8726882022,10751.738715881094,151.3129465425345,184.56358047139844,245.46869002338406,10174.311967165851,193.78173901243898,21044,36540,140882,161.1156615286409,793.6701936562552,12,133,440,625
53.75,1010370048,1920,{B79625FD-F90A-4F27-A4EA-8DC2B5C0B4DC},1025063,0.0,636520502.758,0,1610,8500,123717,,,  ,0.0,162,489.67365606683927,80.55384319204768,498.98516739803097,220.54823219145294,326.71210732445576,978.8857243977136,9812.682347286822,9362.857376654114,10412.380960148175,157.61199306289848,187.8635531803128,239.34553573924916,9862.640228029704,194.94036066082015,19110,41571,143383,157.65181097632518,162.09005879735537,18,140,448,606
140.43,1009050026,1963,{45E21960-ABE4-4CDA-B0AE-51F1B12A506E},1019791,0.0,636520502.758,0,6758,105883,95801,70.0,70.0,25,0.030356383947544165,405,620.6177277588355,48.18017025670422,594.1436943760823,258.3272992354445,234.30921772549198,1653.7339691724976,9706.360320618045,10331.846637029663,11498.212327932159,125.3530339161771,187.76549823105822,289.39571430853516,10512.139761859957,200.8380821519235,121391,93706,1644578,522.0928221756774,214.9277882665214,2,55,203,360
106.14454958,1001880001,1890,{3E99D256-205D-46AA-A71E-13F02EC04231},1002120,0.0,636520502.758,0,4250,19450,93799,36.0,50.0,25,0.04570152199885721,326,188.91586731479183,18.460043885389204,148.3251271781096,58.51086375270071,65.44764000264192,669.4757177146847,8429.407138372571,8265.756215020225,9285.076889111071,113.52770370487056,177.8566975149649,335.77946877811684,8660.080080834623,209.05462333265078,18187,109216,5358386,807.1272621613558,493.26575272566095,6,36,151,241
26.41,1016770049,1910,{686EEDFA-871A-40AF-AB57-8EDDAC0E460D},1052776,0.0,636520502.758,1725,1725,0,109530,,,  ,0.022328434504792334,395,250.51467742121926,26.992130607147956,322.5427977960429,216.46927853650723,71.74940110622015,1407.2271883432938,12271.76213723255,13310.701779813005,14838.643236102762,122.21465500672552,154.49249508888295,282.6014854441833,13473.702384382772,186.43621184659727,3450,222044,1531089,530.9445057203865,127.72032330675347,6,34,74,112
105.42,1002857501,,{83FAA4F4-999E-445D-BEA6-557791CA09F9},1003686,0.0,636520502.758,0,0,41508,119115,26.0,26.0,25,0.018953053931124106,234,379.54068802087295,44.7208756204123,408.8965039116733,233.52235053367033,177.37709928224135,455.7688153305436,7536.6316165666185,7734.858425490387,8730.29517801761,105.28520502281569,136.42920506999897,353.5532635092508,8000.595073358204,198.42255786735518,5341,20914,151469,163.10909432370926,467.02086894979436,5,46,227,351
30.0,1013730001,1975,{CEEAE20C-4D4B-45A2-A200-718C36F5C42F},1085553,0.0,636520502.758,7496,537154,3739745,122838,,,  ,0.017232014382776245,477,799.3924953281117,32.10497078568708,622.9198702463119,385.10699981871176,233.37033570202883,3673.9418607299194,14422.708634825636,15016.67620494436,16770.23648684592,127.78487244086207,176.98721560511382,264.6969650555003,15403.207108871973,189.82301770049207,7496,537154,3739745,860.5655060176049,1665.3620667626112,0,0,27,56
36.02,1021760027,1957,{ECB1280E-5F1E-4EF9-9066-5C80407C9A1E},1064261,0.0,636520502.758,0,0,0,102580,35.0,35.0,50,0.0062080557498129,147,162.34331502689764,38.87169773613198,256.41795806488153,276.9882912906669,51.673950874104456,808.6729245206335,23979.00756493921,28471.405432021395,30920.71094290312,124.59680328231714,131.83963830571778,347.28441125748554,27790.374646621243,201.2402842818402,13500,56467,309827,975.9813697795818,489.5714092254504,8,38,65,93
13.89,1016560001,1959,{76E2F08E-3423-4946-80CF-A8ADD126EDEB},1084323,0.0,636520502.758,0,102700,744000,109519,,,  ,0.05645495207667732,395,250.51467742121926,26.992130607147956,322.5427977960429,216.46927853650723,71.74940110622015,1206.2857831083484,12091.935394497666,13004.000063728452,14489.644764281851,121.21473085418799,153.40402135047202,283.1165785338963,13195.193407502657,185.9117769128521,3450,449313,2984560,344.41959290376246,211.19203847260954,4,50,88,118
55.41,1002390025,1920,{7875F1B7-F173-4A63-9E24-E87E25277B1C},1003127,0.0,636520502.758,7300,0,0,92254,60.0,64.0,25,0.08593648621547972,231,687.7809755259548,58.690628730268486,674.3589906579043,211.02078282269986,295.2614162947359,382.9718235582882,9132.757177291905,9178.297377894642,10293.864633971583,112.32354500595369,143.56284135989267,348.7414044896454,9534.97306305271,201.54259695183057,121377,98566,228870,390.80593661352265,801.4797319283788,12,141,428,536
55.4,1015630001,1915,{40D25D78-9B02-40D5-A585-2A6361B27E6C},1050449,0.0,636520502.758,0,2160,8705,97841,70.0,70.0,25,0.06090998694690855,476,503.34856880900026,33.5565493056571,542.5266392126234,490.4496307643567,179.7611910143848,1109.8383044924317,16331.018727390716,16192.514821642551,18140.98203164203,126.97954447042598,168.12315416446853,259.4327168183103,16888.1718602251,184.84513848440164,350,11060,232174,1418.485913256761,613.1346161866645,5,47,161,186
109.0,1009627501,1900,{DDABD4AA-D609-4B76-A29E-0C5EAC2409C1},1088433,0.0,636520502.758,0,0,0,95334,20.0,22.0,25,0.1169602908277405,403,666.5195160828093,54.49875373286237,589.0122734086632,290.29601249862975,248.61718603316524,2877.9159192134584,19905.158427159527,21209.119123933313,23913.894196265348,124.38722722912095,187.5523912269209,279.0117820842295,21676.057249119396,196.98380018009047,0,16000,0,816.9669285144581,712.4075206979091,0,16,97,186
157.11,1004980011,1890,{E56AD1D5-8CCB-4587-82F2-833A4785E90D},1007576,0.0,636520502.758,223866,19576,0,93295,24.0,26.0,25,0.003817983481377591,17,465.40646615673097,42.88692632969192,336.2829315045613,51.61581229641698,161.71620623754157,222.01652689401732,7211.353762046642,7442.133108391932,8358.518397452388,125.25534496521504,145.76843376400788,331.5849155587323,7670.668422630321,200.86956476265175,671764,227996,333753,710.7201606528624,1564.8431006304381,4,108,418,661
59.09,1019200001,1910,{093A3E1E-A71E-4C21-A04D-5403811B3758},1058258,0.0,636520502.758,0,1500,6506,117058,48.0,48.0,25,0.004490896674653055,438,184.71895979322272,31.987000787176736,259.65369479680044,218.95736154266015,62.08598864000102,765.43122784453,12599.342811236302,14182.289307589032,16063.746324735548,108.227987002943,152.05603079869474,276.4436794255374,14281.792814520295,178.9092324090584,10423,17600,133672,69.8682151117951,259.8834994908723,0,13,30,62
90.0,1000970032,2004,{7C259968-4543-439D-BC30-0A365BE8B1BE},1087577,0.0,636520502.758,0,2300,11961,113778,42.0,42.0,25,0.00765642876001056,628,2296.9754121691785,138.17136248209852,1645.3968108923332,875.9797342780914,650.9458443292497,1550.5362576336522,9159.861874392496,8288.05955521654,9357.648986343405,130.9041086898436,166.22159427782586,418.47319246604957,8935.190138650813,238.532965144573,6038,37327,179028,57.31367118578934,301.0091667462311,7,30,139,260
53.46,1005900034,1900,{4051CCBA-6218-4FD8-86F1-C10F7336D3F8},1076931,0.0,636520502.758,0,3800,22680,100979,30.0,30.0,25,0.008331145532510721,167,1039.1933462465715,246.5333768146168,817.8908353942295,318.0253074199023,843.7340479378781,404.0163222820144,6642.376683040216,6866.54775361024,7709.896782317848,89.33622380172572,109.99395067772458,310.5429004989932,7072.940406322768,169.95769165948118,9102,68198,255453,208.9384839537818,1195.9302117842358,16,161,342,442
78.93,1011440019,1912,{E8D131FA-6D6C-4CD3-B794-5F2673F8F69A},1029928,0.0,636520502.758,0,1600,0,117167,60.0,60.0,25,0.014608576093494887,313,918.8497397863018,59.75954586598723,936.7844815735834,518.0944380100332,440.48933932899587,580.1767334380655,11271.675001309035,11378.517825415754,12763.87942823187,124.23358425510085,162.4465921950313,235.96787868190094,11804.690751652219,174.21601837734434,4425,55184,304868,536.9605058408663,1018.0368241316035,11,58,108,132
182.01,1015300034,1946,{B5AD59AA-C7A1-4887-A2E9-FD57BE24E4F4},1048745,0.0,636520502.758,0,0,50852,118672,70.0,70.0,25,0.029023149258104907,476,503.34856880900026,33.5565493056571,542.5266392126234,490.4496307643567,179.7611910143848,399.1393553294601,13906.202126011265,14140.297178008997,15846.443196797902,130.04415442935573,164.37754936942508,257.7687709689279,14630.980833606054,184.06349158923626,60429,72586,512933,1413.2608145581285,738.1528723305296,8,82,168,197
12.0,1003440150,1910,{02DE4568-61FF-4931-B844-5ECC413F7DC8},1088332,0.0,636520502.758,0,1200,5675,115210,24.0,24.0,25,0.006570825211176088,625,657.3366392544405,172.03501525053,693.3123224456098,368.7026670577725,456.63111655465457,967.8135854289052,8628.709461491713,8513.240773158606,9576.03576369853,103.03862072346986,129.182863424618,352.19664315238384,8905.99533278295,194.80604243349057,4500,27181,191638,25.365378843294394,284.3572584395181,15,114,277,446
41.98,1014120120,1910,{6FCFF903-8BF1-4C56-978C-72089D4632EC},1043222,0.0,636520502.758,0,1600,1700,118633,50.0,52.0,25,0.12700008377314234,398,741.4622986812504,33.94487670194331,681.6465133133431,315.19746278932655,230.9592510402301,115.4268613320758,12436.930712081723,12254.806266812726,13721.053439290632,134.7930963447659,164.8959322671808,245.99346484153716,12804.26347272836,181.8941644844946,24584,74042,683565,537.6318746949362,921.0163629352305,8,43,146,198
45.97,1004230005,1900,{A80842FC-1785-48A8-8501-A48E429CC2BA},1005631,0.0,636520502.758,2674,2674,0,92254,60.0,64.0,25,0.08593648621547972,231,687.7809755259548,58.690628730268486,674.3589906579043,211.02078282269986,295.2614162947359,174.64987745347884,9256.871138696333,9407.904251738935,10546.92335018079,108.86652973547535,140.01818187475502,347.2430154628319,9737.232913538686,198.70924235768743,53784,70666,131231,199.9014368834028,717.0906541522893,7,138,451,559
54.62,1006190067,1910,{135321CC-6E91-4A73-8B9C-B91A13FCAD18},1078175,0.0,636520502.758,0,2500,10000,114087,24.0,28.0,20,0.010373092966949623,323,272.02858287712195,83.75905145410314,266.12425960357245,130.30770172578661,222.06077937184878,217.9741755866769,7205.704332111334,7312.628638605564,8243.84020770946,121.19068798325453,146.42359891199567,305.3027553513022,7587.391059475453,190.97234741551748,1173,51458,238565,236.19334488334837,822.7126163986883,12,112,304,423
167.41,1015310035,1986,{2E74C374-1A2E-4870-B777-1FAC8DED0A6A},1048779,0.0,636520502.758,0,2554,73546,118672,70.0,70.0,25,0.029023149258104907,476,503.34856880900026,33.5565493056571,542.5266392126234,490.4496307643567,179.7611910143848,299.22955673508415,13101.310241556448,13555.393578940739,15277.790416691494,130.40589163718025,163.8238883976354,258.5025255370814,13978.16474572956,184.24410185729903,59929,75237,719096,1147.8410731775348,914.4709884370194,4,80,169,197
44.7037192,1016880038,1910,{446DD3B1-6B9D-48B4-A5FE-32FEA830BB43},1052967,0.0,636520502.758,0,2375,0,100048,30.0,32.0,25,0.0015530596383213657,393,233.21139002595066,35.27417027035073,345.14501304691953,253.38005528222544,70.39276117452084,1655.8715655473243,14634.716392561744,16145.082877365374,18070.460575837787,121.40051633752456,156.12032766233037,305.9699670664198,16283.419948588302,194.4969370220916,12472,32309,447109,61.16232151588804,173.37204551856223,3,26,61,90
336.0,1020010005,1975,{C033C441-B153-41A4-A38A-FE66599791A5},1085412,0.0,636520502.758,0,0,0,123984,,,  ,0.013149513149513148,305,210.03346237782375,44.35678547509575,343.0212962407318,269.63128233974754,71.34402693357264,1290.089344071393,17926.002516684934,18739.4257655608,21050.217886573733,101.99533259744129,146.29779602478456,287.0490615496125,19238.548722939824,178.4473967239461,0,11214,0,308.8583103404298,247.03504746669182,0,2,36,45
201.49,1012870058,1927,{5803058B-591B-4191-8591-5CFBB678117A},1035475,0.0,636520502.758,82202,8614,0,94078,32.0,35.0,25,0.028255324787174137,276,885.269321841762,30.596518386839,445.42669244092036,49.24961444372377,172.1279048630437,320.47338160601345,9996.643792029392,8980.26350799823,10036.328931065858,141.69610171738395,191.09565746507292,225.26966218004037,9671.078743697826,186.02047378749907,1687029,111253,0,1518.985837166763,2185.703621592781,7,137,482,673
14.55,1012990040,1938,{C58C2351-1024-4D41-99C9-29E218576862},1036180,0.0,636520502.758,0,2367,0,97977,70.0,72.0,25,0.011610888867206556,610,3561.0118568809785,239.72922358459732,2680.7081725793896,1810.7920300270594,1072.85690472043,967.4763962329827,12858.560439598472,11316.9543537207,12610.683547135683,135.36830653147337,194.56564168899328,249.37279915569513,12262.06611348495,193.10224912538726,1369913,80062,539704,907.7617614130396,2920.9808924338568,17,113,369,533
57.83389823,1014320019,1910,{5FCDFF9C-DE7B-40ED-B176-F68FB0877102},1044108,0.0,636520502.758,0,1000,9805,99632,54.0,55.0,25,0.0007432795143907172,398,741.4622986812504,33.94487670194331,681.6465133133431,315.19746278932655,230.9592510402301,1013.9791990712368,13157.687696050634,12788.546761649523,14294.783901232608,131.69652494550596,150.7520809958298,249.73258969040342,13413.67278631092,177.3937318772464,19618,40779,346514,1512.4803700819186,451.77653936127547,7,63,163,213
,1013730035,2017,{6E3B770A-CA5B-4E36-B0B7-5404A43ABE10},1090299,0.0,636520502.758,0,0,0,117004,28.0,28.0,25,0.014957706125067895,222,143.00818164372865,17.953787045116968,204.4725251483399,166.30344133298385,54.24397043443214,1274.437338058165,15586.767048409109,16080.757777862555,18002.1918373294,154.94520720531705,202.63516736354464,270.19201578510194,16556.572221200357,209.2574634513212,7496,537154,3739745,1033.227814345843,632.8288503982229,0,1,32,72
85.67,1013760042,1959,{DD53A184-0FD0-45BD-9328-F1CA3939028C},1040857,0.0,636520502.758,0,0,0,92684,34.0,36.0,25,0.026606350004188657,223,464.18848459393655,32.42863110896195,391.0787287584442,172.85607691959916,159.3045939457075,829.7014723981392,11475.367910783443,10523.919700348386,11775.233755340932,156.77890507742094,173.05510410304313,173.36972802541533,11258.173788824255,167.73457906862646,273431,91904,135341,174.07696685279157,1496.3324585209396,4,55,202,325
41.622666,1007600073,1920,{F568BE83-06E0-4E40-ADD1-DE604B99D790},1013608,0.0,636520502.758,0,750,2500,98577,26.0,34.0,  ,0.0028317307078369026,164,1543.7801850157907,191.70372555557537,1542.280055563925,1350.472043007473,744.6793643680674,1024.2444027795625,10369.499316188247,10157.190616096708,11321.779644981772,140.5702312732308,179.44447731040057,259.83971203895675,10616.156525755576,193.28480687419605,186475,97819,540275,1414.5330986517279,1443.6577035009893,8,81,341,484
50.02,1004020053,1920,{C9AE2428-1542-4594-8F91-8BFA7B89D95A},1005108,0.0,636520502.758,0,1000,5854,121509,,,  ,0.030824601631207732,232,398.34694708682997,106.51487578454707,390.86391165431326,223.0711261522078,304.25304679406395,2097.5267588302436,7316.551001174091,7334.651481907978,8202.074185636646,112.37624090963077,126.3781338223549,335.7320435424681,7617.758889572906,191.49547275815124,1000,17773,138496,74.99088636514145,730.8396965853661,5,106,327,452
206.98,1005510001,1952,{A937389E-23B3-4731-BD11-AE6F664357FF},1008850,0.0,636520502.758,21363,0,422900,95679,32.0,32.0,25,0.029946617659928242,167,1039.1933462465715,246.5333768146168,817.8908353942295,318.0253074199023,843.7340479378781,842.7900996935825,7332.397393595209,7065.8151162366485,7936.882213945616,124.11670088828272,140.44415416044805,310.0985467384016,7445.031574592492,191.5531339290441,35716,53740,1378380,69.79685897388522,1254.6487749353887,6,130,420,610
47.71,1000010010,1900,{04DA2104-1709-4DD7-8232-3013CDB3051D},1086339,0.0,636520502.758,0,0,0,105199,16.0,18.0,25,0.00019044351817007257,635,709.1213417420126,70.81404771259596,651.1195144419904,370.71407917832164,167.51189952738858,4748.1073649783875,11246.952312926995,11627.90864501379,12963.063004375566,121.25792958644726,161.1397771097457,340.66543933445126,11945.97465410545,207.6877153435481,0,0,0,3774.183076363902,744.3505665295987,0,0,0,0
68.83,1002810011,1900,{B64104AD-EBB7-4813-953F-98575DBB1663},1003487,0.0,636520502.758,0,1625,7249,122538,,,  ,0.0010233693921126827,234,379.54068802087295,44.7208756204123,408.8965039116733,233.52235053367033,177.37709928224135,1810.2200473723217,8119.879150856531,8026.366700079831,9054.30547616879,116.47437534322053,146.5345389609866,365.7841488273031,8400.183775701718,209.59768771050344,99027,70355,105278,283.37091643109596,431.0456513547842,7,90,258,417
81.46791871,1015440044,1915,{15B92691-3EDA-4724-B2FB-D81ECFA404B0},1082909,0.0,636520502.758,770,0,10859,103132,30.0,30.0,25,0.005580862569594289,476,503.34856880900026,33.5565493056571,542.5266392126234,490.4496307643567,179.7611910143848,1137.064072356423,13920.692698609451,14126.219840506583,15815.614600318211,127.59606946259511,166.99971059387792,256.2615042620802,14620.842379811415,183.61909477285107,1370,33213,603932,1952.6067053644254,113.15209500920083,11,64,169,208
34.81,1004520037,1920,{E1CCB3A0-3FE6-4B75-A745-271F0C90C6E2},1006455,0.0,636520502.758,0,2600,5200,115226,30.0,30.0,20,0.00830116390444954,119,573.6970610200848,86.05892825189177,575.9585587416376,354.75052665599355,336.01256560402453,1071.4391083638754,9144.542662541571,8659.390791978343,9676.453214945419,127.8772606433152,140.6822105072574,320.7027025911033,9160.128889821777,196.4207245805586,763,35667,211725,299.8732120171177,339.2949145892045,10,163,345,463
19.7,1014530027,1989,{8C8DC685-D42D-44AE-83BF-9DB05CACF4F2},1045255,0.0,636520502.758,0,7828,337107,94392,54.0,54.0,25,0.0013531498851728442,477,799.3924953281117,32.10497078568708,622.9198702463119,385.10699981871176,233.37033570202883,1839.3064356089574,14718.371214895813,14129.190491453608,15811.388989900297,121.82505866677313,170.87349614463417,254.65591644770547,14886.316898749907,182.45149041970424,13600,24124,887587,1251.0676031304163,615.9068393677018,4,55,154,204
46.47,1014280028,1915,{E4ACA891-F9E5-45F6-A48E-A38527A68107},1083895,0.0,636520502.758,0,1675,3570,97838,30.0,34.0,25,0.00016199681723900246,477,799.3924953281117,32.10497078568708,622.9198702463119,385.10699981871176,233.37033570202883,503.8187919169764,13442.984891183869,12903.760722249697,14436.303053129643,138.11723193179085,180.65393560247648,246.71538152490996,13594.349555521068,188.4955163530591,19183,16853,504145,1628.0469443728748,502.26423708282357,7,54,152,196
32.58,1015570027,1971,{9113381E-39E2-49E0-B84F-1360FC829884},1050313,0.0,636520502.758,0,0,0,109483,,,  ,0.018327605956471937,475,328.27185491274304,34.76743516101935,422.7651792178327,371.2512922999168,104.0375873157075,719.7757351460106,16752.843062265507,16725.411281746772,18634.460541508175,130.4747792821905,159.81843348101373,270.1344372882861,17370.90496184015,186.8092166838301,0,1500,164887,133.22242485029838,240.29561358690654,0,19,76,145
68.33,1004510054,1900,{49700615-BC33-4F18-A48B-C932627AAFFC},1006428,0.0,636520502.758,0,800,9790,97739,30.0,30.0,25,0.002263953792122602,407,379.4893069399867,69.62869756241957,347.54153766673534,189.58708392347944,263.31463020802977,1359.4322739781123,8377.753968049921,8045.501880491869,8968.377618074817,125.55182135059893,140.75018202461177,320.18265412219,8463.877822205535,195.4948858324669,44941,72559,359446,341.07357063296047,576.2792428672121,16,177,368,497
78.22,1015250035,1910,{1C841038-1974-4448-B488-C21EC5ED980A},1048521,0.0,636520502.758,0,1000,11276,99632,54.0,55.0,25,0.0007432795143907172,398,741.4622986812504,33.94487670194331,681.6465133133431,315.19746278932655,230.9592510402301,1157.4093645114556,13606.268883087369,13366.858675621783,14986.290437852318,127.44106122848264,162.59761505306,252.19961972587546,13986.472665520489,180.74609866913934,188218,52771,819009,1402.4750065826718,820.6277666040105,2,80,168,218
340.94,1000750030,1929,{3D87CDE9-077B-45C3-B2ED-0B9446EAEC5A},1001167,0.0,636520502.758,281076,15000,0,93883,40.0,40.0,25,0.007394286420465078,628,2296.9754121691785,138.17136248209852,1645.3968108923332,875.9797342780914,650.9458443292497,901.1281384811231,7000.359677504002,6386.500735743307,7225.470903562677,118.23369743939716,156.83099954416915,389.6982813660568,6870.777105603328,221.5876594498744,1114722,145372,633165,309.570831236394,902.762167820132,17,93,191,252
58.48,1014917504,1910,{39514564-7496-459E-8EF0-0C04C9AD33DA},1046452,0.0,636520502.758,0,7275,62400,118431,52.0,54.0,25,0.09094412331406551,398,741.4622986812504,33.94487670194331,681.6465133133431,315.19746278932655,230.9592510402301,1145.8931890199472,12289.908889140788,12079.44222019536,13700.797116627633,129.72410060870988,158.66371042586786,246.51065970473869,12690.049408654595,178.2994902464388,50355,37876,404283,375.4937403234334,511.79799706224344,0,21,97,157
46.47125197,1008030040,1930,{AE11B584-0AA3-4A77-A396-3EF7420DF75C},1015080,0.0,636520502.758,3245,1200,0,99537,32.0,34.0,25,0.005747126436781609,13,340.00131811043036,55.609882224154376,276.7132703946638,92.00564283436235,182.1828185778699,612.8036763797527,10810.687743928862,11227.623031075595,12527.91545694518,136.93482105103428,165.3907203671484,274.99723539311697,11522.075410649879,192.44092560376654,472257,161407,590703,1155.6795686212317,549.94351951362,8,114,420,619
61.24288909,1021540011,1910,{0BDF51E9-A154-4DFF-82E6-74E6CD72E536},1063644,0.0,636520502.758,0,0,5835,96335,60.0,60.0,25,0.0035626932484194005,301,188.5686314810178,46.39673799061415,298.7299668365389,255.73026740256432,64.32781310688765,239.06783587124036,19738.375117623855,23031.202483610556,25258.26811631419,145.94611481673545,126.040161724215,402.3252398460621,22675.948572516198,224.7705054623375,53259,48706,56125,694.0333695518418,444.5528376612092,5,31,70,88
16.01,1005930024,1920,{477EBDBE-2DD0-471A-8CB5-A6BA034F30CC},1010271,,636520502.758,0,3085,0,112973,60.0,60.0,25,0.040319710626877864,167,1039.1933462465715,246.5333768146168,817.8908353942295,318.0253074199023,843.7340479378781,378.2486281823179,8467.903326833035,8682.847819241662,9737.06775766957,120.79396852739909,162.0384890451595,306.6597789559036,8962.60630124809,196.49741217615406,10262,87739,283714,341.92961284797195,821.2581160082523,8,115,359,485
72.01,1021360210,1922,{58F92AC7-831A-4309-AB8D-E616DBD4CE16},1063343,0.0,636520502.758,0,0,83952,94708,30.0,30.0,25,0.019544333615517686,303,159.23567410446134,43.90322558584192,277.11228248988766,256.6293333792363,52.798509161888,1624.5383010764922,17390.704719023277,17840.07764275452,19886.48612463191,107.34241438346118,55.51392023992484,312.164842629505,18372.422828803235,158.34039241763034,0,0,83952,96.18668070375722,1693.7811671821496,0,14,49,56
58.71,1012140064,1891,{938F8D06-A365-4372-83E7-605E5535C617},1032126,0.0,636520502.758,0,2000,7020,92325,60.0,60.0,25,0.04581701572166411,311,392.60205839778354,34.26802065414253,419.4922865419201,264.70255924292735,170.2882987739581,947.7818887544607,13490.09925084855,13584.030987623279,15257.376908057957,121.33214014922659,158.8535872740038,255.07452709558066,14110.502382176595,178.42008483960367,0,64411,519723,551.9251118705529,364.47008779125565,12,58,94,126
62.91,1004710018,1914,{E04D0CF1-794A-42E5-A909-E84E86AA7988},1006966,0.0,636520502.758,0,765,10695,118453,34.0,34.0,25,0.01834709885200769,623,1404.6832401392203,87.59943460824753,1091.7024125635296,204.58741906319807,552.7090258655517,748.9776952096869,7521.955545442733,7435.618019764067,8310.292610356555,117.30840212605004,149.01066942407465,343.12989555390624,7755.955391854452,203.14965570134368,46605,68361,166219,425.0648528159473,543.966300962838,11,137,450,586
51.47,1011840070,1894,{A4C60783-D8B4-44E1-99FE-4B59A9CBA4DB},1031003,0.0,636520502.758,0,0,0,99358,30.0,30.0,25,0.005445991234854343,313,918.8497397863018,59.75954586598723,936.7844815735834,518.0944380100332,440.48933932899587,1287.8584852416677,15671.010375797267,17155.917467972224,19365.911966392254,129.10632320399827,160.9462156169308,252.3692005623378,17397.613270053913,180.80724646108897,38677,51453,478773,236.46332729174588,1434.88909327742,0,20,89,120
44.67,1004890013,1835,{00DE9F1E-F9B7-45C2-9F44-11D31B112B76},1077739,0.0,636520502.758,0,800,5497,114444,,,  ,0.017365331671082024,168,425.51813014602465,28.671869858194057,308.86936037243345,93.16424266265368,152.72903772452142,524.4037143329502,7432.919470821856,7682.598446218405,8601.410823067325,126.31180354169405,159.13479048192613,327.2400324389277,7905.642913369195,204.22887548751592,106661,32151,103148,220.8766893372751,377.0522931357931,10,74,334,477
