height,mpluto_bbl,cnstrct_yr,globalid,bin,shape_len,shape_area,office_area,retail_area,residential_area,OBJECTID,street_width_min,street_width_max,posted_speed,betweeness,station_complex_id,ridership_evening,ridership_late_night,ridership_midday,ridership_morning,ridership_night,distance_from_station(ft),idw_aadt_2019,idw_aadt_2020,idw_aadt_2021,idw_atvc_2018,idw_atvc_2019,idw_atvc_2020,idw_aadt_mean,idw_atvc_mean,office_within_450ft,retail_within_450ft,residential_within_450ft,distance_to_park,distance_to_school,food_100,food_400,food_800,food_1000
62.570046,1007590001,1910,{DFA4E664-88E2-41E9-923B-D35C29EC567A},1082255,0.0,636520502.758,0,10000,44947,98577,26.0,34.0,  ,0.0028317307078369026,164,1543.7801850157907,191.70372555557537,1542.280055563925,1350.472043007473,744.6793643680674,906.9830650955239,11513.521150051278,11836.683047042781,13202.178833349462,139.68935670366696,177.88385618967303,261.60640129106264,12184.127676814509,193.0598713948009,90454,64047,425990,1353.3931265616764,1595.7398597062302,9,67,310,463
66.71,1020800059,1920,{45F5709B-B9D1-4343-A9DD-DA3BA66DB667},1062060,0.0,636520502.758,0,3000,33624,98439,40.0,40.0,25,0.03355290487211441,304,155.82675688062074,42.46860906923661,260.61345500956094,225.7385198848317,61.026237112885866,908.7499023731269,16372.881184390972,18453.93731043805,20678.16982140396,95.317921201729,110.47622527899641,293.6631313962092,18501.66277207766,166.48575929231154,2650,20402,176840,65.41998286015551,750.2854083511724,6,18,41,52
40.19,1003910019,1910,{7B63515D-5154-4B4A-AF85-1B5EEEC093E6},1004742,0.0,636520502.758,0,600,2760,101080,30.0,32.0,20,0.0008650097465886939,119,573.6970610200848,86.05892825189177,575.9585587416376,354.75052665599355,336.01256560402453,2001.9283311481274,7655.8241288617955,7207.780058558479,8074.980491314677,111.98062407326965,124.58748939266331,335.40967239572825,7646.194892911651,190.65926195388707,0,33200,273000,82.29730177688602,711.3860832007533,2,46,210,330
67.75153646,1006180017,1900,{C9E1E78F-F1AA-485E-AE27-1F1B9ED8094A},1011102,0.0,636520502.758,0,1000,6405,102790,30.0,32.0,25,0.00840115515883434,618,1329.513724791594,169.79365070291507,1024.5460268281013,281.10539820138035,653.0838808998413,627.5719592512216,8517.544704215687,8740.418008601537,9800.679910928473,133.86212672204175,121.85353104996287,294.2141855783397,9019.547541248565,183.3099477834481,244627,75278,507171,298.43832759847265,1032.3926074396977,1,73,252,374
42.52,1010800105,1910,{DF9EFCC6-CF43-444F-A41D-421692C74ED3},1082278,0.0,636520502.758,0,7033,29604,105591,32.0,34.0,25,0.01014285553466695,162,489.67365606683927,80.55384319204768,498.98516739803097,220.54823219145294,326.71210732445576,2619.7352308753393,12275.253241798053,12221.937936339642,13758.31407422766,157.33509155607712,182.13107259248463,252.96989746139025,12751.835084121785,197.47868720331735,225426,14066,59208,168.44669040531676,511.35878437267354,1,20,137,241
150.13,1012600028,1914,{8858CB92-56FE-4AAA-A25E-BD990C91B620},1034225,0.0,636520502.758,48351,4500,0,99285,35.0,35.0,25,0.016264202192851702,609,1673.826310353281,120.69094152302216,920.1044618390713,179.76316970617205,568.5250792659945,554.6069248386573,10331.000943787509,9030.595990023758,10056.945369053778,142.47694609207116,191.48490842600023,243.32701092922304,9806.180767621681,192.42962181576482,784895,84842,0,619.7225804178096,1029.0851769459034,20,165,543,849
88.271094,1014950032,1900,{A19311EA-4F1D-48D4-9CE6-8777D343358A},1046785,0.0,636520502.758,0,0,0,97985,30.0,30.0,25,0.015983915556672532,397,1168.5142938300596,60.24255207188666,1087.2616706494805,571.048297363842,383.0068052677777,948.064150793055,12178.307400644453,12145.472093737064,13706.405449505732,129.3897849018749,159.66671325338456,252.23123062229786,12676.728314629081,180.42924292585244,12280,23015,543612,63.326910810899754,428.9362285884418,2,30,130,171
26.48,1004520034,1901,{16495395-1EC4-49B9-BE7E-93BFE7FAE182},1006453,0.0,636520502.758,0,920,1840,115226,30.0,30.0,20,0.00830116390444954,119,573.6970610200848,86.05892825189177,575.9585587416376,354.75052665599355,336.01256560402453,1006.6408856097859,9474.553435219159,9348.272806691835,10459.224347087338,130.0034009416687,141.65790822512727,320.2038141152514,9760.68352966611,197.2883744273491,0,36218,199447,253.5157463268342,293.4590867982445,10,153,335,461
41.0,1010260009,1910,{F77A2D7F-17F3-4F49-ACC5-83866370B536},1024845,0.0,636520502.758,0,5500,12190,94109,34.0,34.0,25,0.005631190168604459,9,969.8440611971738,85.67877124641689,720.9654827199463,235.2736267546651,483.06935253994936,658.4532239367824,9851.705167485929,9210.316247042972,10259.955517616525,141.2030470517203,183.6626585412641,208.1689509021013,9773.99231071514,177.67821883169526,164248,87936,232768,1159.2935119303386,706.4233975809524,12,110,367,514
62.16205445,1018460044,,{75040530-D436-4E62-BA47-23CC7F719503},1055766,0.0,636520502.758,0,6600,31222,92769,40.0,42.0,25,0.0057788511298947735,155,149.56702448885173,17.903916772234446,202.50331164135105,156.49445057909668,48.404719526879326,371.4553949610062,10649.697676557658,11717.944178420381,13181.633368421402,98.95171107310756,142.95535604496408,279.6304979838742,11849.758407799813,173.84585503398193,0,14247,67304,359.3377191954998,565.9946020239952,0,6,49,91
108.64,1019750001,1910,{818A5837-2BD6-47E5-95F5-5C58AD01C70B},1059646,0.0,636520502.758,0,0,0,97991,,,  ,0.0172607254377697,307,451.19904007117043,23.575444867248926,386.0650154024818,102.49607402508178,163.37620298400145,1221.8661939283822,12418.58112643765,13496.398343672323,14977.666692045625,91.65240395753034,93.28626009433223,282.76718181614797,13630.882054051866,155.90194862267018,2737740,0,0,64.35943930075183,1015.9823505299372,2,22,56,71
184.33,1013640005,1956,{73289BCA-6AD2-4B43-AC60-837212FE3C71},1078258,0.0,636520502.758,2000,5000,410000,92666,32.0,32.0,25,0.0068364393274140565,612,1625.4859604328765,98.03325028221971,1074.6586789215937,341.6066464700863,460.1673896313136,1492.882606715444,12349.532637649265,11957.859317230595,13346.384947439776,144.64220338660294,197.9340626127441,251.68996740835564,12551.258967439877,198.08874446923423,46916,63754,1778585,346.84088316425556,1565.625491053319,1,40,194,293
