name,place_id,price_level,rating,user_ratings_total,business_status,adr_address,formatted_address,lat,lng,bin,distance
Casa Mono,ChIJUd1sYJ9ZwokRRkqniQdJ144,3.0,4.3,1390,OPERATIONAL,,"52 Irving Pl, New York, NY 10003",40.7358936,-73.9871361,1017846,0.0
Joe Jr.,ChIJkZCadZ9ZwokRuRHmVq9ZicQ,1.0,4.5,1153,OPERATIONAL,,"167 3rd Ave, New York, NY 10003",40.7346247,-73.9859623,1019533,0.0
Sathi,ChIJxVY_qrlZwokRHxYtVaZgNsI,2.0,4.7,552,OPERATIONAL,,"216 3rd Ave, New York, NY 10003",40.7362749,-73.9854134,1017884,0.0
Dog & Bone,ChIJubn0AgpZwokRxPHsHvoWvKk,2.0,4.2,353,OPERATIONAL,,"338 3rd Ave, New York, NY 10010",40.7400848,-73.98244319999999,1018080,0.0
La Vera,ChIJjfdC8AlZwokRi91iOFbM9aM,1.0,4.1,367,OPERATIONAL,,"350 3rd Ave, New York, NY 10010",40.740668,-73.982168,1018114,0.0
Manhattan Indian Flavor,ChIJbSpxI-5ZwokRwvN8uZU0kQo,2.0,4.5,137,OPERATIONAL,,"311 2nd Ave, New York, NY 10003",40.7350726,-73.9833459,1019587,0.0
Hawksmoor NYC,ChIJZdEAC9VZwokRsUEVh2RGIoE,4.0,4.4,1044,OPERATIONAL,,"109 E 22nd St, New York, NY 10010",40.7395356,-73.9863884,1018010,0.0
Firecracker Wings,ChIJrQDV0GdZwokRlKnThbgtcH8,2.0,4.0,92,OPERATIONAL,,"430 2nd Ave, New York, NY 10010",40.7388052,-73.9799077,1020599,0.0
Red House,ChIJDYoZ_Z5ZwokRaWa_snUsA_4,2.0,3.3,71,OPERATIONAL,,"203 E 14th St, New York, NY 10003",40.7332121,-73.9865868,1019499,0.0
211 New Taco Grill,ChIJ87KomZFZwokRaMrkurrC29k,1.0,3.8,46,OPERATIONAL,,"211 E 14th St, New York, NY 10003",40.7330683,-73.98627309999999,1019503,0.0
Tutto Mia Pizza Restaurant,ChIJVf4ItTNZwokR9A6u_roxEkc,1.0,4.8,161,OPERATIONAL,,"282 3rd Ave, New York, NY 10010",40.7383779,-73.9837817,1018019,0.0
Bangkok 2 Thai,ChIJR97FfLdZwokRbJuo2WAV9hc,2.0,4.4,125,OPERATIONAL,,"349 1st Ave., New York, NY 10010",40.7353032,-73.9799207,1020541,0.0
Taco Bell Cantina,ChIJHa9AKnVZwokRsEydMGru7lo,1.0,4.2,538,OPERATIONAL,,"321 1st Ave., New York, NY 10003",40.7342647,-73.980745,1078808,0.0
Bite,ChIJZ_rc_p5ZwokRG9_5UgxM33c,1.0,4.4,285,OPERATIONAL,,"211 E 14th St, New York, NY 10003",40.733158,-73.986164,1019503,0.0
Zhong Jie,ChIJV3YZBbRZwokRx4FzhQYOlIE,2.0,4.2,165,OPERATIONAL,,"219 E 23rd St, New York, NY 10010",40.7385431,-73.9819469,1019773,0.0
Hawkers,ChIJVUw2_55ZwokREg7ah1wKno8,2.0,2.4,62,OPERATIONAL,,"225 E 14th St, New York, NY 10003",40.7330861,-73.98598989999999,1019505,0.0
Bonchon New York - 1st Ave,ChIJa-g8CyBZwokRwog-kHvwBvk,2.0,4.9,479,OPERATIONAL,,"367 1st Ave., New York, NY 10010",40.7360336,-73.97958870000001,1020556,0.0
Chito Gvrito,ChIJSalVPxJZwokR2JSiWIk0LtI,2.0,4.7,479,OPERATIONAL,,"173 3rd Ave, New York, NY 10003",40.734762,-73.9858594,1019535,0.0
Chen's Express Kitchen,ChIJ_933QbtZwokR8L50JeBYAho,1.0,3.3,33,OPERATIONAL,,"223 E 14th St, New York, NY 10003",40.7330435,-73.9861742,1019504,0.0
Eso Latin,ChIJhypz7LdZwokRnfxtZF_P1_g,1.0,4.0,3,OPERATIONAL,,"119 E 23rd St, New York, NY 10010",40.7399257,-73.9853377,1087070,2.0943898327148895
Rolf's,ChIJnx0Vh6BZwokROVSW8aik4Zc,3.0,3.3,1781,OPERATIONAL,,"281 3rd Ave, New York, NY 10010",40.7379853,-73.98353929999999,1019633,7.2056314648752755
Barbounia,ChIJafcWm6FZwokRAD6WiHiQdpE,3.0,4.4,1842,OPERATIONAL,,"250 Park Ave S, New York, NY 10003",40.7383263,-73.9880646,1016176,0.0
Picante,ChIJjW35MWT2wokRSlryWfa3vYE,2.0,4.0,635,OPERATIONAL,,"3424 Broadway, New York, NY 10031",40.8227377,-73.9528348,1061726,0.0
Trufa Restaurant,ChIJu8YNJWT2wokRtKTDat-zTJ4,2.0,4.5,467,OPERATIONAL,,"3431 Broadway, New York, NY 10031",40.823178,-73.95320269999999,1062311,0.0
Harlem Public,ChIJ1bpep2L2wokRjaoBxorAv1Q,2.0,4.5,2047,OPERATIONAL,,"3612 Broadway, New York, NY 10031",40.8287326,-73.9484566,1062060,0.0
The Inn by Fumo,ChIJq4t5g9j3wokR42KjTV_To2A,2.0,4.4,305,OPERATIONAL,,"3508 Broadway, New York, NY 10031",40.8252689,-73.95098759999999,1061879,0.0
The Handpulled Noodle | West Harlem,ChIJvz7Nfuz3wokRVIkaEmj6fdM,1.0,4.5,971,OPERATIONAL,,"3600 Broadway, New York, NY 10031",40.828393,-73.9486987,1062014,0.0
LISSETTE RESTAURANT,ChIJ3-sjNWP2wokR5oL21JkrkdY,1.0,3.9,186,OPERATIONAL,,"501 W 145th St, New York, NY 10031",40.8255471,-73.9478341,1061939,0.0
Hamilton's Bar & Kitchen,ChIJfeGy52L2wokRzh1E8y2l2MU,2.0,4.3,520,OPERATIONAL,,"3570 Broadway, New York, NY 10031",40.8273438,-73.94940079999999,1061968,0.0
L'Artista Italian Kitchen & Bar,ChIJscGs5JD3wokRcU7HNiu5akM,,4.6,223,OPERATIONAL,,"142 Hamilton Pl, New York, NY 10031",40.8243708,-73.94866929999999,1061887,2.0443513882207927
Sita Thai,ChIJXUWII-T3wokRV62V6Sobh-o,2.0,4.3,114,OPERATIONAL,,"3609 Broadway, New York, NY 10031",40.8288917,-73.9490354,1062439,0.0
Frijolito's Restaurant Broadway.,ChIJvTABP2T2wokRtBSCsNWE1qo,1.0,4.4,264,OPERATIONAL,,"3446 Broadway, New York, NY 10031",40.823386,-73.9523102,1061758,0.0
Village Chicken & Burger,ChIJLaSw2nz2wokRUFVhXuFXDCY,1.0,4.5,131,OPERATIONAL,,"1739 Amsterdam Ave, New York, NY 10031",40.8259489,-73.94687170000002,1061376,0.258620297371123
Tex's Chicken & Burgers,ChIJlY0LiGP2wokRsiJ_gaRtLT0,1.0,4.0,407,OPERATIONAL,,"3486 Broadway, New York, NY 10031",40.8244653,-73.9514319,1061843,0.0
Bless Bar & Kitchen,ChIJmdsiqK_3wokR1lEvmzhY5nc,2.0,4.7,113,OPERATIONAL,,"3496 Broadway, New York, NY 10031",40.82490689999999,-73.9511763,1061873,0.0
River,ChIJHwqtr7v3wokR5z2zi3tDM7c,2.0,4.5,155,OPERATIONAL,,"1766 Amsterdam Ave, New York, NY 10031",40.8268531,-73.94665789999999,1061986,6.404423998295423
Hamilton Hall Bar & Restaurant,ChIJKYBCGCf3wokRZ-6m6zT5BxI,2.0,4.5,174,OPERATIONAL,,"3493 Broadway, New York, NY 10031",40.8250528,-73.9519092,1062347,0.0
Sofrito,ChIJL-dbDGH2wokRbtpptLNxlo0,2.0,4.1,2287,OPERATIONAL,,"679 Riverside Dr, New York, NY 10031",40.8272046,-73.9551541,1084789,0.0
Sofrito,ChIJL-dbDGH2wokRbtpptLNxlo0,2.0,4.1,2287,OPERATIONAL,,"679 Riverside Dr, New York, NY 10031",40.8272046,-73.9551541,1090431,0.0
Ecuatoriana Restaurant,ChIJ0VHTVWP2wokRXfY1XP510LA,2.0,3.7,323,OPERATIONAL,,"1685 Amsterdam Ave, New York, NY 10031",40.82414199999999,-73.94819380000001,1061269,0.0
LA VIAGRA,ChIJLdJ-CWP2wokR0ndz4Vo-WJM,,4.1,99,OPERATIONAL,,"3536 Broadway, New York, NY 10031",40.8261069,-73.9503762,1061922,0.37256807289794996
Brisa Dominicana,ChIJ0dYLH-P3wokR3wuGz2Qk13w,1.0,4.3,194,OPERATIONAL,,"1764 Amsterdam Ave, New York, NY 10031",40.8268067,-73.946692,1061984,0.0
Geisha,ChIJFalicmT2wokR02HksZFX9VA,2.0,4.3,811,OPERATIONAL,,"3470 Broadway, New York, NY 10031",40.8241273,-73.9517959,1061828,0.0
Taco Bell Cantina,ChIJOZ8FU_v3wokR7rzBWd9kg4I,,4.2,44,OPERATIONAL,,"3427 Broadway, New York, NY 10031",40.8233,-73.95309999999999,1062311,0.0
El Meson 2 Restaurant,ChIJYQJEw4T3wokRIeeYOPx_5UM,2.0,4.8,12,OPERATIONAL,,"3517 Broadway, New York, NY 10031",40.8259496,-73.95113839999999,1062369,0.0
Kanü Bar|Grill,ChIJ_1bljdn3wokRW5OpgG50Q_Y,,4.7,660,OPERATIONAL,,"3628 Broadway, New York, NY 10031",40.8291679,-73.9481351,1062077,0.0
Mamasushi,ChIJXxNP-mL2wokRStZTuUKsOao,2.0,4.2,1828,OPERATIONAL,,"3569 Broadway, New York, NY 10031",40.82744719999999,-73.950188,1062398,0.0
Silver Palace,ChIJ68uqO2T2wokRYCbFMDB-KQE,1.0,3.5,83,OPERATIONAL,,"3438 Broadway, New York, NY 10031",40.8230365,-73.9526103,1061751,0.0
Wats On Your Plate,ChIJW3r7OWP2wokRreTpkSLUXv4,,3.9,120,OPERATIONAL,,"513 W 145th St, New York, NY 10031",40.8257982,-73.9484902,1061935,0.0
Bono Trattoria,ChIJNbJQ54f2wokRPxHl6aTGio0,2.0,4.6,827,OPERATIONAL,,"3658 Broadway, New York, NY 10031",40.8302373,-73.9473608,1062176,0.4970354185081414
Trailer Birds,ChIJh2BFN473wokRgloJGaMy3lc,,0.0,0,OPERATIONAL,,"1624 Amsterdam Ave, New York, NY 10031",40.8222754,-73.9501063,1061767,0.0
Golden Wok,ChIJtdVtI332wokRfZi-xU_4Qwk,1.0,3.8,185,OPERATIONAL,,"1770 Amsterdam Ave #1, New York, NY 10031",40.8269355,-73.9465973,1061987,0.0
Wing Boss,ChIJBYAR2C_3wokR_cVeclyGqyo,,1.0,2,OPERATIONAL,,"1624 Amsterdam Ave, New York, NY 10031",40.8222754,-73.9501063,1061767,0.0
Jimbo's Hamburger Palace,ChIJPbm0FWP2wokRW3QBcHSMvB4,1.0,4.1,364,OPERATIONAL,,"528 W 145th St, New York, NY 10031",40.82571799999999,-73.9492355,1061919,0.0
Jumbo,ChIJe4ujVyP2wokRukFP2hyg_co,1.0,4.4,253,OPERATIONAL,,"3594 Broadway, New York, NY 10031",40.8280043,-73.9489662,1062006,0.0
Mumbai Masala,ChIJZ6mFI332wokReUUIieTUemg,2.0,4.4,381,OPERATIONAL,,"1768 Amsterdam Ave, New York, NY 10031",40.8269013,-73.9466224,1061986,0.0
Taco express,ChIJFU-WQGP2wokRjGLpW6VkgjI,,4.0,58,OPERATIONAL,,"518 W 145th St, New York, NY 10031",40.8254846,-73.94895530000001,1087828,0.0
Wingstop,ChIJjWpmT9n3wokRFRonG9AKZqs,,3.2,23,OPERATIONAL,,"3440 Broadway, New York, NY 10031",40.8232571,-73.9522616,1061758,0.0
Amanecer Restaurant And Lounge,ChIJP3y3Gqj3wokRGHfNotldGXw,2.0,4.2,95,OPERATIONAL,,"3666 Broadway, New York, NY 10031",40.8304975,-73.9471872,1062209,3.9959408403981596
La Casa D’la Pasta,ChIJKz6San32wokRhnb8rPibHr0,2.0,4.6,237,OPERATIONAL,,"1792 Amsterdam Ave, New York, NY 10031",40.827727,-73.946195,1062037,0.0
ROKC,ChIJazunFWT2wokRqVgH0HhWeGQ,2.0,4.7,1169,OPERATIONAL,,"3452 Broadway, New York, NY 10031",40.82358,-73.9522107,1061776,0.0
La Botanera de Acapulco Restaurant,ChIJkbLEsCX3wokRvpNqzsoVlV4,2.0,3.0,2,OPERATIONAL,,"540 W 145th St, New York, NY 10031",40.8258205,-73.94968999999999,1061920,0.0
P & M Classic Pizza and Restaurant,ChIJqX832Xz2wokRCmDaupc-83M,1.0,4.6,254,OPERATIONAL,,"1747 Amsterdam Ave, New York, NY 10031",40.8261544,-73.946575,1061418,0.0
Burger & Shake Co.,ChIJ-Z2QF8z3wokRiMKiqaI2FLE,1.0,4.5,93,OPERATIONAL,,"1625 Amsterdam Ave, New York, NY 10031",40.8222753,-73.949581,1061193,4.895416195156675
McDonald's,ChIJhT6eMlZYwokRlm7KA_UnPAk,1.0,3.5,1562,OPERATIONAL,,"3543 Broadway, New York, NY 10031",40.826694,-73.95062999999999,1062380,0.0
Taco Bell,ChIJs8YaD4j2wokRSqKx-FezCOc,1.0,3.7,279,OPERATIONAL,,"3645 Broadway, New York, NY 10031",40.8299028,-73.94834469999999,1062449,0.0
Mofongo del Valle,ChIJr47DHWb2wokRetdBCRsqLtY,1.0,3.7,435,OPERATIONAL,,"3340 Broadway, New York, NY 10031",40.8202692,-73.9546378,1059780,0.0
New King's Wok,ChIJLzyrZPP3wokR2pc35wT5WQo,,4.2,43,OPERATIONAL,,"3575A Broadway, New York, NY 10031",40.82761530000001,-73.9499227,1062399,0.0
At The Wallace,ChIJR6Y-pWL2wokR2L7b5pdH1DY,1.0,4.5,520,OPERATIONAL,,"3612 Broadway, New York, NY 10031",40.82871069999999,-73.94847229999999,1062060,0.0
Chipotle Mexican Grill,ChIJa7ogpBb3wokRVq02b5FIw5k,1.0,3.1,39,OPERATIONAL,,"3410 Broadway, New York, NY 10031",40.8220368,-73.9533258,1061709,0.0
Taqueria San Pedro,ChIJoTl93of2wokRf4XC1i8RlL8,1.0,3.9,340,OPERATIONAL,,"3662 Broadway, New York, NY 10031",40.8303448,-73.9472436,1062176,0.0
Restaurante Zuma,ChIJowcRoC33wokRQ4cRu4lmlGo,,0.0,0,OPERATIONAL,,"606 W 145th St, New York, NY 10031",40.82652789999999,-73.9510641,1062371,9.235981008130672
SAPOARA,ChIJvR3iaP31wokRuMJSy9UX7wI,1.0,4.5,378,OPERATIONAL,,"2262 1st Ave. 1st Floor, New York, NY 10035",40.7962117,-73.9350637,1053099,3.522199386393744
Spaha Soul,ChIJwWtsav31wokRxEWigV3aUjM,,4.2,129,OPERATIONAL,,"2294 2nd Ave, New York, NY 10035",40.798082,-73.93678179999999,1052993,0.0
Bistro Casa Azul,ChIJ9QMGGLP1wokRWTLdV87xzp8,2.0,4.7,126,OPERATIONAL,,"343 Pleasant Ave at, E 118th St, New York, NY 10035",40.7966246,-73.9325123,1088670,1.5489122196772083
Wing Wah,ChIJQV66zOL1wokRRhpsnQvVxGY,1.0,3.7,79,OPERATIONAL,,"2308 1st Ave. #1, New York, NY 10035",40.7975651,-73.9340591,1054846,0.0
Rao's,ChIJs21Av_31wokRz_hcbeRuZ0E,3.0,4.4,558,OPERATIONAL,,"455 E 114th St, New York, NY 10029",40.7939094,-73.93424999999999,1053018,0.0
Good Taste 360,ChIJC5hRYv31wokRE5wLwFBciLI,,4.4,108,OPERATIONAL,,"360 E 116th St, New York, NY 10029",40.7960193,-73.93584520000002,1052915,0.0
Nocciola Ristorante,ChIJG3Ux0Af2wokRTVZ-phoptd8,2.0,4.5,357,OPERATIONAL,,"237 E 116th St, New York, NY 10029",40.7975043,-73.9383816,1052578,7.985418887122379
Taco Mix,ChIJ2RB8ywf2wokRO5NQU16lvzY,1.0,4.2,1644,OPERATIONAL,,"234 E 116th St #1, New York, NY 10029",40.7972067,-73.9386762,1052541,0.0
Teng Dragon,ChIJz-HPaP31wokRbO0KdpeF2g4,1.0,3.7,155,OPERATIONAL,,"2260 1st Ave. #1, New York, NY 10035",40.79615159999999,-73.93508729999999,1053071,0.0
Xiang Dragon,ChIJAddXxOL1wokRo1zZRiqDDEg,1.0,3.6,92,OPERATIONAL,,"2331 1st Ave. #1, New York, NY 10035",40.798309,-73.9339588,1054755,0.0
Xing Dragon,ChIJjfVXuwf2wokRwwegBPEu3ok,1.0,3.7,66,OPERATIONAL,,"305 E 115th St, New York, NY 10029",40.7962313,-73.9377806,1052934,0.0
Dragon City,ChIJKeprgf31wokRt9JQtAu2X3Y,1.0,4.1,48,OPERATIONAL,,"2234 1st Ave., New York, NY 10029",40.7950922,-73.9358749,1079379,0.0
Patsy's Pizzeria,ChIJvXfkSP31wokRJ1Lqb0Nk7qQ,1.0,4.5,3072,OPERATIONAL,,"2287 1st Ave., New York, NY 10035",40.7971238,-73.9348074,1079359,0.0
Oceloti Diner,ChIJ3WGJff31wokRdD6E8mbT1Lw,,3.0,2,OPERATIONAL,,"2247 1st Ave., New York, NY 10029",40.7957012,-73.93586789999999,1052912,0.0
Polash,ChIJdT6sXgj2wokR8OZiKQUJN54,2.0,4.3,233,OPERATIONAL,,"2321 1st Ave., New York, NY 10035",40.7978781,-73.9343059,1054720,0.0
MAKANA,ChIJu1fmff31wokR7BSBUoNKOQo,2.0,4.0,215,OPERATIONAL,,"2245 1st Ave., New York, NY 10029",40.7956562,-73.935901,1052911,0.0
Hot Jalapeno Mexican Restaurant,ChIJxfFyLQb2wokRmjl2FFt6w9o,1.0,4.2,523,OPERATIONAL,,"219 E 116th St, New York, NY 10029",40.7977038,-73.9390416,1052570,0.0
El Kallejon,ChIJKUnbfQj2wokRUvzwYGqTBQI,2.0,4.6,365,OPERATIONAL,,"209 E 117th St, New York, NY 10035",40.798511,-73.93883300000002,1052613,0.0
Crown Fried Chicken,ChIJdwkNxOL1wokRRYY-OZ47a7U,1.0,3.5,39,OPERATIONAL,,"2333 1st Ave., New York, NY 10035",40.7984572,-73.9339198,1054757,0.0
Peacock Gourmet,ChIJq6oOZ_31wokR0gbng1Op30Y,,5.0,19,OPERATIONAL,,"2265 1st Ave., New York, NY 10035",40.7963836,-73.935454,1052961,0.0
Pleasant Food,ChIJawB45vz1wokRGxhxJpcJ_Bo,1.0,3.8,8,OPERATIONAL,,"491 E 117th St, New York, NY 10035",40.7957548,-73.9324379,1053170,1.0733545657113692
Quesadillas Doña Maty,ChIJxQXrNAb2wokRgBi9an34ai4,1.0,4.2,483,OPERATIONAL,,"228 E 116th St, New York, NY 10029",40.7973294,-73.93895719999999,1052543,0.0
BURGER & GYRO,ChIJV7FcfAD3wokRNHD4DLhgo1o,,5.0,3,OPERATIONAL,,"2239 1st Ave. St, New York, NY 10029",40.7955021,-73.93601439999999,1052910,9.637415507313795
Cascalote,ChIJ7yuPRgH2wokRsNJqsaAqjU4,2.0,4.6,337,OPERATIONAL,,"2126 2nd Ave, New York, NY 10029",40.7927007,-73.9406746,1052827,0.0
Pipo's,ChIJ4QcXkwj2wokRdSgql6w1N9E,2.0,4.4,354,OPERATIONAL,,"166 E 118th St #3, New York, NY 10035",40.7994622,-73.93980599999999,1052355,0.0
Las Delicias Mexicanas,ChIJ085jPgb2wokRws4N0D1KUo8,2.0,4.1,482,OPERATIONAL,,"2109 3rd Ave, New York, NY 10029",40.7974,-73.9401922,1052516,0.0
Monte Carlo Diner,ChIJ1aB39kP3wokR_fn21feDKzM,2.0,4.3,133,OPERATIONAL,,"2162 2nd Ave, New York, NY 10029",40.7938052,-73.9398174,1052866,0.0
Thai Super,ChIJC9il43H3wokRa320O-rfaQ0,2.0,4.3,90,OPERATIONAL,,"166 E 118th St, New York, NY 10035",40.7994083,-73.9396799,1052354,0.0
Cazuela Mexicana,ChIJd8DApo33wokRyfnmYx5uAFk,,4.8,19,OPERATIONAL,,"207 E 117th St, New York, NY 10035",40.79849850000001,-73.9389544,1052636,0.0
Milano Pizza Shop,ChIJ8dFzuAf2wokRuX_Ly_NBc4A,1.0,4.5,492,OPERATIONAL,,"2255 2nd Ave, New York, NY 10029",40.796833,-73.93813089999999,1052538,0.0
Ricardo Steakhouse,ChIJNT3RSgH2wokR2ZqvHjeklRk,2.0,4.5,3744,OPERATIONAL,,"2145 2nd Ave, New York, NY 10029",40.7934916,-73.9405795,1052468,9.625367130518915
La Chula,ChIJvdifqwj2wokR8zTCwfzeazo,1.0,4.4,750,OPERATIONAL,,"137 E 116th St, New York, NY 10029",40.798828,-73.9416535,1052287,0.0
CakeBurgers,ChIJX06gDeL1wokRKU9WovsbM-s,1.0,4.9,164,OPERATIONAL,,"400 E 120th St, New York, NY 10035",40.798337,-73.9332237,1054880,0.0
Sky Dragon,ChIJ3cO1_bj3wokRutzdmuQwi_o,1.0,4.2,38,OPERATIONAL,,"2135 2nd Ave, New York, NY 10029",40.79313459999999,-73.94084339999999,1052443,0.0
Wendy's,ChIJe4UnOwb2wokResyMJYvv5mc,1.0,3.8,2016,OPERATIONAL,,"2121 3rd Ave, New York, NY 10029",40.797685,-73.9399423,1076374,0.0
SOL MAYA RESTAURANT,ChIJydlpH173wokR0b9vH7aPF8g,,4.3,124,OPERATIONAL,,"2061 2nd Ave, New York, NY 10029",40.7905818,-73.94273620000001,1052420,0.0
Meli taqueria restaurant,ChIJu0FvLLP3wokRHjiRIHRqgc8,2.0,4.4,18,OPERATIONAL,,"184 E 116th St, New York, NY 10029",40.7979818,-73.9405536,1052254,0.0
Wing Gong I Kitchen,ChIJkfiCAwH2wokRN7aUOuIeCLA,1.0,4.2,21,OPERATIONAL,,"2109 1st Ave. #108, New York, NY 10029",40.7913164,-73.9390631,1052808,0.0
El Nuevo Caridad,ChIJx2a7xwf2wokRUP1l79z4rnQ,2.0,4.1,999,OPERATIONAL,,"2257 2nd Ave, New York, NY 10029",40.7969362,-73.9381329,1080716,0.0
Bossman La.TK Browns Soulfood,ChIJF691qdn3wokRZxCio8gxdBo,,4.4,25,OPERATIONAL,,"2132 2nd Ave, New York, NY 10029",40.7929547,-73.94048099999999,1087305,0.0
Chiles Grill,ChIJJXBaKAb2wokRTuktZu-P2Cc,,3.7,3,OPERATIONAL,,"2131 3rd Ave, New York, NY 10035",40.798183,-73.9395856,1052567,9.236581212056059
Five Star,ChIJLbkQ6AH2wokRbA7MAjT8p7I,2.0,3.9,84,OPERATIONAL,,"2039 1st Ave., New York, NY 10029",40.7892612,-73.9405602,1052761,0.0
Cassava House,ChIJ-zUFav31wokRd-eoytvk3t0,1.0,4.5,206,OPERATIONAL,,"2270 1st Ave., New York, NY 10035",40.7963551,-73.93483979999999,1053097,0.0
La Nostra Pizzeria,ChIJd1UoNAH2wokRkQ7Bl9Q5lgE,1.0,4.5,363,OPERATIONAL,,"2146 2nd Ave #3207, New York, NY 10029",40.793245,-73.94023299999999,1052857,0.0
Evelyn's Kitchen,ChIJGf1ZyuL1wokR95JFw4nWdq8,2.0,4.5,132,OPERATIONAL,,"storefront, 2317 1st Ave., New York, NY 10035",40.7977508,-73.934372,1054718,0.0
Il Gnocchi,ChIJKZ5m-AX2wokRfnsbaqD9sjU,2.0,4.1,75,OPERATIONAL,,"118 E 116th St, New York, NY 10029",40.79877940000001,-73.9423612,1052267,0.4427275514445313
Terrific Wings Tacos & Things,ChIJ___b6Qj2wokR-_dhFPfcKac,1.0,4.0,139,OPERATIONAL,,"2131 3rd Ave, New York, NY 10035",40.7981989,-73.9396197,1052567,9.771600643058079
Chipotle Mexican Grill,ChIJR_TsOMj3wokRJTT-TLQ8j2k,1.0,3.7,89,OPERATIONAL,,"165-167 E 116th St, New York, NY 10029",40.7985705,-73.94073209999999,1052326,0.0
Red Star,ChIJFRTtWQ_2wokRmU3cQ-OUji4,1.0,4.3,138,OPERATIONAL,,"112 E 116th St, New York, NY 10029",40.79877949999999,-73.94266670000002,1052270,0.0
Catrina Mexicana Restaurant,ChIJt7v0WgD3wokRflcZ5TWvK-0,,5.0,13,OPERATIONAL,,"163 E 116th St, New York, NY 10029",40.7986049,-73.940814,1052294,0.0
La Amistad,ChIJ68XkLQL2wokROs2Lx11HVFE,1.0,4.4,156,OPERATIONAL,,"2067 2nd Ave, New York, NY 10029",40.7911227,-73.9423805,1084321,0.0
Bar Gitano,ChIJsxXUX5pbwokRw6e-exRU1rI,,5.0,1,OPERATIONAL,,"125 Carder Rd, New York, NY 10004",40.6915258,-74.0139774,1086418,0.0
DIG,ChIJT2cXMBZawokRBLbx2AApRas,1.0,4.3,552,OPERATIONAL,,"80 Pine St, New York, NY 10005",40.7060908,-74.00729319999999,1000880,0.0
Pizza Yard,ChIJSSBSSvNbwokRXvysJKg3OUc,,4.3,43,OPERATIONAL,,"403 Comfort Rd, New York, NY 10004",40.689159,-74.01696919999999,1086358,0.0
O'Hara's Restaurant and Pub,ChIJueUCrBBawokRiw9LMJFm0_o,2.0,4.6,4718,OPERATIONAL,,"120 Cedar St, New York, NY 10006",40.7095008,-74.0126642,1001038,0.0
Fauzia’s,ChIJwcgcr1NbwokRjYj5m_3d49M,,5.0,2,OPERATIONAL,,"400 Clayton Rd, New York, NY 10004",40.6901622,-74.0190488,1086341,0.0
Taco Vista,ChIJKahryNBbwokRpBWpiIyo1c0,,4.2,127,OPERATIONAL,,"140 Carder Rd, New York, NY 10004",40.692832,-74.0147059,1086419,0.0
Trinity Place,ChIJ4_AAQhdawokRzbYlVLyzKlk,2.0,4.4,1332,OPERATIONAL,,"115 Broadway, New York, NY 10006",40.708882,-74.01143259999999,1001030,0.0
Toro Loco,ChIJo0TTCBRawokRQvOtU2qXlTE,2.0,4.3,1098,OPERATIONAL,,"15 Stone St, New York, NY 10004",40.7041454,-74.0121029,1000040,0.0
Joseph's Restaurant,ChIJST0cgRZawokRNvJv5mhG57E,3.0,4.5,294,OPERATIONAL,,"3 Hanover Square, New York, NY 10004",40.7048499,-74.0095927,1000831,0.0
Schilling Restaurant & Bar,ChIJZXs66hBawokRizEXnDJplPw,3.0,4.4,509,OPERATIONAL,,"109 Washington St, New York, NY 10006",40.7085845,-74.01401659999999,1001047,0.0
Aahar,ChIJrdvdxhhawokRm1JoSRzX0so,2.0,4.3,1137,OPERATIONAL,,"60 Pearl St, New York, NY 10004",40.70344770000001,-74.011158,1000013,0.0
Tacombi,ChIJCxsgff1bwokRt-khy5Okqpg,2.0,4.4,818,OPERATIONAL,,"74 Broad St, New York, NY 10004",40.70468779999999,-74.01166719999999,1000037,0.0
Inatteso Pizzabar,ChIJb1ng8xFawokRLcG2ng6A3Uk,2.0,4.4,578,OPERATIONAL,,"28 Little W St, New York, NY 10004",40.7060556,-74.0172087,1087238,0.0
Liggett Terrace Food Court,ChIJUVtjzXpawokRrWFyjBEj51o,,3.8,108,OPERATIONAL,,"Liggett Terrace, 517 Clayton Rd, New York, NY 10004",40.6893382,-74.01810069999999,1086341,0.0
Wendy's,ChIJS80YXRNawokRMq8so2pu6zc,1.0,3.3,267,OPERATIONAL,,"4 South St #202, New York, NY 10004",40.7011111,-74.0130556,1085792,0.0
El Toro mexican grill,ChIJyYO7tBZawokR3caVYcwcX5w,2.0,4.4,305,OPERATIONAL,,"69 New St, New York, NY 10004",40.7056646,-74.0123895,1078979,0.0
Little Eva's Beer Garden and Grill,ChIJ9xI6zXpawokRGbCNDrX1qek,2.0,3.6,47,OPERATIONAL,,"Governor's Island, Governors Is, Manhattan, NY 10004",40.6891809,-74.01826009999999,1086341,5.189125873552066
Terrace Fish & Chips,ChIJD5fYOhRawokRWgho3XierzE,2.0,4.0,198,OPERATIONAL,,"77 Pearl St, New York, NY 10004",40.70402980000001,-74.01048,1000836,0.0
Cowgirl SeaHorse,ChIJ24YpVTtawokRsFPSkHjTWoA,2.0,4.3,1263,OPERATIONAL,,"259 Front St, New York, NY 10038",40.7082332,-74.0005406,1079138,0.0
Crown Shy,ChIJ__9LNBZawokREnkOiVx7ydc,3.0,4.5,1207,OPERATIONAL,,"70 Pine Street Ground Floor, New York, NY 10005",40.7065047,-74.00777149999999,1001007,0.0
Battery Gardens,ChIJTc4_WBJawokRzxgAciUDTwQ,3.0,4.1,339,OPERATIONAL,,"1 Battery Pl, New York, NY 10004",40.7015278,-74.01509999999999,1088311,0.0
