name,place_id,price_level,rating,user_ratings_total,business_status,adr_address,formatted_address,lat,lng,bin,distance
Som Bo,ChIJfQgOo75ZwokRFK_w2n2spEM,1.0,4.4,464,OPERATIONAL,,"143 8th Ave, New York, NY 10011",40.7418511,-74.00123119999999,1013076,0.0
MAR,ChIJY7XKRFBZwokRd_D5zcEVGNo,,4.5,35,OPERATIONAL,,"10 Hudson Yards, 347 10th Ave, New York, NY 10001",40.7527844,-74.00142009999999,1089323,0.0
ploo Taqueria,ChIJM3stA2ZZwokR_xhHrZA4DbU,1.0,4.7,50,OPERATIONAL,,"601 W 26th St, New York, NY 10001",40.7516571,-74.0071579,1012268,0.0
P.J. Clarke's,ChIJu4DTYeRYwokRHjDHAffrjeY,2.0,4.5,3003,OPERATIONAL,,"915 3rd Ave, New York, NY 10022",40.7589726,-73.9681925,1085955,0.0
The Smith,ChIJzd_ZRgJZwokRnzXTa1YVpko,2.0,4.4,5068,OPERATIONAL,,"956 2nd Ave, New York, NY 10022",40.7552289,-73.96805599999999,1039628,0.5182775396572941
Palace,ChIJh9_xIeVYwokR2kL092Nb3r4,2.0,4.1,572,OPERATIONAL,,"122 E 57th St, New York, NY 10022",40.76101329999999,-73.9697803,1036902,0.0
Little Thai Kitchen,ChIJjToVneNYwokRrINeb9xEANc,2.0,4.3,326,OPERATIONAL,,"243 E 53rd St, New York, NY 10022",40.75723360000001,-73.96769420000001,1038557,0.0
DIG,ChIJVbnZJfpYwokR-iUHHlvqnEk,1.0,4.3,384,OPERATIONAL,,"150 E 52nd St, New York, NY 10022",40.7572285,-73.9707207,1036463,0.0
Allora,ChIJ_at7Qv1YwokRC_2gQgNLvu8,3.0,4.3,535,OPERATIONAL,,"145 E 47th St, New York, NY 10017",40.7544191,-73.9726561,1089688,0.0
FIG & OLIVE,ChIJZbgM8_tYwokRFnNjm92tco0,3.0,4.3,1661,OPERATIONAL,,"10 E 52nd St, New York, NY 10022",40.7594001,-73.97558269999999,1035481,9.51440746904228
San Pietro,ChIJA-IwpvtYwokRgeNv-rFho2U,3.0,4.3,189,OPERATIONAL,,"18 E 54th St, New York, NY 10022",40.76048340000001,-73.9744425,1035727,0.0
DIG,ChIJBS29LGlZwokRQViQDEIv3xc,1.0,4.4,210,OPERATIONAL,,"709 Lexington Ave, New York, NY 10022",40.7611236,-73.9687119,1036923,0.0
Souvlaki GR Kouzina,ChIJh3kafJ9ZwokR1q8uOKxUdeM,2.0,4.5,338,OPERATIONAL,,"231 E 53rd St, New York, NY 10022",40.7572585,-73.9680717,1038553,0.0
Barolo East,ChIJLReM8yNZwokRxpaJtgdHe44,,4.6,437,OPERATIONAL,,"214 E 49th St, New York, NY 10017",40.754773,-73.970714,1038031,7.649767186509783
Spice Symphony,ChIJR1cYdAhZwokRvUA0rSAV9rY,2.0,4.4,1653,OPERATIONAL,,"150 E 50th St, New York, NY 10022",40.75590529999999,-73.9715702,1036447,0.0
Bistango,ChIJr2lx0_xYwokR8TKjMpDfSKI,2.0,4.4,519,OPERATIONAL,,"between Lexington and, 145 East 50th Street, 3rd Ave, New York, NY 10022",40.7563583,-73.9713636,1036454,0.0
La Grenouille,ChIJY6LmkvtYwokRF9f8cvuztK4,4.0,4.4,613,OPERATIONAL,,"3 E 52nd St, New York, NY 10022",40.75965900000001,-73.975597,1035708,0.0
Mimi's Restaurant and Piano Bar,ChIJucrMu-NYwokRzSk_xQa9Ck4,2.0,4.1,786,OPERATIONAL,,"984 2nd Ave, New York, NY 10022",40.756156,-73.9674002,1039779,5.3910142783111175
OBAO Midtown East,ChIJkxGUduNYwokRrF3t9mR7a9U,2.0,4.6,1839,OPERATIONAL,,"222 E 53rd St, New York, NY 10022",40.7571491,-73.96854809999999,1038541,8.543582345075869
Atomic Wings 2nd ave,ChIJc_89ieJYwokRYlEu9PkNOnU,1.0,3.9,303,OPERATIONAL,,"980 2nd Ave, New York, NY 10022",40.7558421,-73.9674197,1039671,0.0
Grand Sichuan Eastern,ChIJEwqTD-RYwokR9HdUcq_lZ5Q,2.0,4.0,226,OPERATIONAL,,"1049 2nd Ave, New York, NY 10022",40.758274,-73.9662788,1038589,9.637565559710719
Socarrat Paella Bar - Midtown East,ChIJUfnx_uJYwokRgDmbCNlTEcw,2.0,4.2,904,OPERATIONAL,,"953 2nd Ave, New York, NY 10022",40.75529,-73.96846,1038442,0.0
Il Gattopardo,ChIJlbtXLfpYwokR7uNWBCLt7hI,4.0,4.5,669,OPERATIONAL,,"13-15 W 54th St, New York, NY 10019",40.761674,-73.97637069999999,1034795,0.0
Wollensky's Grill,ChIJSRfEz-JYwokRJPv5jzaGA0k,4.0,4.4,611,OPERATIONAL,,"201 E 49th St, New York, NY 10022",40.755156,-73.9707177,1038223,0.0
"Four Twenty Five, a Jean-Georges Restaurant",ChIJjybX-nVZwokRbnwwPvjMw4o,,4.7,40,OPERATIONAL,,"425 Park Ave, New York, NY 10022",40.7605251,-73.9712296,1036505,0.0
Ali Baba Mediterranean & Turkish Cuisine,ChIJH-lf63pZwokRtkVYiVCsWBc,2.0,4.6,344,OPERATIONAL,,"224 E 53rd St, New York, NY 10022",40.757136,-73.968488,1038541,0.0
Glaze Teriyaki,ChIJNzWjueRYwokRpmU-g6zS7Bs,2.0,4.1,279,OPERATIONAL,,"643 Lexington Ave, New York, NY 10022",40.7592527,-73.9701467,1036487,0.0
Himalayan Curry House Restaurant and Bar (Midtown Branch),ChIJbwUoi_FZwokRl48VBignQI8,2.0,4.3,227,OPERATIONAL,,"220 E 53rd St, New York, NY 10022",40.7571816,-73.96862329999999,1038543,0.0
Jerk House Caribbean Restaurant,ChIJ_zzgX_pZwokRWOykKXmbHB4,,4.6,179,OPERATIONAL,,"132 E 56th St, New York, NY 10022",40.7603114,-73.9700904,1036528,0.0
MORNING STAR CAFE,ChIJm_yz_uJYwokRqV8vH8iVeWA,1.0,4.3,1667,OPERATIONAL,,"949 2nd Ave, New York, NY 10022",40.7552279,-73.9686148,1038459,0.0
Little Beet,ChIJV2MvYPxYwokRMArUxVUbS5c,2.0,4.4,295,OPERATIONAL,,"320 Park Ave, New York, NY 10022",40.7577861,-73.97430899999999,1035464,0.0
Darbar Grill,ChIJA05vjeRYwokRqtPQ6YhAnY4,2.0,4.0,1097,OPERATIONAL,,"157 E 55th St, New York, NY 10022",40.759341,-73.968839,1036516,0.0
TacoVision,ChIJXw4mmeNYwokR2_zRI_QWqTg,2.0,4.3,598,OPERATIONAL,,"244 E 53rd St, New York, NY 10022",40.7569163,-73.9678386,1038533,0.0
Taco Bell,ChIJnWdoaRlZwokR_GBQHaOgiDI,1.0,4.2,312,OPERATIONAL,,"707 Lexington Ave, New York, NY 10022",40.7610688,-73.9687881,1036906,0.0
Crab House,ChIJhYEOnLxZwokRFqUFeLdE3Ls,,4.6,2551,OPERATIONAL,,"135 E 55th St, New York, NY 10022",40.7596,-73.9697649,1036514,0.0
Subway,ChIJSUXyuORYwokRoGe1MRbzfJc,1.0,3.4,151,OPERATIONAL,,"692 Lexington Ave, New York, NY 10022",40.7608496,-73.96958359999999,1036890,0.0
Serafina Italian Restaurant Osteria,ChIJKZfDrfpYwokRnFm_JcmhAaY,2.0,4.2,435,OPERATIONAL,,"38 E 58th St, New York, NY 10022",40.7627039,-73.9716691,1081156,0.0
Mike's Bistro,ChIJfYqvteRYwokR1I0wCpXMG8Y,4.0,4.7,940,OPERATIONAL,,"127 E 54th St, New York, NY 10022",40.7594553,-73.9710257,1036480,0.0
Osteria La Baia,ChIJo9FTvDBZwokRFAZ0i4jbLuk,2.0,4.5,321,OPERATIONAL,,"129 W 52nd St, New York, NY 10019",40.7618832,-73.9806749,1023161,0.0
La Bonne Soupe,ChIJp54kJfpYwokRm45V0KSo_2g,2.0,4.4,1443,OPERATIONAL,,"48 W 55th St, New York, NY 10019",40.7624179,-73.9769692,1034817,0.0
Dos Toros Taqueria,ChIJ3b48QPlYwokR4XkZRi8BiuM,1.0,4.3,928,OPERATIONAL,,"52 W 52nd St, New York, NY 10019",40.7604933,-73.9781798,1034510,1.8092604954753468
Dos Toros Taqueria,ChIJH9gJfgJZwokR-dxQ1siOu5M,1.0,4.1,885,OPERATIONAL,,"465 Lexington Ave, New York, NY 10164",40.7535995,-73.974274,1036200,6.4016617335336985
Astro,ChIJTcpq6_lYwokR4lHaYlpg-Jk,2.0,4.1,1281,OPERATIONAL,,"1361 6th Ave, New York, NY 10019",40.7632731,-73.97831959999999,1023394,0.0
Scalinatella,ChIJ60pdq-hYwokRAmZ4jR4yc8g,4.0,4.4,392,OPERATIONAL,,"201 E 61st St, New York, NY 10065",40.7628185,-73.9654151,1043779,0.0
Il Mulino New York - Uptown,ChIJD9t97u9YwokRZaau3ogrAJg,4.0,4.3,423,OPERATIONAL,,"37 E 60th St, New York, NY 10065",40.7641024,-73.9702399,1040803,0.0
Mala Kitchen 安逸成都47街店,ChIJ8a20X6dZwokRfjZjyuIqWTA,2.0,4.7,795,OPERATIONAL,,"7 E 47th St, New York, NY 10016",40.7565702,-73.97774580000001,1035412,8.434640528589153
Canaletto,ChIJy4A-4-VYwokRP-V4iFbLAoM,3.0,4.5,162,OPERATIONAL,,"208 E 60th St, New York, NY 10022",40.7617884,-73.9656771,1043355,4.6710853479898615
Armani/Ristorante,ChIJeSZBWPpYwokR8YKIpFMSEd0,4.0,4.5,393,OPERATIONAL,,"717 5th Ave, New York, NY 10022",40.76212049999999,-73.9742749,1035776,1.3020443583971164
The Lunch Box,ChIJE7B5zG1ZwokR85loO7ZJY6o,1.0,4.9,219,OPERATIONAL,,"3 E 53rd St, New York, NY 10022",40.760215,-73.9750602,1035739,0.0
Connolly's,ChIJW5xpb_1YwokR_ioNQo7Ot4c,2.0,4.3,1550,OPERATIONAL,,"14 E 47th St, New York, NY 10017",40.7561866,-73.9776873,1035406,0.0
Perrine,ChIJnwbZLoFZwokRyuCuQpF7F4k,3.0,4.3,187,OPERATIONAL,,"2 E 61st St, New York, NY 10065",40.7650294,-73.971668,1040809,0.0
Chazz Palminteri Italian Restaurant,ChIJGSQEnuJYwokRTcsuPJjna7A,3.0,4.5,971,OPERATIONAL,,"30 W 46th St, New York, NY 10036",40.7564645,-73.980563,1088772,0.0
Hatsuhana,ChIJw47zKvxYwokRgD1Zt5Licyo,3.0,4.5,1210,OPERATIONAL,,"17 E 48th St, New York, NY 10017",40.75701600000001,-73.9769152,1035435,0.0
The Dawson Restaurant & Bar,ChIJk6hptv9YwokRyFgU6ePgPqI,,4.6,196,OPERATIONAL,,"23 W 45th St, New York, NY 10036",40.756083,-73.9805131,1034246,0.0
wagamama,ChIJucC69nVZwokRmziSfSAfhFA,2.0,4.3,713,OPERATIONAL,,"100 W 55th St, New York, NY 10019",40.7631438,-73.9788554,1083719,0.0
Benoit New York,ChIJ397qiflYwokRx2AOUyRXMMo,3.0,4.4,979,OPERATIONAL,,"60 W 55th St, New York, NY 10019",40.762523,-73.977277,1034814,0.0
Carmine's,ChIJR9So-lRYwokRX1xEjA0rChA,2.0,4.5,15735,OPERATIONAL,,"200 W 44th St, New York, NY 10036",40.757498,-73.986654,1024706,0.0
Friedman's Herald Square,ChIJUQz7Iq9ZwokR9GUmlcrIeGs,2.0,4.4,3555,OPERATIONAL,,"132 W 31st St, New York, NY 10001",40.748267,-73.990714,1015171,0.0
Trattoria Bianca,ChIJGwGp6q1ZwokRZAEGF2dtd9c,2.0,4.1,600,OPERATIONAL,,"481 8th Ave, New York, NY 10001",40.7528392,-73.9932589,1013561,0.0
Bread & Butter,ChIJRZJpYahZwokREPSRleELmCs,1.0,4.0,1874,OPERATIONAL,,"303 5th Ave, New York, NY 10016",40.7466222,-73.98566389999999,1016981,0.0
L'Amico,ChIJqyVsRq9ZwokRukmFQg8jzvg,2.0,4.2,1462,OPERATIONAL,,"849 6th Ave, New York, NY 10001",40.7472285,-73.98988469999999,1015146,0.0
Tacombi,ChIJTQeoA6lZwokRpXP-fGPn4oU,2.0,4.4,1798,OPERATIONAL,,"23 W 33rd St, New York, NY 10001",40.7484404,-73.9861861,1015862,0.0
Arno,ChIJV0bfnqtZwokRo0b29CRqsS8,3.0,4.4,723,OPERATIONAL,,"141 W 38th St, New York, NY 10018",40.75331250000001,-73.9879785,1015264,0.0
Capizzi,ChIJURgSuVJYwokRyUTyhXB9K4c,2.0,4.5,1892,OPERATIONAL,,"547 9th Ave, New York, NY 10018",40.7574821,-73.99364469999999,1083736,0.0
IL Punto,ChIJw1QgWK1ZwokRnOR94NZ1i8w,3.0,4.6,939,OPERATIONAL,,"507 9th Ave, New York, NY 10018",40.756175,-73.9946239,1012986,0.0
Wok to Walk,ChIJs7Yp5KxZwokRtYWV0d3PENo,1.0,4.1,1187,OPERATIONAL,,"570 8th Ave, New York, NY 10018",40.7547222,-73.99138889999999,1014470,0.0
Shake Shack Herald Square,ChIJP-1S5KtZwokRM2NwZm2b3ec,2.0,4.5,10118,OPERATIONAL,,"1333 Broadway, New York, NY 10018",40.7514265,-73.98794029999999,1015226,0.0
Main Noodle House,ChIJU1cPR2FZwokR9w8VUXER1gc,2.0,4.4,680,OPERATIONAL,,"1011 6th Ave, New York, NY 10018",40.7521738,-73.9864314,1015257,6.944501090408878
Longo Bros,ChIJUydFkqJZwokRwHZAzSOqcQ4,2.0,4.4,388,OPERATIONAL,,"474 9th Ave, New York, NY 10018",40.7548933,-73.9949958,1013611,8.261698333853348
Izakaya MEW,ChIJh_4leqlZwokRJxjh98xRrd4,2.0,4.5,2780,OPERATIONAL,,"53 W 35th St, New York, NY 10001",40.7501561,-73.98625419999999,1085001,0.0
L’Adresse NoMad,ChIJK7XWBaZZwokRbS6fwX6Otto,,4.5,136,OPERATIONAL,,"1184 Broadway, New York, NY 10001",40.74550869999999,-73.9884895,1015725,0.0
BSTRO 38,ChIJZS10QapZwokRbWwMM2YAMmM,2.0,4.4,1242,OPERATIONAL,,"58 W 38th St, New York, NY 10018",40.751786,-73.985247,1015983,0.0
Bonchon 38th St,ChIJv_ShgaxZwokRatzSt5XG3PU,2.0,4.2,1322,OPERATIONAL,,"207 W 38th St, New York, NY 10018",40.7538387,-73.9891166,1014480,0.0
Burger World,ChIJqRlVtFJYwokRxEWs_qn7F3w,1.0,4.5,796,OPERATIONAL,,"534 9th Ave, New York, NY 10018",40.75676,-73.9934938,1013699,0.0
Sei Less,ChIJC_y1g6tZwokR5HzqjKOPL3M,,4.6,1524,OPERATIONAL,,"156 W 38th St, New York, NY 10018",40.7532237,-73.9884189,1015263,0.0
Chi Restaurant & Bar,ChIJYYpwNA5ZwokRYImQw6JRNfI,2.0,4.7,370,OPERATIONAL,,"492 9th Ave, New York, NY 10018",40.7554594,-73.9944725,1083606,8.884973246122962
Le Zie,ChIJw5ZDfLtZwokRIq-gubtn53c,2.0,4.4,465,OPERATIONAL,,"172 7th Ave between 20th, W 21st St, New York, NY 10011",40.7424925,-73.9970491,1014034,0.0
Debajo,ChIJoxar_y9ZwokRIM6a4HXsuo4,,4.5,134,OPERATIONAL,,"44 W 29th St, New York, NY 10001",40.7461967,-73.9894995,1090747,0.0
Luv Pizza,ChIJ2zMetwFZwokRKL3KbNSHwNc,1.0,4.3,233,OPERATIONAL,,"485 7th Ave, New York, NY 10018",40.7523238,-73.9892929,1015235,0.0
Anytime Kitchen,ChIJdzf8kEZZwokRXtSOY0-Kwaw,2.0,4.6,1619,OPERATIONAL,,"23 W 32nd St 3rd floor, New York, NY 10001",40.7477749,-73.9867579,1015848,1.6750705826719523
Woorijip,ChIJzfG-8ahZwokR5FLB4KmxBXI,1.0,4.5,2493,OPERATIONAL,,"12 W 32nd St, New York, NY 10001",40.74735099999999,-73.9865166,1015825,7.724301944333918
Lasagna Restaurant,ChIJi4uc77tZwokRH1Y_5xBh1cA,2.0,4.2,798,OPERATIONAL,,"196 8th Ave Corner, W 20th St of, New York, NY 10011",40.7432474,-73.9996989,1014005,0.0
Haymaker Bar and Kitchen,ChIJ8bLkJLBZwokRYVmAyFdpJIc,2.0,4.4,839,OPERATIONAL,,"252 W 29th St, New York, NY 10001",40.7486694,-73.99530759999999,1014271,0.0
The Best Sichuan,ChIJSzY_qqtZwokRiLyLL2_upv0,2.0,4.3,736,OPERATIONAL,,"47 W 39th St, New York, NY 10018",40.7527574,-73.9845295,1016037,0.0
Local Bazár,ChIJ60c5xqVZwokRv6aAYl8hT6s,2.0,4.3,840,OPERATIONAL,,"31 W 26th St, New York, NY 10010",40.7444336,-73.9900996,1015636,9.016532256123577
The Wilson,ChIJO1mw5VlZwokR4wF8LFqcQLw,2.0,4.3,572,OPERATIONAL,,"132 W 27th St, New York, NY 10001",40.7460204,-73.9927905,1015052,0.39002357838732454
DK Restaurant NYC,ChIJ7cFMaqxZwokRiwwuIFN8pbA,3.0,4.3,523,OPERATIONAL,,"207 W 36th St., New York, NY 10001",40.7526884,-73.9905028,1014445,9.363270678664655
PENN SUSHI,ChIJiag-Wq5ZwokRKbHt6z_uJx0,2.0,4.4,52,OPERATIONAL,,"2 Pennsylvania Plaza, New York, NY 10121",40.7498258,-73.9921682,1083026,0.0
Five Guys,ChIJHRQr8a1ZwokR0ZUDrOkxKgU,2.0,4.2,1872,OPERATIONAL,,"316 W 34th St., New York, NY 10001",40.75253,-73.9947352,1013552,0.0
Salt & Pepper,ChIJdSmjwK5ZwokRNCLrd6C3gJ0,1.0,3.8,619,OPERATIONAL,,"139 W 33rd St, New York, NY 10001",40.750014,-73.99006609999999,1015196,0.0
Loopy's Eatery,ChIJHy30AiW0t4kRn50ZBb8bGQA,2.0,4.9,195,OPERATIONAL,,"156 W 29th St, New York, NY 10001",40.7473849,-73.9923965,1015133,0.0
Subway,ChIJcXhciqhZwokRzD850PRwzXs,1.0,3.7,195,OPERATIONAL,,"367 W 34th St., New York, NY 10001",40.7533851,-73.9958311,1013556,0.0
Taco Bell Cantina,ChIJH1-Y3Z1ZwokR3iwpsSQB6AA,1.0,4.0,2282,OPERATIONAL,,"500 8th Ave, New York, NY 10018",40.7529449,-73.99268339999999,1014421,0.0
Chick-fil-A,ChIJSTtsJL5ZwokRTky3HZ0--pE,1.0,4.5,354,OPERATIONAL,,"219 W 34th St., New York, NY 10001",40.751536,-73.9914699,1086701,0.0
Emperor Dumpling,ChIJSa42lf9ZwokRINYCJrd1XeU,2.0,4.7,574,OPERATIONAL,,"818-820 6th Ave, New York, NY 10001",40.7461489,-73.9902178,1015710,0.0
sweetgreen,ChIJqfjlvKtZwokRjV2vOk_hyEE,2.0,4.0,222,OPERATIONAL,,"1384 Broadway, New York, NY 10018",40.7526131,-73.98715109999999,1015261,0.0
Wolfgang's Steakhouse - Broadway NYC,ChIJea1c7KtZwokRmWaW9zGgfZI,,4.5,585,OPERATIONAL,,"1359 Broadway, New York, NY 10018",40.7518307,-73.98788019999999,1015240,0.0
Sbarro,ChIJmymFlK5ZwokRa6xjH2fPP4s,1.0,3.6,866,OPERATIONAL,,"159 W 33rd St, New York, NY 10120",40.7504024,-73.990737,1015193,0.0
Shanghai Mong,ChIJsRRm3qhZwokRQDPFy0HJx7s,2.0,3.5,897,OPERATIONAL,,"30 W 32nd St, New York, NY 10001",40.7477408,-73.9870839,1015830,3.2515706495249685
The Press Club Grill,ChIJAzeo8P5ZwokRCIoq0Oam_24,,4.4,149,OPERATIONAL,,"1262 Broadway, New York, NY 10001",40.7484883,-73.9879783,1083630,0.0
Ai Ki Ya Japanese Restaurant,ChIJl9eh9YtZwokRVPvc9cknpNY,2.0,4.3,349,OPERATIONAL,,"41 W 33rd St 1st floor, New York, NY 10001",40.7488071,-73.9869958,1015861,7.9720416810200065
Turntable Chicken Jazz,ChIJWWFYX6hZwokRiVPlneRsibg,2.0,4.3,2036,OPERATIONAL,,"20 W 33rd St, New York, NY 10001",40.7481598,-73.9864242,1083633,0.0
Nick + Stef’s Steakhouse,ChIJ25nNcq5ZwokRRLkSWz8jL3U,3.0,4.2,467,OPERATIONAL,,"9 Pennsylvania Plaza, New York, NY 10001",40.7510502,-73.9932346,1082908,0.0
Palace,ChIJh9_xIeVYwokR2kL092Nb3r4,2.0,4.1,572,OPERATIONAL,,"122 E 57th St, New York, NY 10022",40.76101329999999,-73.9697803,1036902,0.0
Bill's Bar & Burger,ChIJnXTBVPlYwokRaH_hnZ7myUc,2.0,4.3,5788,OPERATIONAL,,"16 W 51st St, New York, NY 10019",40.7592896,-73.9775348,1083860,0.0
Serafina Italian Restaurant Osteria,ChIJKZfDrfpYwokRnFm_JcmhAaY,2.0,4.2,435,OPERATIONAL,,"38 E 58th St, New York, NY 10022",40.7627039,-73.9716691,1081156,0.0
DIG,ChIJVbnZJfpYwokR-iUHHlvqnEk,1.0,4.3,384,OPERATIONAL,,"150 E 52nd St, New York, NY 10022",40.7572285,-73.9707207,1036463,0.0
wagamama,ChIJucC69nVZwokRmziSfSAfhFA,2.0,4.3,713,OPERATIONAL,,"100 W 55th St, New York, NY 10019",40.7631438,-73.9788554,1083719,0.0
FIG & OLIVE,ChIJZbgM8_tYwokRFnNjm92tco0,3.0,4.3,1661,OPERATIONAL,,"10 E 52nd St, New York, NY 10022",40.7594001,-73.97558269999999,1035481,9.51440746904228
Il Gattopardo,ChIJlbtXLfpYwokR7uNWBCLt7hI,4.0,4.5,669,OPERATIONAL,,"13-15 W 54th St, New York, NY 10019",40.761674,-73.97637069999999,1034795,0.0
San Pietro,ChIJA-IwpvtYwokRgeNv-rFho2U,3.0,4.3,189,OPERATIONAL,,"18 E 54th St, New York, NY 10022",40.76048340000001,-73.9744425,1035727,0.0
Astro,ChIJTcpq6_lYwokR4lHaYlpg-Jk,2.0,4.1,1281,OPERATIONAL,,"1361 6th Ave, New York, NY 10019",40.7632731,-73.97831959999999,1023394,0.0
La Bonne Soupe,ChIJp54kJfpYwokRm45V0KSo_2g,2.0,4.4,1443,OPERATIONAL,,"48 W 55th St, New York, NY 10019",40.7624179,-73.9769692,1034817,0.0
Benoit New York,ChIJ397qiflYwokRx2AOUyRXMMo,3.0,4.4,979,OPERATIONAL,,"60 W 55th St, New York, NY 10019",40.762523,-73.977277,1034814,0.0
Benny John's Bar and Grill,ChIJex5A3G1ZwokRNaWBWtxmD3U,3.0,4.6,288,OPERATIONAL,,"8 E 48th St, New York, NY 10017",40.7568655,-73.977411,1035426,0.0
Dos Toros Taqueria,ChIJ3b48QPlYwokR4XkZRi8BiuM,1.0,4.3,928,OPERATIONAL,,"52 W 52nd St, New York, NY 10019",40.7604933,-73.9781798,1034510,1.8092604954753468
Nerai,ChIJUWBUEftYwokR1jyaxo2moVg,3.0,4.5,908,OPERATIONAL,,"55 E 54th St, New York, NY 10022",40.7602436,-73.9730857,1035748,0.0
Spice Symphony,ChIJR1cYdAhZwokRvUA0rSAV9rY,2.0,4.4,1653,OPERATIONAL,,"150 E 50th St, New York, NY 10022",40.75590529999999,-73.9715702,1036447,0.0
Bistango,ChIJr2lx0_xYwokR8TKjMpDfSKI,2.0,4.4,519,OPERATIONAL,,"between Lexington and, 145 East 50th Street, 3rd Ave, New York, NY 10022",40.7563583,-73.9713636,1036454,0.0
La Grande Boucherie,ChIJ58OtM8pZwokRbd6DT6gcVys,2.0,4.5,4411,OPERATIONAL,,"145 W 53rd St, New York, NY 10019",40.7626274,-73.98084109999999,1076175,0.0
Osteria La Baia,ChIJo9FTvDBZwokRFAZ0i4jbLuk,2.0,4.5,321,OPERATIONAL,,"129 W 52nd St, New York, NY 10019",40.7618832,-73.9806749,1023161,0.0
Pazza Notte,ChIJI7Mh7_lYwokRp1SvA9CukoE,2.0,4.4,2617,OPERATIONAL,,"1375 6th Ave, New York, NY 10019",40.7634758,-73.9780919,1023394,0.0
The Smith,ChIJzd_ZRgJZwokRnzXTa1YVpko,2.0,4.4,5068,OPERATIONAL,,"956 2nd Ave, New York, NY 10022",40.7552289,-73.96805599999999,1039628,0.5182775396572941
Il Mulino New York - Uptown,ChIJD9t97u9YwokRZaau3ogrAJg,4.0,4.3,423,OPERATIONAL,,"37 E 60th St, New York, NY 10065",40.7641024,-73.9702399,1040803,0.0
Mala Kitchen 安逸成都47街店,ChIJ8a20X6dZwokRfjZjyuIqWTA,2.0,4.7,795,OPERATIONAL,,"7 E 47th St, New York, NY 10016",40.7565702,-73.97774580000001,1035412,8.434640528589153
Serafina Italian Restaurant Broadway,ChIJ05O-HvhYwokRAglJqeW_Mog,2.0,4.1,1828,OPERATIONAL,,"210 W 55th St, New York, NY 10019",40.7644424,-73.9821126,1024858,0.0
estiatorio Milos Midtown,ChIJbRaexvlYwokRYc5RgUjlsIY,4.0,4.5,1945,OPERATIONAL,,"125 W 55th St, New York, NY 10019",40.7635461,-73.9790278,1076176,0.0
Barolo East,ChIJLReM8yNZwokRxpaJtgdHe44,,4.6,437,OPERATIONAL,,"214 E 49th St, New York, NY 10017",40.754773,-73.970714,1038031,7.649767186509783
Connolly's,ChIJAS6GeVVYwokRPfg8xt4nH-I,2.0,4.4,4158,OPERATIONAL,,"121 W 45th St, New York, NY 10036",40.7573681,-73.9835798,1022638,0.0
Little Thai Kitchen,ChIJjToVneNYwokRrINeb9xEANc,2.0,4.3,326,OPERATIONAL,,"243 E 53rd St, New York, NY 10022",40.75723360000001,-73.96769420000001,1038557,0.0
Dos Toros Taqueria,ChIJH9gJfgJZwokR-dxQ1siOu5M,1.0,4.1,885,OPERATIONAL,,"465 Lexington Ave, New York, NY 10164",40.7535995,-73.974274,1036200,6.4016617335336985
Connolly's,ChIJW5xpb_1YwokR_ioNQo7Ot4c,2.0,4.3,1550,OPERATIONAL,,"14 E 47th St, New York, NY 10017",40.7561866,-73.9776873,1035406,0.0
Chazz Palminteri Italian Restaurant,ChIJGSQEnuJYwokRTcsuPJjna7A,3.0,4.5,971,OPERATIONAL,,"30 W 46th St, New York, NY 10036",40.7564645,-73.980563,1088772,0.0
White Olive,ChIJyz10I_pYwokRRQVEszUx7BM,2.0,4.8,460,OPERATIONAL,,"39 W 55th St, New York, NY 10019",40.7625202,-73.9766018,1034821,0.0
Perrine,ChIJnwbZLoFZwokRyuCuQpF7F4k,3.0,4.3,187,OPERATIONAL,,"2 E 61st St, New York, NY 10065",40.7650294,-73.971668,1040809,0.0
Gabriel's Bar & Restaurant,ChIJpXfNHPZYwokRj-5vnEMIYYU,3.0,4.4,480,OPERATIONAL,,"40 Central Park S, New York, NY 10019",40.7651572,-73.9756862,1080443,0.0
Armani/Ristorante,ChIJeSZBWPpYwokR8YKIpFMSEd0,4.0,4.5,393,OPERATIONAL,,"717 5th Ave, New York, NY 10022",40.76212049999999,-73.9742749,1035776,1.3020443583971164
La Grenouille,ChIJY6LmkvtYwokRF9f8cvuztK4,4.0,4.4,613,OPERATIONAL,,"3 E 52nd St, New York, NY 10022",40.75965900000001,-73.975597,1035708,0.0
"Four Twenty Five, a Jean-Georges Restaurant",ChIJjybX-nVZwokRbnwwPvjMw4o,,4.7,40,OPERATIONAL,,"425 Park Ave, New York, NY 10022",40.7605251,-73.9712296,1036505,0.0
Del Frisco's Grille,ChIJ55dWS_lYwokRDVs8xyL3uDo,3.0,4.2,1647,OPERATIONAL,,"50 Rockefeller Plaza, New York, NY 10020",40.75965860000001,-73.9783169,1083859,0.0
Glaze Teriyaki,ChIJNzWjueRYwokRpmU-g6zS7Bs,2.0,4.1,279,OPERATIONAL,,"643 Lexington Ave, New York, NY 10022",40.7592527,-73.9701467,1036487,0.0
Jerk House Caribbean Restaurant,ChIJ_zzgX_pZwokRWOykKXmbHB4,,4.6,179,OPERATIONAL,,"132 E 56th St, New York, NY 10022",40.7603114,-73.9700904,1036528,0.0
Little Beet,ChIJV2MvYPxYwokRMArUxVUbS5c,2.0,4.4,295,OPERATIONAL,,"320 Park Ave, New York, NY 10022",40.7577861,-73.97430899999999,1035464,0.0
