flag_restaurant_one_year,bin,camis,latitude,longitude,open_year,close_year,years_open,food_100,food_400,food_800,food_1000,bus_100,bus_400,bus_1000,train_100,train_400,train_1000,office_area,retail_area,residential_area,street_width_min,street_width_max,posted_speed,dist_station,dist_park,dist_school,office_450,retail_450,residential_450,ridership_morning_mean,ridership_midday_mean,ridership_evening_mean,ridership_night_mean,ridership_late_night_mean,idw_aadt_mean,idw_atvc_mean
1,1026514,41584558,40.7623585,-73.99213414,2018,2020,2,2,258,774,1212,1,5,24,0,0,11,0,2000,7035,32,32,25,1868.428692,50.67224796,780.8675649,72997,119052,1561419,208.5400605,486.8384249,474.2337006,317.0416878,78.32521528,11226.45173,203.471516
0,1011109,50118242,40.73875109,-74.00019486,2022,2022,0,25,192,765,1146,1,2,19,0,6,16,0,4150,27850,52,52,25,821.6798012,461.9024969,1114.951864,72966,150013,1916772,275.4264849,998.5110434,1296.335111,636.2417412,169.6118047,9221.221133,189.6062834
0,1061376,50081113,40.82598907,-73.94703966,2018,2019,1,5,77,138,193,2,11,54,0,3,9,0,1000,10097,30,30,25,755.4905814,774.0805815,286.0102418,177955,34163,713463,462.6841087,541.1348792,358.2046813,123.8486049,70.4254739,14705.83132,174.6842389
1,1077799,41478531,40.72831823,-73.9994588,2019,2021,2,28,282,903,1356,0,6,22,0,0,15,0,5197,21695,24,26,25,1401.367633,184.7254302,1845.887247,99553,314189,1687982,299.0845139,787.354402,996.3576792,802.5665785,231.8887899,6745.639255,195.0354176
1,1083597,41351354,40.74744649,-74.00061354,2017,2019,2,9,88,577,951,0,6,22,0,1,10,645,9711,806961,50,54,25,790.9827232,272.4576135,514.0800809,51524,118734,3799149,215.1368085,449.0683652,496.4648618,215.5049549,43.91332989,9566.825722,190.8471089
1,1002803,50078659,40.72106625,-74.0083985,2019,2021,2,1,112,387,672,0,3,16,0,3,18,52885,9097,72629,30,30,25,733.6248725,664.1576436,748.4860807,2497427,116283,1233177,53.46321115,140.7424041,180.8684511,63.79550012,18.34192585,8703.76512,207.7768405
1,1019483,41414279,40.74897277,-73.9757828,2017,2019,2,16,187,763,1272,0,7,52,0,2,8,483860,10000,0,35,35,25,840.556496,869.8982328,1647.22162,5000032,216271,1412155,1612.47102,2511.525188,3354.000049,999.4065995,221.5999305,11917.75206,192.5698443
0,1064466,50077924,40.85716983,-73.93239923,2018,2019,1,7,26,93,186,0,13,27,0,2,5,0,6000,57103,60,60,25,691.884884,169.7708513,657.4235343,21630,67297,2171233,124.4264485,109.8277897,63.16588213,15.10066262,14.21561834,17153.02009,206.7750414
1,1015037,50043714,40.7452175,-73.99239601,2018,2020,2,24,255,999,1510,0,6,41,0,4,17,0,6000,0,30,34,25,613.7197532,1270.729737,840.9573385,2253421,420898,1934660,125.5002838,319.181324,350.8875084,146.7679405,40.86466748,9275.992423,177.1674106
1,1076178,41014806,40.76461059,-73.98067943,2020,2022,2,16,310,909,1344,0,9,38,1,3,12,20302,5889,50173,32,35,25,51.23293522,952.4639604,1489.108762,4220158,510987,1817158,223.4412097,695.7509194,931.5671545,473.9656142,82.14744697,9214.497739,176.0231531
0,1012064,50070815,40.73753496,-74.00674428,2019,2020,1,7,135,544,769,0,2,14,0,0,9,0,1018,4072,32,32,25,1754.766344,279.7940073,1737.810804,23764,85137,1374507,122.0010953,259.5622631,266.0474756,219.5916714,83.94983796,8286.91161,194.2401919
1,1024910,41446057,40.76769316,-73.98195653,2017,2019,2,28,208,672,954,1,9,43,2,3,11,57670,0,0,38,38,25,300.366389,114.5779196,1576.32126,2594056,1097662,2000487,502.1429799,1601.828665,1856.866041,805.3699712,147.098747,11156.13894,161.0277726
0,1032645,50099463,40.78426012,-73.97967706,2021,2021,0,5,103,287,342,3,16,46,1,1,5,0,47292,0,30,30,25,136.4224335,64.27610501,642.1318653,141447,368015,2797866,200.4001425,392.1814712,381.8847802,140.6255404,25.29652839,13979.66017,178.9737479
1,1039997,41481099,40.7592574,-73.9651702,2018,2020,2,12,205,584,827,2,12,33,0,1,8,81984,15790,391253,26,44,,1254.276066,322.9627851,637.1363095,202302,217725,3048759,347.3064779,1134.573649,1534.204618,480.0951833,96.31664915,16689.89276,201.6021717
0,1055046,50090321,40.80167468,-73.94994506,2020,2020,0,4,41,134,246,2,11,56,1,2,7,0,7631,38155,30,30,25,198.4015314,311.1994352,253.3171678,39181,149182,1521285,198.8752584,241.750927,170.47157,58.79742146,22.66116271,13475.89679,176.5893823
0,1090311,50094664,40.72816417,-73.99089704,2019,2019,0,5,306,1045,1608,0,2,39,0,2,15,0,4756,0,34,34,25,680.8873329,114.0951843,702.0607442,264999,167432,1320116,179.6869401,339.2407457,374.9209186,259.3593844,69.26781827,9660.256898,196.1379787
0,1036168,50103491,40.7523375,-73.97418265,2020,2020,0,43,288,887,1363,1,8,53,0,2,10,0,3360,0,35,35,25,785.9648642,1053.92412,2811.135397,5075212,313368,729094,1612.47102,2511.525188,3354.000049,999.4065995,221.5999305,11524.72353,192.1422111
1,1036511,40592296,40.75972271,-73.97030296,2019,2021,2,31,276,902,1242,0,7,38,0,3,9,440,8384,0,30,30,25,852.8981346,615.0995442,820.2170705,4497161,386479,1164576,324.2068626,1063.379715,1617.372645,446.4698203,92.64014585,12583.2015,185.6017379
0,1063020,50073751,40.84125068,-73.93779331,2018,2019,1,6,63,147,196,0,9,36,0,2,6,0,3570,18815,30,30,25,527.1179706,99.40783497,263.6125303,159189,75466,864384,363.4717769,565.6669137,572.9134235,130.1690513,57.27767169,15899.24178,204.1917449
1,1079231,41491955,40.7605032,-73.99484528,2017,2019,2,13,151,672,1061,1,5,21,0,0,10,0,5000,4500,60,60,25,2533.110426,562.7490351,306.7543635,20685,507828,7713038,2703.754781,3235.71124,3666.633797,2372.335545,685.697381,12326.096,192.9428866
1,1010086,50063015,40.73140884,-74.00117626,2017,2019,2,37,377,858,1128,1,4,18,0,3,15,0,4500,49042,20,20,25,309.3430703,97.47282798,1269.570008,36497,213662,1246949,299.0845139,787.354402,996.3576792,802.5665785,231.8887899,7358.111957,166.3298765
1,1011176,40399852,40.73322026,-74.00539435,2017,2019,2,20,232,719,958,1,5,19,0,1,10,2038,2290,8350,26,26,20,681.1562224,755.5581058,283.5812328,49727,260082,1497345,122.0010953,259.5622631,266.0474756,219.5916714,83.94983796,7651.968684,192.7900229
0,1017884,50086672,40.73613162,-73.98511887,2019,2019,0,8,129,730,1161,1,10,51,0,1,13,500,987,2833,70,70,25,1239.158082,668.4000753,553.4103336,395017,77480,2576445,43.72197759,146.938076,190.0769181,143.9249473,44.92141825,10699.35981,194.0605757
1,1011923,40385161,40.73629971,-74.00829218,2017,2019,2,1,95,480,742,0,3,14,0,0,8,0,1484,3356,24,24,25,1753.594539,615.4608332,1460.694527,17217,89355,4294882,122.0010953,259.5622631,266.0474756,219.5916714,83.94983796,7391.14193,196.9566565
0,1017885,50074742,40.73618376,-73.98508277,2018,2019,1,7,129,731,1157,1,10,51,0,1,13,0,986,2002,70,70,25,1256.503882,679.872778,571.1103447,395017,76044,2547182,43.72197759,146.938076,190.0769181,143.9249473,44.92141825,10572.90768,194.1051719
1,1024845,41488442,40.76429807,-73.98309459,2017,2019,2,28,346,1057,1426,0,6,41,0,4,13,0,5500,12190,35,35,25,658.4474923,1159.293512,706.4233976,867339,397493,2089615,223.4412097,695.7509194,931.5671545,473.9656142,82.14744697,9773.992311,177.6782188
0,1000794,50105956,40.70812685,-74.01412823,2021,2021,0,18,130,535,631,0,3,12,1,6,19,0,50183,315840,20,20,25,41.26421941,562.5573848,506.8731694,2286821,223882,2166114,111.7680939,198.3925968,186.0850779,50.50518332,18.08623626,13889.08144,199.8421008
0,1007347,50110468,40.72461822,-74.0038892,2021,2021,0,21,154,748,1072,0,4,19,0,2,17,0,1453,10175,24,25,25,630.6559417,339.1336882,282.1429701,530304,199845,710278,86.41075857,299.420679,409.3444132,148.8946652,29.33337096,8159.359178,204.7220863
0,1064279,50083695,40.85036795,-73.93645095,2018,2019,1,13,86,172,208,2,8,35,0,2,5,0,4000,45274,42,42,20,606.407894,771.503362,425.0440502,61930,156584,1349277,251.7722312,222.2648712,125.1120142,32.38013195,24.02544851,19877.41769,199.6700754
0,1083796,50088203,40.76367619,-73.99622041,2019,2019,0,7,84,413,685,0,5,18,0,0,3,530130,0,0,35,35,25,2604.476803,568.8119214,641.7611851,1774006,232179,1192077,208.5400605,486.8384249,474.2337006,317.0416878,78.32521528,10102.14087,199.4526149
1,1008244,50074184,40.7280218,-74.00106796,2018,2020,2,24,338,851,1196,0,6,20,0,2,14,0,745,8565,24,25,25,997.0247259,300.5745183,1479.079618,46753,202693,1177390,86.41075857,299.420679,409.3444132,148.8946652,29.33337096,7395.09416,195.6031168
0,1024781,50090359,40.76097992,-73.98498695,2019,2019,0,29,356,1338,1809,0,2,43,0,4,17,0,0,0,30,32,25,459.8165533,570.4602547,728.2852624,3126036,1479807,1454402,175.3559159,492.4188966,716.7422961,392.4860865,87.83511253,9033.320833,189.0004376
0,1084667,50074158,40.76059821,-73.98361172,2018,2019,1,21,351,1383,1889,1,5,42,1,5,19,1009629,10371,0,30,34,25,277.3358521,601.1200894,946.7048121,8539623,483500,406454,146.8089931,468.9047371,662.3371368,423.0446525,82.84380889,9238.700571,188.0263781
1,1006754,50073690,40.72900112,-73.98860943,2018,2020,2,64,378,944,1402,1,2,39,0,2,11,0,15851,0,30,30,25,704.2215652,300.2555382,997.2611822,433880,246125,840936,179.6869401,339.2407457,374.9209186,259.3593844,69.26781827,8364.726893,195.2387307
0,1009949,50087637,40.73177385,-74.00333036,2019,2019,0,30,368,769,1037,0,5,19,0,3,13,0,1052,3156,24,24,25,620.3801193,550.5633183,742.8087884,39222,157312,1396457,122.0010953,259.5622631,266.0474756,219.5916714,83.94983796,7284.856427,188.674968
0,1018010,50103016,40.73967805,-73.9867203,2021,2021,0,12,212,821,1247,2,12,57,1,2,14,96453,10000,0,30,32,25,73.83122907,645.5715416,240.2607015,2567971,304085,1518673,247.0244484,597.9281576,623.5802993,230.8537294,46.94066508,10283.31043,200.9265607
1,1078233,40999185,40.73282214,-74.00769277,2017,2019,2,5,140,585,827,0,5,19,0,0,7,0,1400,3475,44,48,25,1310.590836,1049.499504,478.1042609,38290,190947,1648754,122.0010953,259.5622631,266.0474756,219.5916714,83.94983796,7804.534735,194.5254587
1,1015258,50055346,40.75213645,-73.98608618,2019,2021,2,17,395,1431,2079,0,7,41,0,7,19,0,2250,2200,68,68,25,1004.29925,612.1667549,1476.738952,4224447,300833,589520,984.7442299,2088.110611,2730.168545,1283.508016,265.328455,11937.38465,199.924257
0,1026848,50104566,40.76705699,-73.98634298,2021,2022,1,14,244,726,1031,1,11,41,0,1,9,0,1022,13219,70,70,25,1391.300938,1206.306314,548.3001757,297193,159336,2526825,502.1429799,1601.828665,1856.866041,805.3699712,147.098747,12179.47148,178.5979993
1,1036185,50038543,40.75450075,-73.97595043,2019,2021,2,38,306,1185,1627,0,8,55,0,3,14,1177646,34930,0,26,56,25,839.5374952,1234.730894,2183.350996,10751809,273196,0,1612.47102,2511.525188,3354.000049,999.4065995,221.5999305,17705.66819,192.0128748
1,1036215,50032937,40.75438486,-73.97317483,2017,2019,2,19,295,1014,1396,0,7,52,0,1,9,878,4083,0,30,32,25,1450.488238,984.6089288,2273.716516,5891842,297288,904387,1612.47102,2511.525188,3354.000049,999.4065995,221.5999305,11811.29092,194.6375401
1,1006234,50034192,40.72706597,-73.98777994,2017,2019,2,33,415,1016,1430,1,5,43,0,0,15,0,1350,5600,30,30,25,1379.205637,885.3877441,300.5463244,12204,157678,1102331,210.1801867,380.4782908,386.8417074,289.9681104,104.6312088,7827.654013,194.9926239
0,1036185,50112898,40.75450075,-73.97595043,2021,2021,0,38,306,1185,1627,0,8,55,0,3,14,1177646,34930,0,26,56,25,839.5374952,1234.730894,2183.350996,10751809,273196,0,1612.47102,2511.525188,3354.000049,999.4065995,221.5999305,17705.66819,192.0128748
1,1002692,50064405,40.71871429,-74.00092351,2017,2019,2,21,207,772,1108,0,0,27,2,4,20,70126,15000,1200,24,25,25,94.23133045,436.9707523,616.8966679,1004544,434440,176420,196.6609724,1053.437561,1351.476505,523.3376345,84.09542707,10458.43292,209.9909776
1,1064466,41410066,40.85733721,-73.93231229,2017,2019,2,7,25,94,182,0,12,25,0,2,5,0,6000,57103,60,60,25,691.884884,169.7708513,657.4235343,21630,67297,2171233,124.4264485,109.8277897,63.16588213,15.10066262,14.21561834,17153.02009,206.7750414
1,1006695,40365075,40.728584,-73.98953677,2019,2021,2,32,351,984,1507,0,2,38,0,2,13,0,1454,5816,34,34,25,574.8074797,232.491273,788.5261429,366885,244999,959293,179.6869401,339.2407457,374.9209186,259.3593844,69.26781827,8020.615554,195.60243
0,1029665,50108935,40.77621256,-73.98002254,2021,2022,1,10,118,225,332,0,11,45,0,3,7,0,9217,64183,30,30,25,937.6060847,467.7195166,755.10683,5840,125701,1858139,497.3014459,924.1621418,908.6631995,421.3969096,57.17454626,12988.03839,173.9530664
1,1044031,50043112,40.77055758,-73.95709165,2017,2019,2,14,144,435,555,0,13,48,0,1,4,0,894,3446,60,60,25,734.692127,1593.890584,306.6046455,267929,184510,3088021,369.457623,626.3120037,813.7299029,235.603658,32.44325607,13897.80741,191.1105009
1,1057790,41716448,40.80728612,-73.94645495,2017,2019,2,5,44,156,210,2,11,60,1,1,6,0,1635,4905,30,32,25,311.964195,233.744098,236.3840813,334922,431704,458699,187.1610789,324.3423349,279.7161782,94.60418703,30.99728369,14126.63925,175.0168399
1,1080862,50075419,40.76299169,-73.98392158,2018,2020,2,22,321,1156,1576,0,3,43,0,5,17,0,12776,0,35,35,25,428.6382427,1339.749565,623.2483522,3141133,375122,1312133,175.3559159,492.4188966,716.7422961,392.4860865,87.83511253,9732.812024,183.4484123
0,1004589,50070512,40.72241026,-73.98314133,2018,2019,1,16,154,778,1114,0,5,46,0,0,5,0,3010,29215,32,32,20,1821.514898,0.7941943524,390.363547,9955,81086,1445213,354.1730547,671.5758437,635.6536034,428.1390447,165.7139533,7090.40748,193.9272027
0,1016294,50093845,40.7406992,-73.98761504,2019,2019,0,14,236,929,1274,2,12,53,0,3,16,0,2470,0,66,66,25,375.2289321,181.7776416,716.9983302,2014564,236386,1214566,247.0244484,597.9281576,623.5802993,230.8537294,46.94066508,10356.57777,195.3215166
0,1036185,50089608,40.75450075,-73.97595043,2019,2019,0,38,306,1185,1627,0,8,55,0,3,14,1177646,34930,0,26,56,25,839.5374952,1234.730894,2183.350996,10751809,273196,0,1612.47102,2511.525188,3354.000049,999.4065995,221.5999305,17705.66819,192.0128748
0,1080258,50083590,40.73937942,-74.0070079,2019,2019,0,10,150,461,679,0,2,16,0,1,9,0,13287,0,34,34,25,1530.006584,264.0401677,1742.156869,542667,525580,1533522,275.4264849,998.5110434,1296.335111,636.2417412,169.6118047,9674.183439,193.4455927
1,1082805,50013984,40.762484,-73.98461841,2017,2019,2,24,359,1210,1668,0,4,43,0,4,18,3309,2000,0,30,32,25,247.9592387,1180.941188,476.1849831,3915644,364392,2039497,208.5400605,486.8384249,474.2337006,317.0416878,78.32521528,10271.76088,184.6732484
1,1083732,41022153,40.76200126,-73.98736199,2018,2020,2,22,390,1156,1641,0,3,41,0,3,15,0,0,0,30,34,25,494.2992845,440.1448623,324.9882022,1694224,398969,7296752,208.5400605,486.8384249,474.2337006,317.0416878,78.32521528,9594.180851,190.4270548
1,1036458,41087130,40.75690977,-73.97204402,2017,2019,2,30,302,1017,1475,0,4,50,1,2,13,0,0,0,30,30,25,590.0875582,1298.660891,1399.978825,5229007,264389,1169236,324.2068626,1063.379715,1617.372645,446.4698203,92.64014585,12140.37865,191.9369882
1,1026683,41347045,40.76366479,-73.98936879,2017,2019,2,24,274,942,1277,1,6,33,0,1,12,0,1500,10302,32,32,25,949.0249373,141.4750323,269.0181812,210772,376298,6788255,208.5400605,486.8384249,474.2337006,317.0416878,78.32521528,11236.23579,189.3490965
1,1033560,40811162,40.79116758,-73.97430838,2019,2021,2,9,73,215,284,2,10,45,0,2,5,0,4000,210011,30,30,25,1055.424734,63.80336351,675.511842,2350,137511,2736660,582.4341165,867.6646852,704.7831289,260.9679649,58.44692526,15037.19391,176.4737175
1,1036185,50037412,40.75450075,-73.97595043,2017,2019,2,38,306,1185,1627,0,8,55,0,3,14,1177646,34930,0,26,56,25,839.5374952,1234.730894,2183.350996,10751809,273196,0,1612.47102,2511.525188,3354.000049,999.4065995,221.5999305,17705.66819,192.0128748
1,1080461,41078357,40.77384275,-73.95629161,2017,2019,2,6,170,483,594,3,7,49,0,1,5,0,4608,10924,54,55,25,1097.927167,1513.629259,821.2453554,217484,138753,2825854,301.4577082,670.8546017,729.25556,222.6850294,32.6170628,13015.95304,177.9886917
1,1082390,41577295,40.78996695,-73.94688424,2017,2019,2,13,72,201,248,1,14,42,1,1,4,0,7725,24300,30,30,25,384.9191702,494.113447,450.6391355,21908,148938,2953510,217.2808393,324.908426,253.1805244,70.12871337,27.51702378,10483.83823,183.9436547
1,1005625,50069393,40.72232322,-73.9898408,2017,2019,2,13,263,1137,1492,1,10,36,0,1,15,0,1750,13190,24,26,25,357.6168596,187.0008589,65.01408999,7697,71244,597320,210.1801867,380.4782908,386.8417074,289.9681104,104.6312088,7473.065208,191.8193339
1,1013219,40788884,40.74292313,-74.00022014,2019,2021,2,20,200,599,925,0,6,23,0,3,11,0,7500,70212,30,30,25,866.3745719,543.8482131,276.9631826,260960,92108,923295,275.4264849,998.5110434,1296.335111,636.2417412,169.6118047,10052.90695,190.9926608
1,1079333,50068836,40.77950576,-73.97727013,2017,2019,2,4,111,295,353,0,7,52,0,0,6,0,6000,30258,60,60,25,1264.935767,480.5206388,250.5143653,1293,94255,1447849,497.3014459,924.1621418,908.6631995,421.3969096,57.17454626,14362.91064,175.7064304
1,1079782,50052720,40.72866048,-73.98604059,2019,2021,2,24,424,932,1229,0,7,48,0,0,10,0,2300,7194,30,34,25,1407.678487,614.7081152,666.4484128,25721,165501,1368464,344.129521,587.9586515,587.1272785,331.0768369,87.91929514,8554.879575,194.9712768
1,1001798,41333188,40.71520645,-73.99733782,2019,2021,2,36,261,672,1034,1,5,35,0,1,17,0,1500,6584,26,26,25,1516.834793,538.4575309,393.6926304,301964,388304,758626,204.0815819,653.4519612,672.1354071,275.7179925,58.46096044,7485.399032,208.196375
1,1004321,50064836,40.71974837,-73.98726181,2017,2019,2,23,325,854,1265,0,5,48,0,2,9,0,1500,0,24,25,25,444.4943481,277.2574347,297.2460543,204002,262621,977735,354.1730547,671.5758437,635.6536034,428.1390447,165.7139533,7711.415957,190.8223618
1,1005099,41715927,40.72469365,-73.98149559,2018,2020,2,5,195,768,1014,0,7,45,0,0,5,0,1584,1584,36,38,20,2226.738535,99.77191056,573.2077296,53874,46141,868245,344.129521,587.9586515,587.1272785,331.0768369,87.91929514,7628.220441,191.5970564
0,1021921,50104017,40.7476027,-73.97381637,2021,2021,0,13,121,532,890,1,12,47,0,0,5,0,3520,118247,40,40,25,1783.862639,574.7956636,1082.526625,836857,84593,3735964,1612.47102,2511.525188,3354.000049,999.4065995,221.5999305,14270.19965,194.905759
0,1029919,50089320,40.77819164,-73.98063215,2019,2019,0,18,145,265,324,1,15,48,0,1,5,0,2900,4656,60,60,25,316.1477459,264.9236852,1039.864796,86626,293976,2086610,497.3014459,924.1621418,908.6631995,421.3969096,57.17454626,12166.66968,173.1423567
1,1037551,50044397,40.75028147,-73.97328837,2018,2020,2,11,208,660,1116,1,13,46,0,2,7,300000,0,0,32,34,25,1028.207149,606.4941454,2195.693832,4474799,284532,646456,1612.47102,2511.525188,3354.000049,999.4065995,221.5999305,12225.49435,186.949284
0,1047034,50105235,40.78447862,-73.9561546,2021,2021,0,10,44,217,351,0,2,25,0,0,5,0,2096,2904,52,54,25,1401.432624,396.1678799,1284.633122,76011,74229,1953705,240.0115856,426.226698,432.10882,107.748112,25.08904204,12973.14946,181.8329834
0,1054755,50089521,40.79817795,-73.93382101,2019,2019,0,7,39,138,193,0,3,19,0,0,3,0,825,7459,70,70,25,2064.326148,380.6399172,332.169072,6443,41805,739232,262.725353,356.1424574,240.1156216,72.61127793,36.17929309,16929.24186,201.9891911
1,1076982,50059766,40.7342989,-73.99368183,2019,2021,2,21,187,878,1473,0,1,27,0,3,19,0,3169,3316,30,34,25,1020.728006,538.9965231,778.4049913,717991,554148,1418154,607.259116,2026.585418,2376.068791,1219.398343,239.3764855,7506.67043,186.1159095
1,1079233,40886675,40.76055538,-73.99558167,2019,2021,2,13,134,600,997,2,5,20,0,0,10,0,5000,4500,35,35,25,2476.550304,613.1189383,234.920132,20685,372485,5421758,134.3671969,521.8375818,770.6263232,293.7208633,57.42065152,10529.06638,192.8419952
0,1080750,50087902,40.73789429,-73.99010905,2019,2019,0,25,224,797,1264,0,4,44,0,5,16,46768,15450,0,30,30,25,813.4447414,320.542567,253.0348733,1659027,608793,887747,607.259116,2026.585418,2376.068791,1219.398343,239.3764855,7586.924355,190.6370507
1,1043999,50064163,40.76992371,-73.95755417,2017,2019,2,20,150,416,549,0,11,47,0,1,4,0,1250,3706,60,68,25,478.3702616,1617.839665,518.0887298,36122,208795,4109685,369.457623,626.3120037,813.7299029,235.603658,32.44325607,13523.53962,188.295255
0,1090481,50081793,40.7216892,-74.00987771,2019,2020,1,8,63,319,548,0,1,14,0,2,13,0,3890,95361,32,34,25,1044.419009,1007.274382,822.6846647,4851989,108515,1458014,39.28250768,121.0893667,164.7317462,59.86605691,24.28141347,10311.9137,209.7393264
1,1006678,41299712,40.72842738,-73.98780134,2020,2022,2,42,405,978,1348,1,3,43,0,1,11,0,2067,10332,58,58,25,945.9072648,537.9406579,926.2447964,115762,220658,976834,179.6869401,339.2407457,374.9209186,259.3593844,69.26781827,9794.132787,195.3812308
1,1015097,50000104,40.74762195,-73.9930598,2017,2019,2,16,301,1025,1581,1,3,40,1,2,16,394334,16000,0,32,34,25,56.83712174,1156.879172,539.4794634,2299931,306778,652580,125.5002838,319.181324,350.8875084,146.7679405,40.86466748,10073.82277,189.9122104
0,1038566,50100211,40.75798745,-73.96816684,2020,2020,0,33,297,754,1076,0,10,43,1,2,8,27705,3400,0,34,34,25,308.1865274,800.0347051,566.7539321,6363307,397155,1999300,324.2068626,1063.379715,1617.372645,446.4698203,92.64014585,11508.6622,192.0225447
0,1078377,50101035,40.86624988,-73.92029969,2021,2021,0,15,79,165,178,0,9,17,0,2,5,0,16125,0,40,42,25,587.0778815,523.9207495,307.5855778,8000,145241,1093439,225.6870175,193.1571178,111.271497,38.7818119,34.30773193,12688.32227,192.218317
1,1004589,41264071,40.72251174,-73.9826254,2018,2020,2,18,137,761,1077,0,7,45,0,0,5,0,3010,29215,32,32,20,1821.514898,0.7941943524,390.363547,9955,81086,1445213,354.1730547,671.5758437,635.6536034,428.1390447,165.7139533,7090.40748,193.9272027
1,1004189,50096067,40.7178818,-73.98622322,2019,2021,2,11,233,633,988,0,6,49,0,2,6,0,2725,0,24,24,25,426.3500558,477.6129156,435.3183931,335912,157739,1186182,354.1730547,671.5758437,635.6536034,428.1390447,165.7139533,13910.95532,193.4858123
1,1019468,50100673,40.74962909,-73.97737781,2020,2022,2,20,229,977,1446,0,5,51,0,3,11,0,1375,3451,35,35,25,755.9307276,395.49247,1502.168697,3796055,158876,878908,1612.47102,2511.525188,3354.000049,999.4065995,221.5999305,12164.5781,193.4572125
0,1035374,50086387,40.75397402,-73.97725361,2019,2020,1,16,364,1181,1728,0,7,54,0,4,15,0,8824,0,40,40,25,765.8927425,940.7205511,1991.827029,4521694,237432,0,1612.47102,2511.525188,3354.000049,999.4065995,221.5999305,9231.535083,191.2322205
1,1036474,50055419,40.75845753,-73.97091355,2017,2019,2,44,298,989,1327,0,7,45,0,2,12,1466024,149455,0,32,35,25,201.8127373,1033.719454,637.0398206,8042274,354186,818206,324.2068626,1063.379715,1617.372645,446.4698203,92.64014585,12452.26927,188.9830981
0,1005989,50094083,40.7302876,-73.9822373,2020,2020,0,27,229,722,974,0,14,56,1,1,7,0,3459,20691,30,32,20,332.5889071,187.1390362,243.7004559,34800,322486,17762331,344.129521,587.9586515,587.1272785,331.0768369,87.91929514,8507.979738,195.7776234
0,1015802,50084261,40.74797571,-73.98908979,2018,2019,1,15,414,1190,1758,0,6,45,0,5,20,1680,3120,0,32,32,25,712.2174658,232.8601558,476.6640111,3936617,674837,1454820,984.7442299,2088.110611,2730.168545,1283.508016,265.328455,11472.06844,202.2334168
1,1086728,41714279,40.74340843,-73.98909415,2019,2021,2,21,263,1037,1500,1,10,40,0,3,18,172968,10200,0,42,42,25,722.2744289,179.8001236,899.2080256,2569531,367513,837729,81.35586237,260.4354571,320.0035155,166.0405125,52.22506002,8669.537127,195.0371883
0,1012860,50108692,40.75375114,-73.99604773,2022,2022,0,12,219,839,1246,3,7,24,0,1,13,512974,0,0,35,35,25,950.0716628,1086.403768,1619.696391,1800540,224613,1336062,1376.417321,1506.568833,1487.558633,719.5192699,178.3090543,11589.72241,192.9924851
1,1036152,50010172,40.75159416,-73.97644956,2017,2019,2,8,311,977,1581,0,6,55,2,3,14,812773,41913,0,35,35,25,105.2660353,635.6335502,2003.297514,6113260,358517,23178,1612.47102,2511.525188,3354.000049,999.4065995,221.5999305,12006.54406,189.5424387
0,1038770,50092596,40.75217451,-73.96990209,2020,2020,0,4,176,644,944,1,15,45,0,0,6,15000,10465,352506,30,32,25,1822.103593,161.6549439,2712.234738,2513355,189691,3192759,1612.47102,2511.525188,3354.000049,999.4065995,221.5999305,11362.23023,196.4074442
1,1040466,50085971,40.757728,-73.9633265,2018,2020,2,7,102,486,679,1,6,30,0,0,6,0,10000,280482,34,34,25,1639.710444,618.3438599,1253.140522,19305,118826,4190577,324.2068626,1063.379715,1617.372645,446.4698203,92.64014585,12908.20077,207.9299163
0,1078982,50117883,40.70739159,-74.01110552,2022,2022,0,6,268,561,651,0,1,16,1,8,21,240279,0,0,15,18,25,179.1963525,775.0332906,669.6830273,6014365,500730,4066081,165.098641,342.7609419,443.7251621,106.2722568,26.03088575,6808.184425,203.4074841
1,1034495,41492701,40.75800382,-73.97985837,2020,2022,2,23,327,1362,2103,0,11,39,0,1,21,5500,4000,0,34,34,25,476.7975987,1424.63001,938.7976612,9631960,1164646,171381,120.7983439,898.4468384,1887.78032,543.1921043,118.1551654,9978.133594,191.5100871
0,1037563,50075239,40.75093701,-73.97140048,2018,2019,1,19,155,635,1008,0,13,45,0,1,6,0,1147,2777,70,70,25,1417.993906,489.9103023,2454.767638,3872895,245370,2195117,1612.47102,2511.525188,3354.000049,999.4065995,221.5999305,13895.74598,193.070774
0,1064814,41190515,40.86394474,-73.92501693,2018,2019,1,3,71,162,178,0,3,19,0,2,5,0,7500,0,60,60,25,655.4524594,784.9963738,396.8716403,2671,153701,851394,167.2848152,160.5601448,91.78307946,27.89063418,25.52229992,16286.35494,195.3408383
1,1088704,41336560,40.80970979,-73.96008991,2017,2019,2,7,39,157,224,2,12,60,0,0,5,0,0,0,60,60,25,1277.857441,274.1430517,741.8444327,15089170,11026,590724,99.24140612,381.0873677,443.799495,157.6072362,22.55691573,13592.93985,163.7285546
1,1015881,40882849,40.74973198,-73.98561749,2018,2020,2,20,376,1346,1930,0,10,43,0,2,20,0,5000,0,30,34,25,433.5640573,420.4911953,1437.748686,5261104,856673,775634,984.7442299,2088.110611,2730.168545,1283.508016,265.328455,10217.69227,192.6263246
0,1082256,50098705,40.75452789,-73.99545574,2019,2019,0,10,212,873,1302,0,7,21,0,1,13,0,10000,44947,35,36,25,887.8683194,1352.164854,1577.528134,1334569,246978,1663541,1376.417321,1506.568833,1487.558633,719.5192699,178.3090543,11708.00314,193.098088
