bin,latitude,longitude
1006433,40.72985454,-73.98673309
1032661,40.78400734,-73.97824356
1044932,40.76953014,-73.95474566
1083485,40.72648115,-73.98610959
1087978,40.75689078,-73.9900232
1008523,40.72661622,-73.99225022
1038445,40.75540737,-73.96814642
1064935,40.86591443,-73.92770824
1075651,40.72918506,-73.98904237
1001649,40.71481658,-74.00577884
1014460,40.75376445,-73.9894209
1016741,40.7411768,-73.9877593
1015266,40.75317959,-73.98720847
1005361,40.7203084,-73.98824656
1026641,40.76435942,-73.99200394
1035768,40.76156823,-73.97466999
1051901,40.79057421,-73.94834276
1064509,40.86405334,-73.9192141
1081016,40.77298749,-73.98008127
1006970,40.71966395,-73.99717531
1038762,40.75164228,-73.9708624
1001031,40.70833829,-74.01341771
1005801,40.72604738,-73.98532317
1047033,40.78453061,-73.95573929
1014654,40.73953602,-73.99607384
1036625,40.75995314,-73.96982276
1080799,40.73663709,-73.98894371
1087764,40.72190639,-74.00417766
1007552,40.72270515,-73.99696954
1016923,40.74554634,-73.98665055
1036082,40.76401348,-73.97318899
1009916,40.73132644,-74.00353239
1083268,40.75618542,-73.99056473
1088533,40.74814314,-73.98899232
1052732,40.78977846,-73.9430347
1083974,40.80718704,-73.94589513
1010382,40.72912773,-74.0070429
1052915,40.7963953,-73.93636904
1077647,40.72740565,-73.98255918
1034353,40.75786692,-73.98189062
1080094,40.73001426,-73.99252404
1013751,40.73990663,-74.00079029
1015829,40.74772296,-73.98687749
1025257,40.76378233,-73.98502603
1036167,40.75188998,-73.97363783
1036443,40.7556335,-73.9722503
1048657,40.77548301,-73.95349595
1080117,40.73235304,-73.99888867
1036200,40.75377853,-73.97433008
1008202,40.72474704,-73.99239114
1013043,40.74190747,-74.00465888
1005511,40.72108254,-73.9894225
1013043,40.74069711,-74.00184403
1020553,40.73564214,-73.97929142
1063349,40.83569288,-73.94369632
1038623,40.76116,-73.96678999
1055052,40.80242431,-73.95067412
1088565,40.76517301,-73.97922083
1002954,40.72095944,-74.00407298
1007179,40.7210967,-73.9963491
1008409,40.72923492,-74.00401936
1064168,40.86222114,-73.92515626
1076870,40.72746328,-73.98251587
1034205,40.75471042,-73.98170379
1047004,40.78426762,-73.95706833
1052961,40.79624097,-73.93524595
1088565,40.76517301,-73.97922083
1013076,40.74175111,-74.0010754
1039951,40.75741558,-73.96487518
1001098,40.70959852,-74.00955489
1005582,40.71784124,-73.99282483
1005823,40.72740598,-73.9848827
1010939,40.73590751,-74.00084798
1024868,40.765558,-73.98370436
1028948,40.77604274,-73.98213478
1033697,40.79347782,-73.97079346
1067973,40.75655629,-74.00380806
1024828,40.76263186,-73.98214562
1025221,40.76440017,-73.98727489
1059711,40.81526437,-73.95791531
1084932,40.72924047,-74.00133859
1004216,40.71769509,-73.98567133
1005823,40.72740598,-73.9848827
1013043,40.74069711,-74.00184403
1029778,40.77771702,-73.98204407
1035334,40.75167689,-73.97842741
1024929,40.75791195,-73.99144162
1038659,40.75014915,-73.97093524
1057494,40.80376276,-73.94841917
1076203,40.76206701,-73.98627542
1024929,40.75791195,-73.99144162
1051882,40.7898799,-73.94859609
1005999,40.72917856,-73.98126343
1016892,40.74375118,-73.98588945
1020135,40.74555045,-73.97774731
1024955,40.75894129,-73.99223923
1040763,40.7643726,-73.9713622
1052148,40.79422034,-73.94481862
1003783,40.7151267,-73.99350329
1014499,40.75456865,-73.98936303
1016249,40.73959869,-73.98894683
1052856,40.79337001,-73.94041325
1064272,40.84763231,-73.93801504
1001284,40.710274,-74.00548988
1016075,40.73643139,-73.99083096
1042115,40.76514242,-73.96604073
1000836,40.70394698,-74.01029705
1014499,40.75456865,-73.98936303
1050385,40.77385183,-73.95156549
1007487,40.72264748,-73.99597743
1054880,40.79849057,-73.93333672
1001891,40.71749,-74.00536782
1082255,40.75447299,-73.99549544
1036447,40.75622351,-73.97175194
1078853,40.7583756,-73.98894009
1086105,40.74057342,-74.00659664
1006162,40.72566359,-73.98979338
1008409,40.72923492,-74.00401936
1010280,40.73393951,-74.00048351
1024795,40.76074642,-73.98352505
1024795,40.76074642,-73.98352505
1040808,40.7644987,-73.97075567
1042435,40.76581959,-73.96347726
1063916,40.84915772,-73.93680273
1006655,40.72748599,-73.98848342
1014470,40.75479116,-73.99155392
1080092,40.72987705,-73.9929931
1085165,40.77384626,-73.95836402
1018305,40.74406898,-73.98174281
1024728,40.75904777,-73.98621107
1024929,40.75828807,-73.99271938
1035334,40.75167689,-73.97842741
1045573,40.76537023,-73.95775924
1025445,40.76709266,-73.98629243
1035393,40.75453124,-73.97739779
1043046,40.77068238,-73.96069104
1052148,40.79422034,-73.94481862
1085208,40.77456218,-73.95709989
1003959,40.71780555,-73.9927635
1005285,40.71842567,-73.99006506
1086105,40.74122396,-74.0060554
1043264,40.77450531,-73.95920846
1055739,40.80092412,-73.96086454
1036082,40.76401348,-73.97318899
1048739,40.77680285,-73.9525346
1010268,40.73343722,-73.9996933
1044761,40.76566385,-73.95756772
1069581,40.75710961,-73.983544
1003698,40.71426984,-73.98750093
1039951,40.75656998,-73.96419343
1015971,40.7513072,-73.98358875
1030741,40.78018979,-73.98049075
1034811,40.76233167,-73.97653238
1063865,40.85578717,-73.92898452
1006401,40.72838614,-73.98716634
1016075,40.73703258,-73.99198559
1025244,40.76445485,-73.98544824
1001805,40.71447088,-73.99930741
1014251,40.74711976,-73.99499068
1019550,40.7349652,-73.98594544
1019663,40.73860705,-73.98265728
1052613,40.79843061,-73.93905066
1077689,40.72718128,-73.98805052
1024929,40.75828807,-73.99271938
1035780,40.76138893,-73.97091948
1039829,40.75649932,-73.96652161
1003599,40.71444304,-73.99041195
1016242,40.74015867,-73.98949164
1016982,40.74677863,-73.98575527
1015513,40.74106742,-73.99245784
1048710,40.77640772,-73.95282373
1083268,40.75618542,-73.99056473
1019591,40.7353408,-73.9827736
1076192,40.75972019,-73.98588605
1083610,40.80627324,-73.95973437
1022563,40.75460407,-73.98676062
1042050,40.76352275,-73.96515352
1081467,40.80558135,-73.94031197
1088640,40.71541216,-73.99364034
1016266,40.74036452,-73.98945913
1006009,40.73051549,-73.98273155
1006476,40.73085629,-73.98601126
1009718,40.73570423,-73.99384046
1028948,40.77597961,-73.98213841
1036443,40.7556335,-73.9722503
1038588,40.75851149,-73.96743383
1045975,40.77058655,-73.95395067
1064259,40.84860912,-73.93744664
1077601,40.71772319,-73.99249296
1009934,40.73102174,-74.00457152
1083268,40.75618542,-73.99056473
1084857,40.71908712,-74.01034269
1008650,40.72888364,-73.99825732
1024817,40.76215723,-73.98357524
1081908,40.86424265,-73.91910541
1056616,40.80012976,-73.96594335
1064038,40.85465083,-73.93352964
1064509,40.86409723,-73.91918151
1014346,40.74971074,-73.99348907
1016089,40.73731521,-73.99080918
1034492,40.75794066,-73.97970317
1063783,40.85120991,-73.93053651
1005817,40.7273045,-73.98548525
1009893,40.73035203,-74.00423953
1014351,40.74991667,-73.99510235
1015857,40.74864524,-73.98717686
1034229,40.75565709,-73.98011535
1089248,40.70946095,-74.012931
1001504,40.71594712,-74.01017266
1005230,40.72879968,-73.98063935
1009410,40.73400264,-73.99870462
1014470,40.75482135,-73.99153226
1052320,40.79966501,-73.94295036
1010219,40.73209503,-74.00068195
1034353,40.75786692,-73.98189062
1034811,40.76233167,-73.97653238
1014499,40.75456865,-73.98936303
1016075,40.73703258,-73.99198559
1077451,40.71892836,-73.99747476
1086049,40.74177029,-73.99732232
1001790,40.71549192,-73.99814224
1067973,40.75655629,-74.00380806
1076195,40.76036787,-73.98518924
1010849,40.73525426,-74.00060982
1013595,40.75377846,-73.9932288
1047649,40.77763625,-73.95694625
1063584,40.8513706,-73.92850127
1008475,40.7274123,-73.99392061
1009432,40.73240787,-73.99624384
1024827,40.76243426,-73.98229367
1037589,40.75232056,-73.97216145
1046979,40.7839689,-73.95832877
1080036,40.86400946,-73.91926838
1015174,40.7487994,-73.99220432
1000836,40.70394698,-74.01029705
1077806,40.70360382,-74.01093177
1011385,40.73721121,-74.00380695
1017990,40.73830828,-73.98561636
1063007,40.84032504,-73.93658708
1064999,40.86824463,-73.91933915
1067973,40.75655629,-74.00380806
1088408,40.7321362,-74.00064948
1010022,40.73251492,-74.00374534
1087119,40.7546806,-73.98424122
1016059,40.75325883,-73.98437872
1042464,40.76625865,-73.96315572
1050139,40.78020802,-73.95002986
1059510,40.80896574,-73.95947264
1001283,40.71028497,-74.00569187
1010525,40.7360173,-74.00076859
1044933,40.76954934,-73.9547312
1051455,40.78778236,-73.95376539
1081016,40.77298749,-73.98008127
1008394,40.72925688,-74.00389308
1011138,40.73385704,-74.00545936
1016000,40.75135661,-73.98366092
1006433,40.729591,-73.98636872
1018141,40.74082192,-73.98170401
1019971,40.74367338,-73.97960288
1039951,40.75676756,-73.96405255
1048122,40.78101324,-73.95239798
1049224,40.78322902,-73.94783572
1008691,40.7294875,-74.00090202
1019915,40.74273204,-73.98028884
1025254,40.76509464,-73.98775489
1040763,40.7643726,-73.9713622
1054753,40.79807643,-73.93389335
1030841,40.78069751,-73.98011507
1077647,40.72740565,-73.98255918
1004030,40.71689131,-73.98975505
1047654,40.77736653,-73.95505444
1005958,40.72837743,-73.9834934
1057866,40.80875651,-73.94477762
1083268,40.75618542,-73.99056473
1015955,40.75197452,-73.98618005
1036464,40.75760397,-73.97114494
1075651,40.72918506,-73.98904237
1077806,40.70322234,-74.01052055
1082554,40.73857811,-74.00363021
1078110,40.73506487,-74.00019846
1034822,40.76218337,-73.97613174
1064259,40.84860912,-73.93744664
1035397,40.75573363,-73.97835751
1036176,40.75314994,-73.97417151
1080094,40.72996483,-73.99219571
1090494,40.73838656,-73.97745381
1004212,40.71759075,-73.9853539
1005792,40.72590442,-73.98364915
1013718,40.7390585,-74.00087328
1014499,40.75456865,-73.98936303
1046983,40.7837597,-73.95670395
1019945,40.74310254,-73.98001807
1034515,40.75929058,-73.9770316
1044034,40.77127163,-73.95821039
1084762,40.71809936,-74.00493498
1089710,40.73308238,-73.98672162
1000836,40.70394698,-74.01029705
1003247,40.7126534,-73.98989278
1083268,40.75618542,-73.99056473
1035407,40.75638411,-73.9782057
1063767,40.85101786,-73.93067768
1079252,40.76170262,-73.993968
1080799,40.73663709,-73.98894371
1005242,40.72983142,-73.9789685
1010203,40.73313525,-74.00328712
1030112,40.78064536,-73.98012953
1005788,40.72630523,-73.98417941
1006223,40.72698648,-73.98881904
1011081,40.73756259,-74.00147948
1080210,40.73590201,-74.00147223
1012154,40.73936283,-74.00877611
1046978,40.78311486,-73.9571738
1052256,40.79828609,-73.94086392
1067973,40.75655629,-74.00380806
1077841,40.76298118,-73.98779138
1008202,40.72479645,-73.9923731
1009916,40.73132644,-74.00353239
1026343,40.76038518,-73.99490305
1034203,40.75538833,-73.98141484
1043258,40.77466447,-73.9591181
1060051,40.8175901,-73.9412658
1001134,40.70664542,-74.00530563
1015143,40.74707835,-73.99105685
1035746,40.7606183,-73.97358743
1067973,40.75655629,-74.00380806
1077335,40.70488508,-74.01568925
1088520,40.75086914,-74.00389796
1000844,40.70441634,-74.01022138
1009610,40.73636037,-73.99754987
1079166,40.71639182,-74.00964966
1008453,40.72603721,-73.99457737
1009432,40.73235848,-73.99659384
1034212,40.75450705,-73.98014457
1002843,40.72245787,-74.00815696
1087565,40.71859293,-73.98831902
1087764,40.72170601,-74.0043472
1015197,40.74961437,-73.98940352
1040895,40.76536305,-73.96978059
1045815,40.76623155,-73.95632189
1056377,40.79499538,-73.96969124
1002687,40.71907661,-73.9999531
1002964,40.72224401,-74.00351387
1059854,40.81446063,-73.95919472
1080768,40.73956849,-73.98887105
1006347,40.72739248,-73.98672636
1024817,40.76232739,-73.9834669
1035335,40.75233036,-73.97961466
1080790,40.74699242,-73.9835032
1003428,40.71350742,-73.99662367
1032105,40.78581851,-73.97636157
1048894,40.78014767,-73.95010212
1087216,40.74417731,-73.99380359
1012354,40.74791029,-74.00401328
1013633,40.75607863,-73.99432586
1052915,40.79584863,-73.93552805
1013043,40.74069711,-74.00184403
1000018,40.70238768,-74.01294765
1000811,40.70567313,-74.01330176
1042050,40.76352275,-73.96515352
1077648,40.72749358,-73.98320498
1004177,40.71882588,-73.98520933
1008039,40.72674547,-74.00212145
1047654,40.77732537,-73.95508335
1052516,40.79752825,-73.94030839
1008387,40.72867768,-74.00528935
1009203,40.73343415,-73.99138705
1035357,40.75442727,-73.97913757
1045813,40.76627001,-73.95641934
1080824,40.75593483,-73.98332411
1006944,40.7192439,-73.99449495
1009454,40.73457629,-73.99884894
1016888,40.74358925,-73.98600858
1031950,40.7840484,-73.97765134
1015787,40.74622699,-73.98618125
1029658,40.77665756,-73.98210934
1034205,40.75471042,-73.98170379
1064270,40.84902881,-73.93697635
1081396,40.79416021,-73.93985997
1018164,40.74230438,-73.98356933
1018348,40.74496669,-73.98286493
1035333,40.751968,-73.97936212
1045580,40.76554585,-73.95762917
1083268,40.75618542,-73.99056473
1024795,40.76074642,-73.98352505
1022564,40.75396994,-73.98602804
1035335,40.75252506,-73.97866174
1050220,40.78055785,-73.94669679
1067973,40.75655629,-74.00380806
1080799,40.73663709,-73.98894371
1081023,40.77347382,-73.98329082
1015127,40.74706462,-73.99106768
1063349,40.83540204,-73.94390979
1078999,40.70510801,-74.01028641
1039978,40.7589007,-73.96557106
1067973,40.75655629,-74.00380806
1017819,40.73586034,-73.98915313
1002392,40.71647729,-73.99797988
1008101,40.72720107,-74.00333734
1014499,40.75456865,-73.98936303
1015581,40.74198678,-73.99060645
1036200,40.7538883,-73.97424702
1088538,40.75073911,-73.98411223
1088871,40.74619941,-73.98514187
1003512,40.71415515,-73.99546571
1024857,40.76436368,-73.98136179
1029963,40.77803787,-73.98027113
1035058,40.76363249,-73.97558974
1063349,40.83559411,-73.94376507
1064259,40.84860912,-73.93744664
1064259,40.84860912,-73.93744664
1079649,40.71566191,-73.99322908
1004222,40.7199786,-73.98461743
1005164,40.72808352,-73.98203945
1077806,40.70360382,-74.01093177
1083301,40.80566755,-73.96238248
1015240,40.75169746,-73.98759855
1020154,40.74492974,-73.97578067
1001026,40.70853891,-74.01104079
1043258,40.77466447,-73.9591181
1064999,40.86816521,-73.91959596
1085108,40.76295464,-73.97607732
1025257,40.76378233,-73.98502603
1026705,40.76514164,-73.99143708
1089455,40.74614219,-73.98887717
1090331,40.7544811,-73.99303743
1022610,40.75684919,-73.98597329
1035397,40.75573363,-73.97835751
1060066,40.81736358,-73.93848772
1015447,40.73884417,-73.99259882
1048286,40.78236686,-73.95349835
1013268,40.74382615,-73.99955611
1013695,40.75650942,-73.99208791
1026940,40.76175751,-73.99392829
1038603,40.75969103,-73.96502197
1035404,40.75581298,-73.97706528
1087498,40.75586992,-73.99245254
1088291,40.71379547,-73.99315713
1009195,40.73400241,-73.99270761
1015128,40.7470811,-73.99110738
1031349,40.78589726,-73.97258791
1038474,40.7558876,-73.96779246
1038762,40.75164228,-73.9708624
1050017,40.77763141,-73.95168188
1014251,40.74711976,-73.99499068
1035446,40.75747896,-73.97666405
1041906,40.76319711,-73.96856865
1080824,40.75593483,-73.98332411
1078540,40.74569532,-73.99820275
1088760,40.75712932,-73.98744594
1009214,40.73444977,-73.99206528
1062014,40.82843277,-73.9489709
1084870,40.71584015,-73.99076526
1001061,40.70966931,-74.01492931
1025019,40.76026675,-73.98908416
1061776,40.82372975,-73.95240344
1006911,40.73212444,-73.9865414
1014427,40.75204362,-73.99104175
1005848,40.72646173,-73.98450048
1025048,40.76036558,-73.98927546
1036459,40.75691801,-73.97206567
1051461,40.78818023,-73.9534726
1024903,40.76570572,-73.98047334
1088760,40.75712932,-73.98744594
1003569,40.71398195,-73.99083045
1005814,40.72683513,-73.98540237
1014387,40.75109132,-73.9929259
1045933,40.76897741,-73.95220083
1082351,40.80907951,-73.96312109
1085867,40.71512319,-74.01479706
1038918,40.75332425,-73.9687177
1001808,40.71483045,-73.99961402
1024726,40.75865263,-73.98714605
1014452,40.75350655,-73.99072754
1019531,40.734312,-73.98641827
1020002,40.74276168,-73.97728632
1024650,40.75558957,-73.98799848
1034520,40.76054207,-73.97642111
1036459,40.75691801,-73.97206567
1085867,40.71480461,-74.01615332
1087277,40.80601316,-73.95421143
1004914,40.72671312,-73.97767786
1013067,40.74236042,-74.00276792
1001242,40.71052367,-74.0074413
1026995,40.76322589,-73.99286324
1059499,40.80835382,-73.95992094
1060016,40.81733257,-73.94220536
1062993,40.83939909,-73.93988036
1089024,40.74957378,-73.97532422
1001789,40.71551388,-73.99819996
1052003,40.791278,-73.94489691
1062380,40.82669866,-73.95025859
1018181,40.74168093,-73.98107585
1059425,40.81497745,-73.94766261
1064984,40.86756001,-73.92159611
1085729,40.76946947,-73.98512222
1085867,40.71480461,-74.01615332
1003423,40.71354583,-73.99614752
1008305,40.72877111,-74.00153341
1013561,40.75251861,-73.99323254
1020423,40.73226376,-73.98176771
1084925,40.72530424,-73.99247767
1014444,40.75253206,-73.98951494
1020103,40.74514712,-73.97852336
1022631,40.75662369,-73.98282583
1036459,40.75691801,-73.97206567
1048891,40.7799995,-73.95020695
1059849,40.81391182,-73.95959606
1083861,40.75998287,-73.98034869
1000044,40.70534645,-74.01373089
1020382,40.7483025,-73.97333248
1044795,40.76567806,-73.9588926
1051461,40.78811712,-73.95351598
1090579,40.75484023,-73.98783258
1032545,40.79247596,-73.97068916
1034248,40.75576692,-73.98033189
1045887,40.7689647,-73.95470633
1004750,40.72478368,-73.97835678
1035047,40.76271022,-73.97544207
1063640,40.84939748,-73.9336578
1024900,40.76631254,-73.98190275
1048846,40.77927237,-73.95073467
1083861,40.75998287,-73.98034869
1005524,40.72115933,-73.98868654
1024903,40.76577711,-73.98063938
1051912,40.79040645,-73.94762783
1068261,40.73917095,-73.99550009
1003091,40.71879933,-73.99659093
1035062,40.76371212,-73.97574132
1036190,40.75320211,-73.97425089
1004244,40.72157326,-73.98420579
1015691,40.74458576,-73.98737252
1057863,40.80853975,-73.94493675
1077838,40.72888091,-73.99927118
1088437,40.75940533,-73.99561423
1007101,40.72385518,-74.00401543
1006099,40.7234073,-73.98877274
1036459,40.75691801,-73.97206567
1063356,40.83731443,-73.94250596
1087726,40.74537598,-73.98514206
1002075,40.71934521,-74.00935427
1004992,40.72338735,-73.98281278
1006452,40.72909666,-73.984204
1006477,40.73083976,-73.98552416
1014502,40.75450814,-73.98807086
1024816,40.76240438,-73.9844271
1013755,40.74023324,-74.00215797
1018340,40.74478263,-73.9818184
1024900,40.76683954,-73.98196398
1063585,40.85160928,-73.92832389
1016043,40.75197687,-73.98320961
1017899,40.73690034,-73.98664868
1058371,40.80389968,-73.9541262
1017861,40.73735891,-73.98842397
1053484,40.8073758,-73.9445801
1073221,40.78059872,-73.95224301
1076854,40.74352792,-73.97970758
1078860,40.7644599,-73.98232562
1024645,40.75503244,-73.98855443
1087261,40.73897045,-73.99294162
1026399,40.76125524,-73.99427127
1036174,40.75271916,-73.97479248
1061479,40.8254221,-73.94375563
1002653,40.71789085,-73.9981061
1006285,40.72676932,-73.98589667
1015543,40.74138298,-73.99130662
1000827,40.70618406,-74.00916487
1001063,40.70965023,-74.0138436
1003410,40.7136254,-73.99519521
1005385,40.72029742,-73.98822853
1018465,40.74459866,-73.98133486
1080263,40.73939038,-74.00728215
1017595,40.75049672,-73.97886451
1064719,40.8618724,-73.92491081
1002647,40.71700704,-73.99831896
1013561,40.75228806,-73.9934022
1054649,40.80193296,-73.93415679
1003933,40.71828597,-73.99432187
1013890,40.74274197,-74.0003284
1086087,40.71172337,-74.00051581
1087756,40.71153382,-74.00602744
1001104,40.70983737,-74.00887681
1001173,40.70822367,-74.00519034
1001461,40.71401774,-74.00764731
1003285,40.7123353,-73.99405545
1010145,40.7320566,-74.00144328
1013561,40.75228806,-73.9934022
1017907,40.73792429,-73.98801611
1042714,40.77002491,-73.96459412
1052760,40.7890114,-73.9405219
1084682,40.73345613,-73.99168292
1016301,40.74108356,-73.98851714
1035071,40.76324802,-73.97463325
1062014,40.82843277,-73.9489709
1076193,40.76020869,-73.98533366
1024922,40.76726219,-73.98168949
1036459,40.75691801,-73.97206567
1076317,40.7695713,-73.95471675
1001167,40.70747709,-74.0052516
1002421,40.71546173,-73.99801238
1015275,40.75445325,-73.98808531
1076172,40.75661017,-73.98428047
1084605,40.71215148,-73.99591313
1008832,40.73050846,-73.99513626
1036534,40.75948102,-73.96972912
1008633,40.72916087,-73.99903304
1011134,40.73339039,-74.00633974
1082165,40.80623614,-73.96372952
1006176,40.7253587,-73.98748441
1001408,40.71297475,-74.0073009
1008975,40.73087038,-73.98939208
1014387,40.75109132,-73.9929259
1032686,40.7849019,-73.97705523
1052501,40.79430641,-73.94126836
1057388,40.80745512,-73.9647114
1066031,40.70420761,-74.01155943
1080611,40.75340459,-73.98660205
1088499,40.72103582,-73.98874789
1010274,40.73302825,-73.99999639
1013373,40.74597256,-74.00013714
1019868,40.74143119,-73.98123471
1008839,40.73062371,-73.99457338
1016898,40.74453356,-73.98693947
1024922,40.76721004,-73.98169673
1048705,40.77607296,-73.95306588
1035470,40.75888115,-73.97485511
1011720,40.73274796,-74.00861286
1011986,40.73247889,-74.00968808
1013871,40.74166328,-73.9992963
1017598,40.75124083,-73.98043429
1008274,40.72704192,-74.00012989
1014387,40.75109132,-73.9929259
1048125,40.78118062,-73.9522787
1020093,40.74400214,-73.9764306
1034196,40.75534476,-73.98373213
1083520,40.73009131,-74.00321481
1006624,40.72724173,-73.98866025
1008839,40.73016258,-73.99443631
1022629,40.7564976,-73.984017
1077052,40.77024887,-73.95377039
1088114,40.72382778,-73.9981384
1001408,40.71271121,-74.00805476
1024709,40.75800767,-73.98764069
1059643,40.81674769,-73.95378854
1077720,40.72730485,-73.98861694
1082887,40.76437832,-73.98830373
1018057,40.73991381,-73.98445403
1023732,40.76468127,-73.97693948
1003046,40.72021019,-73.99943722
1036204,40.75372621,-73.97359017
1041666,40.77345024,-73.96419876
1050061,40.77896504,-73.95092987
1077696,40.72777663,-73.98571966
1014387,40.75109132,-73.9929259
1018508,40.74624244,-73.97938555
1050300,40.78277628,-73.94814662
1052761,40.78904158,-73.9405002
1064984,40.86780409,-73.92129934
1001038,40.70963664,-74.01271101
1001096,40.70925272,-74.00908233
1001242,40.71052367,-74.0074413
1024835,40.76351576,-73.98274823
1036459,40.75691801,-73.97206567
1062661,40.83880505,-73.93767635
1083465,40.72068157,-73.98711372
1014139,40.74513814,-73.99858531
1029898,40.7781532,-73.98058883
1030212,40.78098496,-73.97620081
1039993,40.75884033,-73.96561441
1045911,40.76944745,-73.95388648
1011111,40.73871815,-74.00011187
1018057,40.73996596,-73.98441432
1077986,40.72650627,-73.99016848
1080611,40.75370382,-73.98704594
1088263,40.80850465,-73.95237102
1005945,40.72828387,-73.98191673
1008837,40.73107929,-73.99360636
1034196,40.75534476,-73.98373213
1016967,40.74508471,-73.98280355
1036459,40.75691801,-73.97206567
1013280,40.74539888,-74.00210761
1038658,40.75027838,-73.97185192
1082053,40.86700776,-73.92078688
1085867,40.71454392,-74.01568432
1005867,40.72783405,-73.98407442
1036161,40.75104199,-73.97425173
1040131,40.75464907,-73.96557326
1059764,40.81838034,-73.95262405
1028626,40.77717853,-73.97894627
1033555,40.79093432,-73.9745071
1051496,40.79209371,-73.95217334
1060459,40.82139327,-73.93926079
1089960,40.75119,-73.97336019
1032686,40.7849019,-73.97705523
1052504,40.79420137,-73.93983104
1088723,40.74533538,-73.99048688
1005359,40.72043466,-73.9881816
1015694,40.74491518,-73.98789214
1040896,40.76531361,-73.9696687
1082032,40.71523354,-74.00947273
1008026,40.7266302,-74.0001804
1008662,40.73014074,-73.99780628
1014997,40.74528625,-73.99476346
1025001,40.75956686,-73.9893911
1032534,40.79244872,-73.97151982
1006498,40.73050754,-73.98470159
1012401,40.75084719,-74.00389074
1032106,40.7858679,-73.97632544
1033211,40.78861497,-73.97434187
1042037,40.76438503,-73.96659344
1083719,40.76259829,-73.97845996
1089027,40.75687891,-73.9694235
1001106,40.70939823,-74.00855212
1016060,40.75332747,-73.98454112
1018023,40.73857421,-73.98334291
1058333,40.81505613,-73.94016977
1006538,40.72542773,-73.99212769
1010168,40.73219932,-74.00200616
1035420,40.75625757,-73.97676554
1036459,40.75691801,-73.97206567
1066406,40.71683075,-74.01211717
1008275,40.72706937,-74.000184
1008681,40.72866956,-73.99947684
1008747,40.73012978,-74.00038607
1059297,40.81044263,-73.95283202
1000038,40.70431465,-74.01158109
1024900,40.76631254,-73.98190275
1081145,40.75799516,-73.9775771
1083725,40.76516753,-73.97924971
1059310,40.81043671,-73.95179164
1076312,40.773953,-73.9575191
1082514,40.73128718,-73.98569726
1032162,40.78611681,-73.9724506
1034196,40.75534476,-73.98373213
1046005,40.77148912,-73.95282361
1004264,40.72110387,-73.98400388
1046257,40.76630755,-73.95412692
1004412,40.722665,-73.9798727
1054984,40.80022653,-73.95246726
1001018,40.70661767,-74.00987547
1050119,40.77912008,-73.94774507
1064280,40.85007394,-73.93585843
1015175,40.74939498,-73.99177476
1017086,40.74751376,-73.98240232
1034510,40.76085011,-73.97971672
1036459,40.75691801,-73.97206567
1050721,40.77964414,-73.94733664
1059849,40.81400811,-73.96023544
1008057,40.7266494,-74.00220443
1011213,40.73472722,-74.00311761
1035075,40.76435427,-73.97518876
1005768,40.72500423,-73.98430599
1018122,40.74221124,-73.98487211
1078606,40.74376021,-73.99589675
1003841,40.71542301,-73.99160582
1006498,40.73010114,-73.98347493
1007740,40.72548836,-74.00209977
1012825,40.74865414,-74.00345391
1050721,40.77964414,-73.94733664
1013575,40.75304009,-73.99284989
1033611,40.79231745,-73.97349174
1042509,40.76901716,-73.96323722
1077603,40.72554764,-73.98388736
1005273,40.71791791,-73.99032487
1041976,40.76366057,-73.96712446
1085978,40.74461084,-73.99156604
1057265,40.80188436,-73.96842389
1061479,40.8254221,-73.94375563
1085867,40.7155211,-74.01538875
1003045,40.72024039,-73.99950216
1006870,40.73134482,-73.98567921
1009738,40.72551558,-74.00760173
1018291,40.74436283,-73.98274238
1030071,40.77891023,-73.97770723
1036442,40.75564449,-73.97227917
1051688,40.80021651,-73.94256341
1085867,40.71480461,-74.01615332
1005686,40.72135727,-73.9926621
1008837,40.73107929,-73.99360636
1026366,40.75946826,-73.9918818
1050207,40.78125344,-73.94926357
1083861,40.75998287,-73.98034869
1001010,40.70663974,-74.00847603
1005116,40.72528408,-73.98350499
1013699,40.75684987,-73.9937627
1087293,40.76092645,-73.9508277
1087430,40.70901426,-74.00227238
1089443,40.73017605,-73.99046019
1004992,40.72338735,-73.98281278
1007557,40.72383873,-73.99688651
1017228,40.75127396,-73.98159285
1077931,40.73581958,-73.99535959
1085867,40.71454941,-74.01570236
1008934,40.73318745,-73.99985567
1015629,40.74409468,-73.98976168
1064429,40.85368218,-73.93395716
1083861,40.75998287,-73.98034869
1088447,40.72929244,-73.99351273
1003861,40.71609273,-73.99159131
1005386,40.72162866,-73.9884195
1006764,40.7302034,-73.98939579
1007131,40.72053395,-73.99468244
1033111,40.78663907,-73.9757871
1059764,40.81838034,-73.95262405
1003812,40.71536523,-73.9898599
1009261,40.73316805,-73.99344379
1024851,40.7637297,-73.98174462
1024957,40.7591883,-73.99206232
1035447,40.75750917,-73.97673984
1004214,40.7176594,-73.98556311
1072488,40.76398557,-73.96186462
1084353,40.71583501,-73.99740634
1008629,40.72814518,-73.99448339
1016209,40.73887408,-73.98904799
1082053,40.86693088,-73.92073635
1082351,40.80907951,-73.96312109
1082871,40.73315844,-73.98107828
1084008,40.79443339,-73.96268139
1002406,40.7162385,-73.99810254
1022577,40.75468355,-73.98579689
1034520,40.76054207,-73.97642111
1013578,40.7537812,-73.99327933
1015848,40.74750881,-73.98633256
1052934,40.79621233,-73.93805949
