bin,year,idw_atvc
1014448,2020,258.36762602479297
1005162,2018,106.78242281546707
1005162,2019,129.83649585502005
1005162,2020,325.4789382374444
1019959,2018,124.53917447861771
1019959,2019,184.40695440523996
1019959,2020,277.79123216078654
1014483,2018,139.96079434816377
1014483,2019,181.89662183873563
1014483,2020,255.3692320947702
1002697,2018,118.50043782834184
1002697,2019,159.34928696342794
1002697,2020,343.14651207834976
1008982,2018,130.99364428882478
1008982,2019,132.85640140968118
1008982,2020,311.7265099587321
1054476,2018,117.499425552276
1054476,2019,151.14353708698985
1054476,2020,306.62404459815394
1054501,2018,117.79508108746073
1054501,2019,155.04714864687656
1054501,2020,302.8873786107674
1003865,2018,109.45311854949084
1003865,2019,136.2194572525625
1003865,2020,353.2247674026656
1038668,2018,128.0413079187716
1038668,2019,189.8084378654168
1038668,2020,258.93493341294777
1012047,2018,124.86336747543128
1012047,2019,179.51360387586627
1012047,2020,300.4351156726751
1025084,2018,172.31370969644885
1025084,2019,187.22264965237923
1025084,2020,239.83055527101266
1079571,2018,115.56331053699813
1079571,2019,156.2169888225724
1079571,2020,340.06587211892486
1009575,2018,127.92390014588068
1009575,2019,137.22767917746722
1009575,2020,302.42954880758475
1078270,2018,148.37669749228817
1078270,2019,197.25609320959094
1078270,2020,254.8617125199444
1046290,2018,133.66611076341835
1046290,2019,172.1812775360339
1046290,2020,256.6082929708284
1081051,2018,114.76781492962853
1081051,2019,153.3584667732236
1081051,2020,260.8096887983873
1060426,2018,104.037347040354
1060426,2019,152.3498870040556
1060426,2020,270.85728401593263
1048083,2018,131.85761052546866
1048083,2019,160.87423842022432
1048083,2020,260.70341521019606
1016092,2018,132.0323317990079
1016092,2019,132.22027575869348
1016092,2020,295.83185895232936
1009721,2018,129.3283373210151
1009721,2019,131.24647398956398
1009721,2020,299.01140096751016
1063647,2018,152.41489446278766
1063647,2019,103.60174537650488
1063647,2020,408.944383168692
1010652,2018,129.14576231381892
1010652,2019,143.4170343799405
1010652,2020,297.900346540232
1078671,2018,132.3886328964269
1078671,2019,159.52473330983955
1078671,2020,267.9107676902137
1018291,2018,126.65640160165299
1018291,2019,176.12015984610287
1018291,2020,275.2189409712384
1003062,2018,117.63843807289436
1003062,2019,153.47588511353044
1003062,2020,344.98475397773063
1058810,2018,107.45721434531237
1058810,2019,150.28431792929874
1058810,2020,279.8021129358813
1045855,2018,136.76303490136706
1045855,2019,182.95178174971
1045855,2020,253.65786832803002
1001784,2018,116.9846260539548
1001784,2019,148.8502036567044
1001784,2020,360.77963066094105
1059252,2018,99.5380011243345
1059252,2019,134.1914983833225
1059252,2020,283.8922947693853
1066508,2018,115.86395325292641
1066508,2019,148.8235780254176
1066508,2020,347.8681254929025
1083561,2018,105.03585291349933
1083561,2019,141.2432754244007
1083561,2020,274.02785059593407
1088921,2018,120.68385788308969
1088921,2019,160.48597646930574
1088921,2020,338.1175906270766
1044386,2018,155.63219468601704
1044386,2019,194.29249151269235
1044386,2020,245.265798672168
1079918,2018,125.26174837008291
1079918,2019,156.99292100588238
1079918,2020,331.22005179084096
1081274,2018,113.03337925297899
1081274,2019,171.49564208899315
1081274,2020,256.5695973248188
1035746,2018,143.06927300176793
1035746,2019,188.08722548730563
1035746,2020,216.00023266121403
1075311,2018,105.96863279082419
1075311,2019,141.36540316393044
1075311,2020,274.6000970091517
1004985,2018,104.47404873668033
1004985,2019,124.62698908779839
1004985,2020,341.0872236678853
1063681,2018,152.8643519457745
1063681,2019,141.69224276751657
1063681,2020,400.6429406008238
1042414,2018,150.57261763762955
1042414,2019,176.97284065591094
1042414,2020,211.44640292184263
1007573,2018,126.83621880112047
1007573,2019,147.76253195437332
1007573,2020,330.57330731170765
1003134,2018,113.09922135063131
1003134,2019,144.51412621600093
1003134,2020,350.23623995910634
1064083,2018,125.12205015840098
1064083,2019,147.84695737497128
1064083,2020,351.7378873565727
1012882,2018,141.07652144219472
1012882,2019,185.9352988265238
1012882,2020,262.08313443763075
1014447,2018,139.82183257051574
1014447,2019,180.48494318981514
1014447,2020,258.35009361534344
1001785,2018,117.08860967191703
1001785,2019,149.05676011341825
1001785,2020,360.7853430625282
1004231,2018,101.79755569850872
1004231,2019,128.9190515758946
1004231,2020,352.29741600830243
1051713,2018,129.47304786014152
1051713,2019,148.62798025284465
1051713,2020,269.679692542765
1005525,2018,96.7017900710939
1005525,2019,131.30931947714467
1005525,2020,343.1148332901735
1084845,2018,91.29515662762007
1084845,2019,134.71202752293254
1084845,2020,280.64400647884315
1077745,2018,119.16905657236448
1077745,2019,145.18779231361285
1077745,2020,337.6449399139081
1082483,2018,114.64534663117838
1082483,2019,142.99475030273254
1082483,2020,315.3532005306854
1017124,2018,131.65976208736345
1017124,2019,184.38602102347141
1017124,2020,263.58536505527246
1048411,2018,133.40256578627435
1048411,2019,154.7963929881753
1048411,2020,266.3949582554424
1005381,2018,96.40801520577324
1005381,2019,127.97756623908705
1005381,2020,346.9604264226552
1062330,2018,95.70693301018439
1062330,2019,147.1599044969788
1062330,2020,289.0231817802747
1067309,2018,120.48075435208037
1067309,2019,140.2786944195438
1067309,2020,300.0702828081372
1013711,2018,133.38693377148877
1013711,2019,124.70448981065104
1013711,2020,292.7476125506532
1088703,2018,91.96568407910449
1088703,2019,122.78127198756458
1088703,2020,282.81530609731715
1007896,2018,122.08268771999157
1007896,2019,144.14914761213913
1007896,2020,332.84872847043164
1081012,2018,132.59554782885962
1081012,2019,177.43001630191665
1081012,2020,190.9916952101262
1024944,2018,145.81274041055346
1024944,2019,174.9202059872895
1024944,2020,248.84962651756408
1048275,2018,129.97539708977666
1048275,2019,158.49007703090842
1048275,2020,262.6662011561856
1062176,2018,97.41401802713087
1062176,2019,141.5423770717201
1062176,2020,296.37619340846
1045937,2018,128.85864406348605
1045937,2019,177.53726525587896
1045937,2020,256.19187599220487
1009464,2018,125.48445240498869
1009464,2019,144.52881444868197
1009464,2020,304.6036895556096
1046740,2018,128.01477032790902
1046740,2019,158.56187579949219
1046740,2020,249.72397614504547
1005780,2018,118.10480953985491
1005780,2019,131.48040331105761
1005780,2020,328.91523523074494
1076841,2018,123.4543240045037
1076841,2019,169.0137832703379
1076841,2020,256.2617621506508
1084046,2018,104.54856037958517
1084046,2019,148.42825463514222
1084046,2020,281.75176660748986
1020184,2018,128.022689094743
1020184,2019,195.1118340499574
1020184,2020,268.76106218742893
1029648,2018,127.49647918116354
1029648,2019,170.03544560578345
1029648,2020,224.40582684849818
1051897,2018,122.37950807261072
1051897,2019,150.1334828415976
1051897,2020,276.80192689924814
1088075,2018,125.70307317759705
1088075,2019,163.82972379353834
