bin,year,idw_aadt
1009720,2020,8117.870990849554
1009720,2021,9142.897116865708
1046009,2019,15202.550556930419
1046009,2020,14589.258444735291
1046009,2021,16309.548285078903
1015225,2019,9574.016324529737
1015225,2020,9281.659188101743
1015225,2021,10317.97316662781
1034507,2019,10603.577176342415
1034507,2020,10014.465805660737
1034507,2021,11202.155377871679
1030280,2019,13115.30008517477
1030280,2020,14071.698615778896
1030280,2021,15785.172199303006
1016207,2019,8240.845887372961
1016207,2020,8287.375470016717
1016207,2021,9263.097645078173
1064175,2019,12210.294940143302
1064175,2020,14136.264293997161
1064175,2021,15885.144971439438
1048323,2019,11539.103809055956
1048323,2020,12192.488213936966
1048323,2021,13786.113905367112
1060187,2019,13401.270909375591
1060187,2020,15244.730285704063
1060187,2021,17253.321397707463
1036916,2019,13135.124992885103
1036916,2020,12932.193633772054
1036916,2021,14509.838382579203
1018159,2019,9552.299416471851
1018159,2020,9692.85623315809
1018159,2021,10859.366360777582
1082441,2019,9857.182594573063
1082441,2020,10345.311066880842
1082441,2021,11563.028819639814
1001967,2019,8831.467202796368
1001967,2020,8548.873075256612
1001967,2021,9585.982682228338
1001415,2019,7848.563421824836
1001415,2020,7399.311514333754
1001415,2021,8388.264156368012
1088168,2019,12226.76911785619
1088168,2020,12654.174260508846
1088168,2021,14218.310948365008
1000045,2019,11360.710857145696
1000045,2020,11839.315207730519
1000045,2021,13122.26869245466
1085255,2019,12107.004556646943
1085255,2020,12586.35760174282
1085255,2021,14157.43821155793
1085297,2019,14790.982201383487
1085297,2020,21922.906848297083
1085297,2021,24728.81091794984
1022689,2019,9414.20454718294
1022689,2020,9125.99369626818
1022689,2021,10160.362593196218
1063031,2019,15008.557750851864
1063031,2020,17079.88579897771
1063031,2021,18891.032033182877
1044375,2019,14771.44752719318
1044375,2020,13969.002755244801
1044375,2021,15654.221920781965
1035477,2019,9861.729315190665
1035477,2020,8848.129494246621
1035477,2021,9874.268232196553
1048461,2019,11235.040103450352
1048461,2020,11663.034124455915
1048461,2021,13128.490877153288
1080954,2019,11969.138830903212
1080954,2020,12252.718553070987
1080954,2021,13717.413853905724
1080815,2019,14907.125166639202
1080815,2020,16253.503191035525
1080815,2021,18139.871728988634
1043944,2019,13247.37187506877
1043944,2020,12732.613686714212
1043944,2021,14269.147048475592
1052011,2019,11585.119605386224
1052011,2020,11980.707481796364
1052011,2021,13394.768246271391
1005321,2019,12756.611909653835
1005321,2020,13413.547521499386
1005321,2021,15070.811218917333
1062307,2019,18463.74806431525
1062307,2020,19824.022493160017
1062307,2021,22351.37850406
1001327,2019,10347.968920198518
1001327,2020,11034.582988427968
1001327,2021,12403.305083462283
1020392,2019,9440.662373084358
1020392,2020,9518.355244284034
1020392,2021,10708.542548180258
1064490,2019,13615.148405959257
1064490,2020,15806.32658645251
1064490,2021,17537.15850261725
1013874,2019,8463.78096355503
1013874,2020,8361.906989142266
1013874,2021,9320.721035879702
1015463,2019,8280.748412223795
1015463,2020,8394.739628639507
1015463,2021,9355.61601522546
1019790,2019,9058.42887117577
1019790,2020,9433.86183649893
1019790,2021,10483.10665260837
1001573,2019,7767.698678452481
1001573,2020,7345.868269795117
1001573,2021,8303.381980120286
1084722,2019,11599.159533202504
1084722,2020,12823.151982640386
1084722,2021,14523.713534766966
1082497,2019,11395.270247565986
1082497,2020,11331.650991160168
1082497,2021,12642.883470165105
1078223,2019,8789.40555462679
1078223,2020,9597.112849323508
1078223,2021,10739.590391206477
1016127,2019,7663.879862586482
1016127,2020,7307.874032115747
1016127,2021,8205.844015452698
1014333,2019,11666.238563157844
1014333,2020,11118.214062104622
1014333,2021,12396.004439352926
1004446,2019,8318.167704413208
1004446,2020,8483.034594137735
1004446,2021,9498.028756686905
1026429,2019,11641.660569615047
1026429,2020,11453.015051450211
1026429,2021,12767.858882137429
1022667,2019,9732.91412206058
1022667,2020,8758.031685615668
1022667,2021,9713.642594681967
1006343,2019,7964.420583945686
1006343,2020,8081.20430604519
1006343,2021,9024.81857257322
1039827,2019,12244.18875478858
1039827,2020,11964.040126387687
1039827,2021,13332.877928310245
1083705,2019,8975.242683106571
1083705,2020,8774.036143526351
1083705,2021,9855.091714158765
1017105,2019,12074.671263086206
1017105,2020,12561.24920285323
1017105,2021,14102.87925562018
1077552,2019,9195.952942063332
1077552,2020,9561.366912328862
1077552,2021,10729.502160424037
1047704,2019,14723.055555627832
1047704,2020,14371.388173482765
1047704,2021,16115.158836771994
1035772,2019,11077.397784407842
1035772,2020,9263.787781536763
1035772,2021,10477.28873621522
1050242,2019,14468.98757086073
1050242,2020,14880.580036841813
1050242,2021,16600.474723592914
1008632,2019,6379.514538439495
1008632,2020,6484.386669917194
1008632,2021,7294.092191935012
1044234,2019,14073.83653801109
1044234,2020,13251.503092104316
1044234,2021,14914.186123895755
1052943,2019,13486.460432657595
1052943,2020,14960.816129130388
1052943,2021,16849.786509907823
1064271,2019,23958.20852314401
1064271,2020,28135.99798889047
1064271,2021,30703.358789912676
1041022,2019,11071.658290815281
1041022,2020,10535.270472085644
1041022,2021,11834.961146514568
1081182,2019,13460.959735212358
1081182,2020,11709.720888779946
1081182,2021,13088.251291370847
1060174,2019,13912.48901920739
1060174,2020,15798.25826130457
1060174,2021,17766.962521566566
1013735,2019,9181.941203563018
1013735,2020,9412.10908837334
1013735,2021,10526.662162459832
1091604,2019,10834.585955761177
1091604,2020,10370.12646634657
1091604,2021,11578.416122563382
1022664,2019,10198.214774317954
1022664,2020,9105.188322732149
1022664,2021,10116.657323944264
1088601,2019,12997.354347959656
1088601,2020,13401.11269292053
1088601,2021,14886.264550844611
1058838,2019,13144.255450356944
1058838,2020,14688.426485941947
1058838,2021,16511.5523858826
1089720,2019,13369.607430946244
1089720,2020,14821.087724071802
1089720,2021,16652.540681156494
1059502,2019,12567.451699266649
1059502,2020,13540.058777582457
1059502,2021,15151.408107556665
1006415,2019,8486.022889892834
1006415,2020,7731.798890059494
1006415,2021,8625.034169550121
1009920,2019,6955.095540887928
1009920,2020,6628.799375552791
1009920,2021,7484.903101575502
1064788,2019,12977.527138280037
1064788,2020,15105.350688894705
1064788,2021,16789.989109883554
1079105,2019,8219.815202988684
1079105,2020,8200.115915089784
1079105,2021,9144.962497740697
1001994,2019,7750.103112907645
1001994,2020,7083.287804452584
1001994,2021,8004.976561577034
1024921,2019,11685.973187229836
1024921,2020,11774.556573283067
1024921,2021,13149.359029151165
1084489,2019,12316.561272092265
1084489,2020,13859.455780798018
1084489,2021,15503.354261424518
1035312,2019,10548.220112412657
1035312,2020,9742.140065751059
1035312,2021,10870.966024419999
1030888,2019,13729.097887185506
1030888,2020,13990.226914262694
1030888,2021,15709.297713981172
1017821,2019,7984.984186126306
1017821,2020,7434.515470492116
1017821,2021,8336.241161297123
1090776,2019,8523.657105616474
1090776,2020,8792.24438873777
1090776,2021,9819.140340103357
1025254,2019,11520.678106102547
1025254,2020,11573.388506998963
1025254,2021,12923.590629317141
1057557,2019,12151.856956952928
1057557,2020,12962.986825803
1057557,2021,14636.299152248854
1081934,2019,8258.539230757473
1081934,2020,8407.242343706379
1081934,2021,9460.881092129712
1014448,2019,9953.653059234464
1014448,2020,9583.22557674454
1014448,2021,10660.22554245359
1005162,2019,8450.988296899204
1005162,2020,7644.1207340208775
1005162,2021,8564.11867833549
1019959,2019,12048.95463819898
1019959,2020,12548.270263707636
1019959,2021,13985.820777979905
1014483,2019,10375.178383874423
1014483,2020,9762.38267296288
1014483,2021,10815.155980302485
1002697,2019,9602.9891700874
1002697,2020,9667.587259135405
1002697,2021,10821.631074686004
1008982,2019,9882.600051731564
1008982,2020,8290.00414864255
1008982,2021,9251.065803141368
1054476,2019,12953.074596486764
1054476,2020,14414.633950679252
1054476,2021,16187.19260703839
1054501,2019,12610.681140031284
1054501,2020,14274.630079238417
1054501,2021,16156.255168236075
1003865,2019,7207.361444312076
1003865,2020,7227.785136729029
1003865,2021,8136.061233192871
1038668,2019,13348.289326703254
1038668,2020,13521.43121327822
1038668,2021,15085.392515156705
1012047,2019,12281.687850557044
1012047,2020,12702.231795283798
1012047,2021,14267.355939350984
1025084,2019,11179.673510483155
1025084,2020,11339.009222910729
1025084,2021,12651.924609660691
1079571,2019,7089.947683662254
1079571,2020,7197.766145668381
1079571,2021,8073.402762883805
1009575,2019,7724.63519591535
1009575,2020,7664.5104429001085
1009575,2021,8545.459964586844
1078270,2019,13053.512470277268
1078270,2020,12164.91277264705
1078270,2021,13650.258318285625
1046290,2019,13526.86510006606
1046290,2020,14010.236195038753
1046290,2021,15797.932692000575
1081051,2019,13514.79461992986
1081051,2020,14093.275986346252
1081051,2021,15847.244627886439
1060426,2019,13586.762643096015
1060426,2020,15327.781739747843
1060426,2021,17174.60127371149
1048083,2019,14223.650057356064
1048083,2020,14067.523192608627
1048083,2021,15759.780104295092
1016092,2019,7913.283776260656
1016092,2020,7583.13033345646
1016092,2021,8535.743330101279
1009721,2019,7983.283880894824
1009721,2020,8080.2767587136805
1009721,2021,9037.309749842972
1063647,2019,17603.019197780548
1063647,2020,20675.505584225626
1063647,2021,22752.317118544364
1010652,2019,9734.148870226842
1010652,2020,10290.879534819132
1010652,2021,11530.992919954171
1078671,2019,12745.923002182193
1078671,2020,12638.515401128116
1078671,2021,14021.001130223895
1018291,2019,10656.25228357342
1018291,2020,10716.822928700542
1018291,2021,11926.747150691815
1003062,2019,8916.749146846858
1003062,2020,8357.325065140392
1003062,2021,9116.043247945481
1058810,2019,13109.187641411143
1058810,2020,14667.97673670509
1058810,2021,16581.687121731724
1045855,2019,10767.454480328071
1045855,2020,10186.326327472047
1045855,2021,11255.115361462666
1001784,2019,7561.87796848464
1001784,2020,7247.793620289586
1001784,2021,8141.178099756024
1059252,2019,10938.292412605597
1059252,2020,12036.094724016662
1059252,2021,13478.02427659453
1066508,2019,6574.148939931662
1066508,2020,6520.583827540623
1066508,2021,7324.511342364846
1083561,2019,12966.530043826877
1083561,2020,13772.796120131401
1083561,2021,15488.844909755353
1088921,2019,9179.274504700894
1088921,2020,9334.848348613512
1088921,2021,10444.48314576521
1044386,2019,14142.03852596121
1044386,2020,13270.240962327995
1044386,2021,14865.24415478564
1079918,2019,8727.303905725921
1079918,2020,9079.986104062042
1079918,2021,10174.393151833177
1081274,2019,13688.480878206832
1081274,2020,13472.849369227093
1081274,2021,15156.824581354324
1035746,2019,11436.900249095286
1035746,2020,10579.535792479119
1035746,2021,11934.37889665281
1075311,2019,12426.228538744435
1075311,2020,12936.598563643818
1075311,2021,14552.536936150713
1004985,2019,7539.3287415226
1004985,2020,7507.193152288081
1004985,2021,8347.242965390626
1063681,2019,16700.397268458535
1063681,2020,19544.374469503182
1063681,2021,21557.674234435777
1042414,2019,16247.582908607865
1042414,2020,14216.455477428517
1042414,2021,16291.9045091654
1007573,2019,7588.721444381759
1007573,2020,7758.769570798694
1007573,2021,8733.31899207171
1003134,2019,9074.171769833682
1003134,2020,9029.138057322483
1003134,2021,10132.02054832899
1064083,2019,13380.9553164065
1064083,2020,15598.886589327421
1064083,2021,17244.589818717748
1012882,2019,11825.854409306052
1012882,2020,11715.15099985442
1012882,2021,13085.427797843702
1014447,2019,9935.916191663628
1014447,2020,9568.690195782203
1014447,2021,10643.884301530552
1001785,2019,6713.8629820817305
1001785,2020,6505.32275805133
1001785,2021,7322.742562522858
1004231,2019,8025.712618792501
1004231,2020,7897.705544347869
1004231,2021,8912.637661361847
1051713,2019,11572.5682369597
1051713,2020,11798.817657818017
1051713,2021,12808.19167663467
1005525,2019,7225.491734463116
1005525,2020,7106.907940978468
1005525,2021,7984.331789889354
1084845,2019,13184.70939629857
1084845,2020,13761.497707177918
1084845,2021,15445.944153443452
1077745,2019,7733.904530441124
1077745,2020,7273.128401166652
1077745,2021,8192.79846104173
1082483,2019,8251.404023748675
1082483,2020,8213.798131890124
1082483,2021,9223.72803519256
1017124,2019,11016.144756520565
1017124,2020,10899.552807603459
1017124,2021,12194.34965891676
1048411,2019,12290.94700320324
1048411,2020,12400.107864993653
1048411,2021,13868.652198696805
1005381,2019,7266.528359805637
1005381,2020,7459.952699828664
1005381,2021,8387.000421811272
1062330,2019,15189.619204029172
1062330,2020,16832.952634602163
1062330,2021,18876.309428717894
1067309,2019,7562.354562988972
1067309,2020,7740.943507482784
1067309,2021,8648.302433731362
1013711,2019,9873.79116112299
1013711,2020,9856.82396020475
1013711,2021,11052.325885345732
1088703,2019,12059.941322068158
1088703,2020,13028.189020169722
1088703,2021,14460.011184191642
1007896,2019,8011.230026692194
1007896,2020,7697.725819536827
1007896,2021,8648.41211666589
1081012,2019,9429.761183344295
1081012,2020,9313.48684061901
1081012,2021,10322.654887172503
1024944,2019,11305.640086033245
1024944,2020,11465.648235589315
1024944,2021,12801.248213286763
1048275,2019,12773.82864228723
1048275,2020,12986.060544847833
1048275,2021,14553.414064757077
1062176,2019,16420.287405690262
1062176,2020,18596.17249687816
1062176,2021,20826.227427452635
1045937,2019,13672.138222530646
1045937,2020,14197.477976964272
1045937,2021,16009.77322894455
1009464,2019,7125.373099569594
1009464,2020,7200.9023353905695
1009464,2021,8042.321739545915
1046740,2019,12306.33593356251
1046740,2020,11961.742201643629
1046740,2021,13538.525111320014
1005780,2019,7558.994278942815
1005780,2020,7633.923832898031
1005780,2021,8525.879405402666
1076841,2019,15684.624990196471
1076841,2020,15421.387070549255
1076841,2021,17278.005296571035
1084046,2019,12111.841072224475
1084046,2020,13589.413329804493
1084046,2021,15224.217681832713
1020184,2019,13087.867646382323
1020184,2020,13720.243345392904
1020184,2021,15178.639030519365
1029648,2019,12207.763738463547
1029648,2020,12465.410275312455
1029648,2021,13920.17030132835
1051897,2019,9675.457635007866
1051897,2020,9360.492632518579
1051897,2021,10437.656746351824
1088075,2019,19101.491829995088
1088075,2020,21585.93049974045
