bin,year,idw_aadt
1007982,2020,7054.484703544757
1007982,2021,7920.0748544919325
1010302,2019,12054.249784534542
1010302,2020,12575.841573094716
1010302,2021,13949.23981433106
1091568,2019,10829.625415798442
1091568,2020,10224.395933482112
1091568,2021,11346.106894917673
1002082,2019,7886.131929588374
1002082,2020,7741.852209666496
1002082,2021,8715.458916115862
1052164,2019,12216.70601627992
1052164,2020,12563.633099798442
1052164,2021,14042.50675323595
1015284,2019,9026.851771776235
1015284,2020,9169.472842750574
1015284,2021,10325.634359465585
1015194,2019,11342.429823199256
1015194,2020,11623.698962199023
1015194,2021,12985.640853580735
1062938,2019,12597.091951033852
1062938,2020,12061.504382819385
1062938,2021,13347.773103384103
1014238,2019,10300.315606598717
1014238,2020,10199.767282818175
1014238,2021,11377.927307406626
1084475,2019,12435.67046130386
1084475,2020,13118.11729908206
1084475,2021,14641.798350766376
1087518,2019,10656.53418110758
1087518,2020,10736.843329442565
1087518,2021,12022.975239860543
1004611,2019,6891.302353175131
1004611,2020,6577.638608642234
1004611,2021,7427.563669155828
1019958,2019,12154.55304520994
1019958,2020,12641.66558457478
1019958,2021,14090.664097552115
1006835,2019,8275.376171248266
1006835,2020,7816.09175150123
1006835,2021,8728.03463163883
1041110,2019,11095.926247359448
1041110,2020,10274.657048065485
1041110,2021,11528.168177718808
1015475,2019,7730.238048399064
1015475,2020,7678.106478986521
1015475,2021,8590.373968327232
1060635,2019,13188.817644583094
1060635,2020,15499.51122792672
1060635,2021,17331.3332654079
1014996,2019,9110.49432215882
1014996,2020,9072.374124153466
1014996,2021,10096.33742418137
1077632,2019,8429.764456530316
1077632,2020,8403.489494841226
1077632,2021,9382.031017604893
1009714,2019,8078.21949093247
1009714,2020,8148.703781432786
1009714,2021,9167.083475885822
1003290,2019,7985.580063492612
1003290,2020,7863.430802435382
1003290,2021,8852.863698743577
1021900,2019,14170.900726135626
1021900,2020,15021.262350154948
1021900,2021,16728.536001480355
1010192,2019,7308.069396708435
1010192,2020,7086.6464166105
1010192,2021,7997.138697320164
1063958,2019,17338.796968321465
1063958,2020,20376.53004947268
1063958,2021,22489.82878382586
1013981,2019,9924.41457402288
1013981,2020,10456.447833544717
1013981,2021,11679.859090564109
1020120,2019,13878.799566984742
1020120,2020,14548.951753727324
1020120,2021,16224.585296973206
1011329,2019,7685.412553096975
1011329,2020,7224.681267609246
1011329,2021,8153.729183159788
1086346,2019,8249.718153618445
1086346,2020,7458.5532029745955
1086346,2021,8339.549077475449
1011843,2019,5853.065510029664
1011843,2020,6010.325437623194
1011843,2021,6755.573342082263
1087763,2019,9266.585381749412
1087763,2020,8748.655536893813
1087763,2021,9804.14020411071
1053679,2019,13277.832351334584
1053679,2020,14706.414226249775
1053679,2021,16571.18996638483
1052867,2019,14491.06387509509
1052867,2020,15488.260466829794
1052867,2021,17314.216087011417
1008698,2019,7123.173680333069
1008698,2020,6683.000463083266
1008698,2021,7527.4902956276155
1050505,2019,13930.887817565437
1050505,2020,14812.757601846459
1050505,2021,16721.38165039153
1077769,2019,7099.34595045827
1077769,2020,7078.727861023985
1077769,2021,7966.557560814394
1063183,2019,25492.33557380517
1063183,2020,29954.207713042153
1063183,2021,32613.383496942206
1052961,2019,14263.017721637792
1052961,2020,15988.536308248518
1052961,2021,17932.941971167584
1012299,2019,11544.501412669732
1012299,2020,11579.77858690689
1012299,2021,12947.359217094589
1011649,2019,8269.521554891653
1011649,2020,8209.570867743501
1011649,2021,9256.282540206481
1015894,2019,9977.806005348464
1015894,2020,9342.837257592548
1015894,2021,10378.617188216973
1001693,2019,6677.976659954185
1001693,2020,6395.902011715116
1001693,2021,7191.058169713053
1065321,2019,11816.69740367216
1065321,2020,12265.487999883055
1065321,2021,13694.643398548793
1017125,2019,11163.11745230631
1017125,2020,11226.064996968711
1017125,2021,12506.086570847872
1077814,2019,6440.041235880269
1077814,2020,6607.289182963844
1077814,2021,7398.752453897528
1001936,2019,8705.273746928227
1001936,2020,8481.673778367025
1001936,2021,9409.738419844276
1079523,2019,11850.698927720276
1079523,2020,12463.41637777268
1079523,2021,13984.627164603004
1045919,2019,15687.355830228269
1045919,2020,15294.694208580968
1045919,2021,17127.818567134298
1035723,2019,10658.160071489981
1035723,2020,9920.17352233953
1035723,2021,11112.503384006817
1076723,2019,11526.543125468037
1076723,2020,13490.105107163077
1076723,2021,15116.942713487028
1034830,2019,9627.418156938254
1034830,2020,9121.138234339704
1034830,2021,10319.785402329235
1004914,2019,8138.517067701519
1004914,2020,7776.5513588919475
1004914,2021,8743.981722924449
1055930,2019,12726.420796788714
1055930,2020,13552.565107968427
1055930,2021,15246.261229144955
1011188,2019,6692.39230164845
1011188,2020,6742.097841604101
1011188,2021,7573.188233363636
1088073,2019,21003.12688179155
1088073,2020,24103.46337408757
1088073,2021,26487.902745106643
1052608,2019,14214.53543913602
1052608,2020,14915.638907568346
1052608,2021,16713.873863467063
1079899,2019,7288.684553977425
1079899,2020,7348.383598876919
1079899,2021,8229.666437110072
1001988,2019,7779.9776660468515
1001988,2020,7249.886801397577
1001988,2021,7949.861234397641
1073503,2019,15096.162035121877
1073503,2020,15799.643148567664
1073503,2021,17684.49017869569
1069595,2019,12131.21374365407
1069595,2020,12332.029432684254
1069595,2021,13762.59059004644
1042380,2019,12278.072043554594
1042380,2020,11642.612430167923
1042380,2021,13057.317991932709
1052386,2019,13888.941317281538
1052386,2020,13786.189320226957
1052386,2021,15411.30103304756
1028688,2019,12057.407191223496
1028688,2020,12847.756481346483
1028688,2021,14370.893594150257
1076278,2019,13072.107436569477
1076278,2020,13145.57335216588
1076278,2021,14641.391221795058
1052857,2019,14329.840394759758
1052857,2020,15243.383997109811
1052857,2021,17032.188340982877
1016925,2019,9668.97734105628
1016925,2020,9550.949648512686
1016925,2021,10640.62269209406
1012548,2019,10019.287423662336
1012548,2020,9398.446913921798
1012548,2021,10500.570869135483
1016132,2019,10875.559079694413
1016132,2020,11091.841107734157
1016132,2021,12640.64627706579
1041987,2019,12582.972205347382
1041987,2020,11402.002336173044
1041987,2021,12736.923775943162
1008354,2019,8278.412687487682
1008354,2020,8379.133761551033
1008354,2021,9395.394745312995
1013867,2019,9022.859573218222
1013867,2020,8869.272974589094
1013867,2021,9894.818651515598
1083454,2019,7914.4144982758025
1083454,2020,8018.523458835762
1083454,2021,9035.855310541463
1038562,2019,12920.88846579653
1038562,2020,11980.891092433008
1038562,2021,13385.924959451733
1014951,2019,9698.901722041295
1014951,2020,10085.742281447076
1014951,2021,11265.874955232717
1085092,2019,8500.747977548293
1085092,2020,8150.665477425864
1085092,2021,9143.867399080204
1015285,2019,9004.448232014582
1015285,2020,9140.188363914494
1015285,2021,10297.050504296412
1058959,2019,13191.17850323348
1058959,2020,14838.0859277402
1058959,2021,16766.71079383909
1089838,2019,12064.393499917574
1089838,2020,12726.064869809496
1089838,2021,14468.465131540059
1019158,2019,12558.727267659546
1019158,2020,12693.027079905762
1019158,2021,14153.344109575652
1022633,2019,9678.060161727914
1022633,2020,8737.695423495235
1022633,2021,9686.989483740868
1060337,2019,11123.056493192384
1060337,2020,12640.825374398322
1060337,2021,14132.462861703758
1026346,2019,10086.366895052668
1026346,2020,10215.13173833475
1026346,2021,11383.095077577947
1082793,2019,10516.686048018653
1082793,2020,10359.576802219643
1082793,2021,11546.829735891944
1007219,2019,8588.520224086493
1007219,2020,7738.734405008951
1007219,2021,8691.090257682514
1077567,2019,8516.924129378765
1077567,2020,8233.121071667967
1077567,2021,9179.064005258597
1076876,2019,7851.388758255538
1076876,2020,7979.106634409648
1076876,2021,8989.836503668621
1015639,2019,8785.810959084472
1015639,2020,8426.13757982894
1015639,2021,9379.906814323558
1012320,2019,12508.623972147701
1012320,2020,13971.959059182856
1012320,2021,15645.107685387447
1007275,2019,7713.999014186742
1007275,2020,7702.174216566411
1007275,2021,8624.29618201154
1064280,2019,16018.804037511683
1064280,2020,18885.383233122
1064280,2021,20736.342246037533
1013887,2019,8746.174883543319
1013887,2020,8759.49663417163
1013887,2021,9757.280786154186
1035368,2019,10816.336974920778
1035368,2020,8871.176749102957
1035368,2021,9899.77038124315
1014664,2019,8157.624145281577
1014664,2020,8024.067436818035
1014664,2021,8946.618498433547
1005583,2019,8528.343550559923
1005583,2020,8311.179862663854
1005583,2021,9329.639099521723
1090603,2019,12921.439665500706
1090603,2020,13531.515444716533
1090603,2021,15020.528941730494
1021903,2019,14857.579563617457
1021903,2020,15461.156664356793
1021903,2021,17248.846049266063
1015128,2019,9570.011552864573
1015128,2020,9595.15505774605
1015128,2021,10641.21345437426
1009111,2019,8929.47818906864
1009111,2020,8559.029644740809
1009111,2021,9561.018300825423
1024934,2019,11930.309125902875
1024934,2020,12370.805637534324
1024934,2021,13829.500972414917
1053377,2019,12462.048852878801
1053377,2020,13474.194805552017
1053377,2021,15190.180749181682
1050540,2019,13882.70110818847
1050540,2020,14784.712633841264
1050540,2021,16695.613714067673
1080381,2019,8807.27072417257
1080381,2020,8614.049034917583
1080381,2021,9625.72120656086
1008470,2019,9076.36105949245
1008470,2020,9194.00748879456
1008470,2021,10317.652650934104
1019865,2019,9691.647235715966
1019865,2020,9488.285962320557
1019865,2021,10570.517628187057
1083226,2019,13973.81091925071
1083226,2020,14879.151855781072
1083226,2021,16721.71592507577
1082875,2019,9580.676044303651
1082875,2020,9688.473072918883
1082875,2021,10884.31651792128
1059963,2019,14206.231645162763
1059963,2020,15612.769151685965
1059963,2021,17491.648015969695
1052356,2019,13618.235606303337
1052356,2020,14482.998498467661
1052356,2021,16218.760025939699
1079269,2019,8750.463947115126
1079269,2020,8337.303380989984
1079269,2021,9329.965862797815
1085502,2019,10530.244166559722
1085502,2020,10602.203091206773
1085502,2021,11868.222647555354
1006463,2019,8510.532699610518
1006463,2020,7753.583148642063
1006463,2021,8651.91137288511
1077763,2019,6670.834498489891
1077763,2020,6910.907595063207
1077763,2021,7735.132378038598
1036897,2019,13222.513297862582
1036897,2020,12482.28568178895
1036897,2021,14077.276215208292
1088838,2019,13471.517022369637
1088838,2020,14462.415941700854
1088838,2021,16258.096978317193
1046921,2019,12449.494949033118
1046921,2020,12484.183807459773
1046921,2021,14164.210847727603
1006225,2019,9148.241400964189
1006225,2020,9354.712457863667
1006225,2021,10465.893878229397
1082058,2019,15325.475904589348
1082058,2020,17676.53345740775
1082058,2021,19561.83366392131
1011860,2019,7097.784175005759
1011860,2020,7174.644545727573
1011860,2021,8061.393058033227
1011111,2019,9483.075820566899
1011111,2020,10127.028550691393
1011111,2021,11373.139806241168
1014211,2019,9362.017039990253
1014211,2020,9226.270506377641
1014211,2021,10272.290377510337
1088631,2019,13805.55189819014
1088631,2020,14898.528637754405
1088631,2021,16768.19280140438
1071452,2019,12664.551935574573
1071452,2020,12010.061303168879
1071452,2021,13626.494432762012
1076320,2019,12770.795701953388
1076320,2020,12783.751975211753
1076320,2021,14448.222364004338
1052359,2019,13130.617034298772
1052359,2020,13912.401051602212
1052359,2021,15592.130546290651
1060371,2019,10682.948882943707
1060371,2020,12190.066998344146
1060371,2021,13712.666614539867
1090214,2019,9915.981644692212
1090214,2020,9983.744818683106
1090214,2021,11125.433319605536
1066729,2019,8727.864518448278
1066729,2020,8101.484810318192
1066729,2021,9096.166171486504
1008346,2019,7324.569842169876
1008346,2020,7152.736752801942
1008346,2021,8023.927996262075
1045893,2019,13653.538331850239
1045893,2020,13674.87343085253
1045893,2021,15300.34847892875
1062310,2019,14843.802087089438
1062310,2020,16373.615238177274
1062310,2021,18352.94746553997
1015312,2019,7912.089965451175
1015312,2020,7588.958685406114
1015312,2021,8482.84914031785
1004694,2019,7534.128713954125
1004694,2020,7587.780669219301
1004694,2021,8492.84980254826
1000863,2019,6134.545590772325
1000863,2020,6026.193532503659
1000863,2021,6791.843553795225
1077636,2019,7418.342846412749
1077636,2020,7447.104462103545
1077636,2021,8318.970815682906
1025438,2019,10218.57336937902
1025438,2020,10069.278619536137
1025438,2021,11307.150965048844
1085591,2019,13023.040894539366
1085591,2020,13749.108783041134
1085591,2021,15507.608598097619
1077463,2019,7770.6079240635245
1077463,2020,7582.645615712598
1077463,2021,8551.32127000308
1006959,2019,8643.876275983934
1006959,2020,8383.64206395551
1006959,2021,9329.419210848348
1057966,2019,13146.869673863157
1057966,2020,14565.493796995435
1057966,2021,16364.255833050926
1011112,2019,9270.04652042552
1011112,2020,9879.592618992116
1011112,2021,11088.435406460707
1008997,2019,8835.550066923914
1008997,2020,8250.736327404918
1008997,2021,9208.508824948094
1013892,2019,10528.430999679502
1013892,2020,10343.255551428412
1013892,2021,11557.950397414683
1030903,2019,12203.121977028235
1030903,2020,13693.49272735071
1030903,2021,15454.527137642115
1054611,2019,13751.02062734479
1054611,2020,14516.59166484946
1054611,2021,16213.304697501739
1010019,2019,8177.587932117246
1010019,2020,7825.2932392401435
1010019,2021,8823.615934481148
1007249,2019,8537.28503050482
1007249,2020,8504.549158441108
1007249,2021,9537.695196805425
1061418,2019,13016.442744417269
1061418,2020,14730.966656374114
1061418,2021,16479.97855459359
1087189,2019,14221.001860579521
1087189,2020,14575.457084605689
1087189,2021,16301.026943108009
1086412,2019,12671.677721654234
1086412,2020,13612.640018998785
1086412,2021,15062.602412777238
1084045,2019,12110.524220614141
1084045,2020,13585.868080256138
1084045,2021,15220.412426685793
1048721,2019,15181.381048343135
1048721,2020,14709.773215784388
1048721,2021,16488.385650479377
1034515,2019,10015.637228521378
1034515,2020,9343.093211282741
1034515,2021,10392.291139452576
1083403,2019,8138.71673107513
1083403,2020,8482.765789635338
1083403,2021,9572.264696929702
1058685,2019,12940.071042417832
1058685,2020,14408.960008010634
1058685,2021,16286.800821123443
1044844,2019,14005.007070684629
1044844,2020,13348.90374114254
1044844,2021,14936.840049820985
1010274,2019,8374.153264162664
1010274,2020,8472.851839432355
1010274,2021,9512.62727119882
1043835,2019,12485.800823815034
1043835,2020,11378.094750726048
1043835,2021,12694.72977904144
1033742,2019,11925.359127898733
1033742,2020,13051.001366797918
1033742,2021,14752.686714929669
1006253,2019,7684.553636547342
1006253,2020,7368.760019927928
1006253,2021,8236.072895848472
1031607,2019,11938.289607344172
1031607,2020,12441.369786420702
1031607,2021,14084.010354738048
1062822,2019,15893.924088436273
1062822,2020,17877.301553042387
1062822,2021,19936.104935072944
1035724,2019,10757.72745646575
1035724,2020,9932.968355162151
1035724,2021,11140.688066116752
1012278,2019,17360.405709324205
1012278,2020,17763.148522207754
1012278,2021,19889.01406006182
1089709,2019,22576.263351716454
1089709,2020,21664.47773394262
1089709,2021,24470.20676131887
1082864,2019,9676.666479227903
1082864,2020,10021.654357615333
1082864,2021,11206.308463307458
1003545,2019,9074.250575847524
1003545,2020,9267.717372009405
1003545,2021,10444.229140121734
1049888,2019,14608.786752688118
1049888,2020,14758.729817431667
1049888,2021,16524.15854116575
1046979,2019,11486.723849193182
1046979,2020,11807.371427890797
1046979,2021,13360.94691395869
1008140,2019,8318.794283338068
1008140,2020,8279.944198013103
1008140,2021,9284.747381513303
1060235,2019,13172.492451438711
1060235,2020,14779.28122322222
1060235,2021,16543.07021552026
1038560,2019,13429.314536507422
1038560,2020,13475.126097033037
1038560,2021,15056.225509506514
1016286,2019,12133.843118929508
1016286,2020,12781.036149624088
1016286,2021,14628.031049582323
1051455,2019,11536.33372612563
1051455,2020,11559.245897467998
1051455,2021,12687.518168051036
1001801,2019,8283.78858769159
1001801,2020,7879.034377429629
1001801,2021,8860.578663186192
1015713,2019,9367.654121135185
1015713,2020,9647.621353380426
1015713,2021,10728.859338648028
1001212,2019,6598.8554937782465
1001212,2020,6432.312420105232
1001212,2021,7253.912468524325
1015816,2019,9503.953935663185
1015816,2020,9376.483626067726
1015816,2021,10436.886625342422
1034821,2019,9989.040407969094
1034821,2020,9656.632521829066
1034821,2021,10863.417689387872
1003943,2019,8624.404733884914
1003943,2020,8610.1499213744
1003943,2021,9663.465295672575
1020609,2019,10838.237907498245
1020609,2020,10730.35570075797
1020609,2021,11958.125333645192
1036534,2019,12273.331582469618
1036534,2020,11270.291991532487
1036534,2021,12686.234407932914
1046824,2019,12285.229781407283
1046824,2020,11987.985572669813
1046824,2021,13602.281939031824
1001165,2019,8148.1953178750055
1001165,2020,7658.967387310821
1001165,2021,8641.723443527684
1046689,2019,12408.496039407686
1046689,2020,12305.68060024088
1046689,2021,13927.713414413132
1084667,2019,9257.138265928645
1084667,2020,8756.14069829251
1084667,2021,9702.822748031966
1005452,2019,7512.723351899072
1005452,2020,7764.40265786965
1005452,2021,8723.80654953806
1002905,2019,9306.181725454391
1002905,2020,8799.231857357567
1002905,2021,9818.993486411426
1064871,2019,14882.342666389897
1064871,2020,17200.316317233825
1064871,2021,19058.033324202817
1003980,2019,8036.533963861517
1003980,2020,8282.381211351456
1003980,2021,9300.469059995363
1085717,2019,13948.33372486396
1085717,2020,15272.951577434436
1085717,2021,16868.532229469158
1045383,2019,12143.952484060968
1045383,2020,10993.533150634401
1045383,2021,12289.073203194097
1002141,2019,8100.650352411708
1002141,2020,7731.118491266763
1002141,2021,8693.59400090033
1015034,2019,9252.429119697112
1015034,2020,8944.378859579434
1015034,2021,9958.426642072902
1007946,2019,9650.508818300901
1007946,2020,10419.022679887747
1007946,2021,11703.873477141922
1016745,2019,10514.724995088227
1016745,2020,10620.332042764448
1016745,2021,12065.74219687696
1088886,2019,26936.01521206413
1088886,2020,29341.829671185562
1088886,2021,32778.01114162031
1077753,2019,8824.154163646806
1077753,2020,9416.546696728192
1077753,2021,10499.459619903633
1084545,2019,7607.714567636517
1084545,2020,7463.794801137471
1084545,2021,8402.266333174466
1015543,2019,7624.145563728917
1015543,2020,7750.469644731453
1015543,2021,8654.407263544836
1030524,2019,10919.482370272275
1030524,2020,11556.903283723497
1030524,2021,12898.257458016464
1076751,2019,13417.239155948448
1076751,2020,14311.811973374164
1076751,2021,15821.142833728061
1041276,2019,11986.964191384928
1041276,2020,11777.34978142929
1041276,2021,13331.565277503669
1080131,2019,7875.286842807074
1080131,2020,7591.6001457840175
1080131,2021,8475.453271471824
1001227,2019,6757.444400768483
1001227,2020,6725.22782918599
1001227,2021,7609.265481637957
1011334,2019,8102.074829191541
1011334,2020,7478.588083947078
1011334,2021,8454.929028834553
1030504,2019,11747.722290460273
1030504,2020,12505.98154187152
1030504,2021,14148.354029484652
1047683,2019,13679.428247423495
1047683,2020,13696.629934913188
1047683,2021,15360.327652910952
1047694,2019,12792.237450965527
1047694,2020,13028.752304458834
1047694,2021,14630.897614202026
1026765,2019,11209.258552902358
1026765,2020,11203.941156166453
1026765,2021,12510.104414917527
1062652,2019,13190.77344905252
1062652,2020,15855.847635671666
1062652,2021,17725.259988345595
1063251,2019,15186.493871361443
1063251,2020,16819.14774869723
1063251,2021,18886.14566628285
1019587,2019,9261.017472889134
1019587,2020,9624.736537507279
1019587,2021,10745.149439854502
1084922,2019,8032.949796965933
1084922,2020,7765.587059966786
1084922,2021,8756.92030270797
1015025,2019,9712.634013766617
1015025,2020,9591.31080583101
1015025,2021,10693.399150668503
1079703,2019,7998.631082489178
1079703,2020,8074.315970512096
1079703,2021,9106.939878263784
1089625,2019,20458.982626859037
1089625,2020,21612.359365748875
1089625,2021,23957.699474085595
1059460,2019,9993.657009270513
1059460,2020,11267.243247385168
1059460,2021,12630.838614434813
1045815,2019,13075.006358732897
1045815,2020,13066.852875665993
1045815,2021,14632.392453463905
1081153,2019,10773.505508932958
1081153,2020,9494.883017075763
1081153,2021,10636.119512260711
1083407,2019,8246.09777834151
1083407,2020,8453.80929327414
1083407,2021,9552.08365907796
1040809,2019,10071.930172961645
1040809,2020,9809.707192670472
1040809,2021,11053.802785065518
1052836,2019,12118.76855520151
1052836,2020,12240.986089797036
1052836,2021,13562.2682212594
1063746,2019,14906.668606437865
1063746,2020,17510.538908141865
1063746,2021,19268.728573760727
1077695,2019,8659.712230947116
1077695,2020,8866.175591521198
1077695,2021,9901.703323920992
1018509,2019,12287.241687908168
1018509,2020,12679.193323328192
1018509,2021,14148.096611834193
1064262,2019,21193.85722272926
1064262,2020,25160.23733694705
1064262,2021,27395.241555890178
1089921,2019,14892.314082966537
1089921,2020,18161.94285718296
1089921,2021,20209.515198189445
1005891,2019,8230.731106493375
1005891,2020,8248.84843638283
1005891,2021,9206.39434211464
1081892,2019,15713.151351204568
1081892,2020,18065.987258568526
1081892,2021,19973.07218795732
1016990,2019,10353.226674844585
1016990,2020,10394.66763232263
1016990,2021,11588.2064242905
1075683,2019,10889.11855606866
1075683,2020,10699.42656893301
1075683,2021,11937.989602255282
1083919,2019,12287.020213968439
1083919,2020,12318.245103156492
1083919,2021,13908.80560475429
1050504,2019,13939.986647215914
1050504,2020,14815.70351208037
1050504,2021,16723.356309437546
1046913,2019,11431.202434411076
1046913,2020,11690.001123858667
1046913,2021,13243.932365517092
1016082,2019,7780.557923198499
1016082,2020,7353.2832411803265
1016082,2021,8243.314731384822
1002922,2019,9679.466488054994
1002922,2020,9553.956012846473
1002922,2021,10614.622709900768
1018297,2019,11002.616937239298
1018297,2020,11196.11016158149
1018297,2021,12548.506956514399
1059982,2019,29724.129267685577
1059982,2020,30308.46547199946
1059982,2021,34335.97535861853
1033956,2019,13731.152778626873
1033956,2020,15327.472973130194
1033956,2021,17365.043462872833
1028753,2019,11962.485414995019
1028753,2020,12297.809822675785
1028753,2021,13774.33610051294
1044063,2019,16380.36824881883
1044063,2020,13899.136787328333
1044063,2021,15571.696318324042
1062712,2019,12089.152045088294
1062712,2020,12667.04060536834
1062712,2021,13975.423067760576
1041037,2019,11355.761656011098
1041037,2020,10159.013192152313
1041037,2021,11393.138779386585
1050338,2019,13817.903249456082
1050338,2020,14084.225785738901
1050338,2021,15737.268463836972
1077555,2019,16828.408904229585
1077555,2020,18179.46556232118
1077555,2021,20580.92351496226
1046917,2019,12439.150174649581
1046917,2020,12743.65125378444
1046917,2021,14361.113014000053
1015046,2019,10077.244605066448
1015046,2020,10233.024387842723
1015046,2021,11406.742412332971
1031653,2019,12459.30039910365
1031653,2020,12976.918762357242
1031653,2021,14599.42829997729
1018326,2019,10093.220106015187
1018326,2020,9984.40597722213
1018326,2021,11093.65077997603
1084788,2019,7892.9795642180725
1084788,2020,7377.7952349398975
1084788,2021,8300.559252100382
1014153,2019,10996.362656805833
1014153,2020,11591.357999974742
1014153,2021,12963.432204297686
1052860,2019,14319.958074269272
1052860,2020,15286.273367872021
1052860,2021,17063.36678011798
1006624,2019,8873.62049190325
1006624,2020,9041.275424681508
1006624,2021,10109.85843222991
1061930,2019,14981.645191378137
1061930,2020,16689.76314935347
1061930,2021,18819.347110346032
1052334,2019,12760.046615788451
1052334,2020,13774.424823938332
1052334,2021,15474.523904624897
1083513,2019,7788.665661606225
1083513,2020,7735.200478077462
1083513,2021,8667.862646782347
1003606,2019,6963.658889201424
1003606,2020,6821.3778231915485
1003606,2021,7670.019343142168
1004355,2019,8024.92320827948
1004355,2020,7807.361599882316
1004355,2021,8748.537168560537
1019947,2019,12782.531202394202
1019947,2020,11591.577401321223
1019947,2021,12875.147081945783
1076200,2019,9215.028606970029
1076200,2020,8574.324087348075
1076200,2021,9519.348713199066
1078543,2019,14565.731082016022
1078543,2020,13285.237445877277
1078543,2021,14821.438485336432
1045983,2019,13547.37463646119
1045983,2020,13421.137757964896
1045983,2021,14996.57043781546
1023740,2019,10070.590186425823
1023740,2020,9771.104741705954
1023740,2021,10879.266638916626
1019657,2019,10781.662388204802
1019657,2020,11276.815229568112
1019657,2021,12610.225656226912
1018921,2019,12507.062687115478
1018921,2020,12458.03504043581
1018921,2021,13801.179450585138
1052536,2019,14194.278964322588
1052536,2020,15320.07285240353
1052536,2021,17172.8455111214
1017590,2019,11068.152313755065
1017590,2020,10621.163031635397
1017590,2021,11906.745184516189
1016095,2019,8168.476956660952
1016095,2020,7646.66188874634
1016095,2021,8626.749083775663
1026950,2019,10611.587482707533
1026950,2020,10946.778794773174
1026950,2021,12296.81635966926
1030896,2019,13404.00772709738
1030896,2020,14405.981871919406
1030896,2021,16193.986378048916
1058654,2019,11839.693935096842
1058654,2020,13220.033995972986
1058654,2021,14822.262507264066
1087666,2019,8107.321752667214
1087666,2020,8194.676353792025
1087666,2021,9176.875692033638
1003220,2019,6263.039879566555
1003220,2020,6628.778176679996
1003220,2021,7503.157888656256
1086392,2019,11882.032066793146
1086392,2020,12499.591511929488
1086392,2021,13886.915088569083
1011679,2019,8448.199619764393
1011679,2020,8440.148768987627
1011679,2021,9504.175950003719
1087614,2019,17904.356091420035
1087614,2020,19978.413315268765
1087614,2021,22600.280201810954
1028856,2019,12276.879167159388
1028856,2020,12227.581758925953
1028856,2021,13652.98081755642
1081633,2019,9562.373404374704
1081633,2020,9994.784358636161
1081633,2021,11173.389302262198
1019780,2019,8850.201899152295
1019780,2020,9051.233905844812
1019780,2021,10052.677427627013
1087062,2019,6762.554014039766
1087062,2020,6919.933911806555
1087062,2021,7738.9660411714385
1086355,2019,12690.208886271945
1086355,2020,13633.586896262645
1086355,2021,15085.32923153535
1054017,2019,11808.379156119048
1054017,2020,12764.359683676836
1054017,2021,14369.237415713156
1062418,2019,18103.124222136426
1062418,2020,20207.732906154473
1062418,2021,22807.755315785584
1089483,2019,9628.271217925456
1089483,2020,9590.128655989505
1089483,2021,10640.571465530873
1028165,2019,11798.104456719595
1028165,2020,11404.958995367879
1028165,2021,11874.731451066353
1083643,2019,13043.38841288484
1083643,2020,13970.775562761522
1083643,2021,15615.926475960117
1048412,2019,11382.107541638676
1048412,2020,11789.000178003742
1048412,2021,13264.069644922996
1062221,2019,16169.425102439945
1062221,2020,18303.897794187473
1062221,2021,20470.04999051005
1087453,2019,12761.62976910304
1087453,2020,12318.436984537355
1087453,2021,13740.4378624275
1001237,2019,9620.930398570477
1001237,2020,9267.304331823649
1001237,2021,10423.850186642563
1010278,2019,7149.544576916454
1010278,2020,7210.036159958124
1010278,2021,8117.92620923949
1051756,2019,11510.20877013478
1051756,2020,11469.820480189846
1051756,2021,12806.848368145755
1090910,2019,11804.591265859368
1090910,2020,12020.528256293788
1090910,2021,13425.375316945165
1087753,2019,12006.172238950758
1087753,2020,10700.174113985591
1087753,2021,11960.126175139036
1013967,2019,8845.186178662238
1013967,2020,8882.553928566333
1013967,2021,9897.374855132848
1058443,2019,11804.595677058853
1058443,2020,12732.958798851836
1058443,2021,14264.769011052174
1084983,2019,8572.176657338845
1084983,2020,8390.978130248435
1084983,2021,9357.648841488728
1083257,2019,13223.280163588219
1083257,2020,14715.514294672012
1083257,2021,16631.185587693602
1012195,2019,8856.287301416643
1012195,2020,8772.27717802179
1012195,2021,9839.720521664312
1004900,2019,8511.29377239003
1004900,2020,7720.560353529065
1004900,2021,8636.998779341438
1022653,2019,9679.91540660596
1022653,2020,8525.369778926632
1022653,2021,9477.600484537525
1077888,2019,7821.771224939345
1077888,2020,7796.93026389047
1077888,2021,8736.648799152003
1076207,2019,9446.97010874005
1076207,2020,10782.010641610303
1076207,2021,12070.817480237873
1055296,2019,12046.394902111235
1055296,2020,12789.310498029028
1055296,2021,14399.729359638812
1006668,2019,8100.994443170698
1006668,2020,7863.764648448916
1006668,2021,8760.322646324721
1024854,2019,9700.302720117466
1024854,2020,9285.65221550081
1024854,2021,10371.775274221338
1045845,2019,12267.318331314318
1045845,2020,11963.52406560503
1045845,2021,13427.575527148732
1007503,2019,7421.190047847123
1007503,2020,7280.778364466874
1007503,2021,8190.036475892639
1011693,2019,9132.091618466833
1011693,2020,9293.331450740427
1011693,2021,10438.92909322988
1012516,2019,15092.301221644768
1012516,2020,15190.67302158704
1012516,2021,16977.8589807084
1045256,2019,14323.18332924225
1045256,2020,13672.494135093197
1045256,2021,15364.355046786537
1054287,2019,14447.528280368468
1054287,2020,16668.335292776377
